Y	B	WAA	TTWAA	TTWWAA	W	AA	TTAA	WWAA	TTW	TT	TTWWAAp	AAp	WAAp	TTWAAp	TTWW	TTAAp	WWAAp	Yp	Bp	Values[Bias]
8.350544176159046e-06	9.380018435707599e-07	8.184917014946602e-07	4.242533265830839e-10	1.0894459626782722e-06	2.0207352756803e-08	3.6207385207846724e-07	1.4182397236742412e-09	1.621014588203354e-07	8.518669037892968e-07	1.5393765706739858e-07	6.59253788793161e-08	3.2087675876487664e-11	7.253629687295695e-11	3.759813959188084e-14	3.369814412502047e-07	1.256871113670974e-13	1.4365740691773878e-11	1.6494558238409483e-06	1.0619981564292363e-06	0.6899088783006155
8.350544174256178e-06	9.380018424871007e-07	8.184917052897282e-07	4.242533246754726e-10	1.0894459638808466e-06	2.020735262750048e-08	3.6207385104044795e-07	1.4182397131681925e-09	1.621014547839748e-07	8.518669007863958e-07	1.5393765637665489e-07	6.592537896855221e-08	3.208767579236889e-11	7.253629722768413e-11	3.759813943198193e-14	3.3698144366445366e-07	1.256871104661089e-13	1.4365740337236485e-11	1.6494558257438167e-06	1.0619981575128958e-06	0.6899088773134066
8.35054417280152e-06	9.380018416585033e-07	8.184917081915427e-07	4.24253323216902e-10	1.089445964800369e-06	2.02073525286322e-08	3.620738502467745e-07	1.4182397051099644e-09	1.6210145169766154e-07	8.51866898490294e-07	1.5393765584851836e-07	6.592537903678324e-08	3.208767572804934e-11	7.253629749892061e-11	3.7598139309722076e-14	3.3698144551045556e-07	1.256871097745255e-13	1.4365740066141414e-11	1.6494558271984749e-06	1.0619981583414932e-06	0.6899088765587292
8.350544171671108e-06	9.380018410147415e-07	8.184917104460503e-07	4.242533220836607e-10	1.0894459655147733e-06	2.0207352451818415e-08	3.6207384963012554e-07	1.4182396988692544e-09	1.6210144929981082e-07	8.51866896706383e-07	1.5393765543817285e-07	6.592537908979488e-08	3.208767567807754e-11	7.253629770965021e-11	3.7598139214731926e-14	3.369814469446704e-07	1.2568710923934136e-13	1.4365739855524477e-11	1.6494558283288871e-06	1.0619981589852548e-06	0.6899088759722709
8.350544170853674e-06	9.380018405496629e-07	8.184917120748088e-07	4.2425332126485424e-10	1.0894459660308892e-06	2.020735239632463e-08	3.6207384918457007e-07	1.418239694421102e-09	1.621014475674946e-07	8.518668954176059e-07	1.5393765514165951e-07	6.592537912809591e-08	3.208767564197565e-11	7.253629786188482e-11	3.759813914609862e-14	3.3698144798081164e-07	1.256871088591342e-13	1.4365739703380013e-11	1.6494558291463214e-06	1.0619981594503333e-06	0.6899088755481855
8.350544170250576e-06	9.380018402060636e-07	8.184917132781212e-07	4.242533206600587e-10	1.0894459664121918e-06	2.020735235532636e-08	3.6207384885547574e-07	1.4182396910565869e-09	1.6210144628767519e-07	8.518668944654677e-07	1.5393765492267733e-07	6.592537915639012e-08	3.2087675615304365e-11	7.253629797436478e-11	3.759813909540442e-14	3.3698144874630416e-07	1.2568710856990322e-13	1.4365739590957243e-11	1.6494558297494209e-06	1.0619981597939328e-06	0.6899088752352972
8.350544169833388e-06	9.380018399679641e-07	8.184917141119541e-07	4.242533202410747e-10	1.0894459666764166e-06	2.0207352326916727e-08	3.6207384862749465e-07	1.4182396886610075e-09	1.6210144540082735e-07	8.518668938056846e-07	1.5393765477099904e-07	6.592537917599411e-08	3.208767559682277e-11	7.253629805231513e-11	3.759813906028505e-14	3.3698144927675113e-07	1.256871083626487e-13	1.4365739513038125e-11	1.6494558301666068e-06	1.061998160032032e-06	0.6899088750188609
8.35054416953535e-06	9.38001839799368e-07	8.184917147024244e-07	4.242533199439171e-10	1.089445966863521e-06	2.0207352306798563e-08	3.6207384846577976e-07	1.4182396872371104e-09	1.6210144477281277e-07	8.51866893338469e-07	1.5393765466331351e-07	6.592537918988229e-08	3.208767558373313e-11	7.253629810747515e-11	3.759813903537454e-14	3.3698144965238023e-07	1.2568710824492244e-13	1.4365739457930764e-11	1.6494558304646447e-06	1.0619981602006283e-06	0.6899088748642388
8.35054416935306e-06	9.380018396946227e-07	8.184917150692302e-07	4.242533197598023e-10	1.0894459669797562e-06	2.020735229430115e-08	3.620738483656078e-07	1.4182396860656475e-09	1.6210144438268652e-07	8.518668930482267e-07	1.5393765459670896e-07	6.592537919850272e-08	3.2087675575603676e-11	7.253629814178133e-11	3.759813901994263e-14	3.3698144988572616e-07	1.2568710814121712e-13	1.4365739423624054e-11	1.6494558306469349e-06	1.0619981603053736e-06	0.6899088747696666
8.350544169243554e-06	9.380018396307133e-07	8.184917152930073e-07	4.242533196477674e-10	1.0894459670506705e-06	2.0207352286676948e-08	3.6207384830466705e-07	1.4182396851796322e-09	1.621014441446833e-07	8.518668928711563e-07	1.53937654556249e-07	6.592537920375755e-08	3.2087675570645304e-11	7.253629816273457e-11	3.759813901055359e-14	3.3698145002808476e-07	1.256871080596925e-13	1.4365739402650617e-11	1.64945583075644e-06	1.061998160369283e-06	0.6899088747128551
8.35054416915983e-06	9.380018395828003e-07	8.184917154607979e-07	4.2425331956348584e-10	1.0894459671038404e-06	2.020735228096014e-08	3.620738482588085e-07	1.41823968467989e-09	1.621014439662247e-07	8.51866892738389e-07	1.5393765452574496e-07	6.592537920770157e-08	3.2087675566926274e-11	7.253629817842224e-11	3.759813900348897e-14	3.3698145013482563e-07	1.256871080161032e-13	1.4365739386966681e-11	1.649455830840165e-06	1.061998160417196e-06	0.6899088746694186
8.3505441690667e-06	9.380018395316798e-07	8.184917156398771e-07	4.2425331947289623e-10	1.0894459671605819e-06	2.0207352274858495e-08	3.620738482094855e-07	1.4182396845258816e-09	1.6210144377575697e-07	8.518668925966941e-07	1.5393765449280443e-07	6.592537921192022e-08	3.2087675562954424e-11	7.253629819511216e-11	3.7598138995892565e-14	3.369814502487456e-07	1.256871080100022e-13	1.4365739370324668e-11	1.6494558309332951e-06	1.0619981604683165e-06	0.6899088746211028
8.350544169051015e-06	9.380018395223228e-07	8.184917156726362e-07	4.2425331945655626e-10	1.0894459671709633e-06	2.02073522737424e-08	3.620738482006006e-07	1.4182396843598666e-09	1.6210144374091554e-07	8.518668925707719e-07	1.5393765448691821e-07	6.592537921268873e-08	3.208767556222881e-11	7.253629819818495e-11	3.759813899452356e-14	3.369814502695858e-07	1.2568710799419778e-13	1.4365739367244854e-11	1.6494558309489786e-06	1.0619981604776737e-06	0.689908874612966
8.350544169036654e-06	9.380018395139974e-07	8.184917157017883e-07	4.242533194419554e-10	1.0894459671802006e-06	2.0207352272749162e-08	3.620738481926583e-07	1.4182396842477123e-09	1.6210144370990993e-07	8.518668925477043e-07	1.53937654481644e-07	6.592537921337394e-08	3.208767556158296e-11	7.253629820091516e-11	3.7598138993300235e-14	3.3698145028813134e-07	1.256871079839236e-13	1.4365739364513e-11	1.6494558309633392e-06	1.061998160485999e-06	0.6899088746055159
8.350544169003886e-06	9.380018394956267e-07	8.184917157661321e-07	4.242533194095467e-10	1.0894459672005879e-06	2.0207352270556862e-08	3.6207384817501987e-07	1.4182396841087135e-09	1.6210144364147462e-07	8.518668924967915e-07	1.5393765446989304e-07	6.592537921488891e-08	3.2087675560156724e-11	7.253629820692577e-11	3.759813899058397e-14	3.369814503290637e-07	1.2568710797281351e-13	1.436573935851134e-11	1.6494558309961073e-06	1.0619981605043696e-06	0.6899088745885158
8.350544168955347e-06	9.380018394685673e-07	8.184917158609117e-07	4.242533193617587e-10	1.0894459672306184e-06	2.0207352267327552e-08	3.620738481490089e-07	1.418239683933348e-09	1.6210144354066817e-07	8.51866892421797e-07	1.5393765445255395e-07	6.592537921712102e-08	3.2087675558055634e-11	7.253629821577496e-11	3.759813898657837e-14	3.369814503893576e-07	1.2568710795957984e-13	1.4365739349678497e-11	1.6494558310446463e-06	1.061998160531429e-06	0.6899088745633337
8.35054416893974e-06	9.380018394597832e-07	8.184917158916764e-07	4.242533193462767e-10	1.0894459672403662e-06	2.0207352266279342e-08	3.620738481405836e-07	1.4182396838586889e-09	1.6210144350794686e-07	8.518668923974536e-07	1.5393765444694369e-07	6.592537921784537e-08	3.208767555737381e-11	7.25362982186503e-11	3.759813898528096e-14	3.369814504089288e-07	1.2568710795339365e-13	1.43657393468067e-11	1.6494558310602535e-06	1.061998160540213e-06	0.6899088745552364
8.350544168917604e-06	9.380018394472298e-07	8.18491715935641e-07	4.2425331932417045e-10	1.089445967254297e-06	2.0207352264781417e-08	3.620738481285542e-07	1.4182396837412441e-09	1.6210144346118704e-07	8.518668923626661e-07	1.5393765443893734e-07	6.59253792188797e-08	3.208767555639941e-11	7.253629822275983e-11	3.75981389834282e-14	3.369814504368969e-07	1.256871079434093e-13	1.4365739342700379e-11	1.6494558310823903e-06	1.0619981605527666e-06	0.6899088745437519
8.350544168883299e-06	9.380018394276631e-07	8.184917160041641e-07	4.242533192897375e-10	1.0894459672760106e-06	2.0207352262446753e-08	3.620738481098181e-07	1.4182396835451547e-09	1.6210144338830708e-07	8.518668923084459e-07	1.539376544264718e-07	6.592537922049088e-08	3.208767555488066e-11	7.253629822916575e-11	3.7598138980542095e-14	3.369814504804883e-07	1.2568710792646007e-13	1.4365739336297279e-11	1.649455831116696e-06	1.0619981605723332e-06	0.6899088745259541
8.350544168848303e-06	9.380018394076941e-07	8.184917160740967e-07	4.2425331925459716e-10	1.089445967298171e-06	2.020735226006407e-08	3.6207384809069716e-07	1.4182396833447136e-09	1.6210144331392814e-07	8.518668922531108e-07	1.5393765441375024e-07	6.592537922213507e-08	3.2087675553330623e-11	7.253629823570328e-11	3.75981389775966e-14	3.369814505249762e-07	1.256871079091283e-13	1.4365739329762416e-11	1.6494558311516896e-06	1.0619981605923022e-06	0.6899088745077995
8.35054416882411e-06	9.380018393939203e-07	8.184917161223334e-07	4.242533192303506e-10	1.0894459673134563e-06	2.020735225842059e-08	3.620738480775034e-07	1.418239683211226e-09	1.6210144326262457e-07	8.518668922149428e-07	1.5393765440497058e-07	6.592537922326936e-08	3.208767555226148e-11	7.253629824021205e-11	3.759813897556426e-14	3.3698145055566215e-07	1.2568710789768172e-13	1.4365739325256156e-11	1.649455831175884e-06	1.061998160606076e-06	0.6899088744952473
8.350544168799729e-06	9.380018393800322e-07	8.184917161709699e-07	4.242533192059035e-10	1.0894459673288683e-06	2.020735225676349e-08	3.6207384806420065e-07	1.4182396830764165e-09	1.6210144321089577e-07	8.518668921764586e-07	1.539376543961184e-07	6.592537922441292e-08	3.208767555118344e-11	7.253629824475805e-11	3.759813897351505e-14	3.369814505866024e-07	1.2568710788611735e-13	1.436573932071251e-11	1.6494558312002638e-06	1.061998160619964e-06	0.6899088744825992
8.350544168775165e-06	9.380018393660302e-07	8.184917162200063e-07	4.2425331918125587e-10	1.0894459673444069e-06	2.020735225509276e-08	3.620738480507888e-07	1.4182396829402845e-09	1.621014431587417e-07	8.51866892137658e-07	1.5393765438719364e-07	6.592537922556578e-08	3.208767555009649e-11	7.253629824934129e-11	3.7598138971448946e-14	3.369814506177971e-07	1.2568710787443514e-13	1.4365739316131472e-11	1.6494558312248288e-06	1.061998160633966e-06	0.6899088744698549
8.350544168759296e-06	9.38001839357013e-07	8.184917162515853e-07	4.2425331916538175e-10	1.089445967354414e-06	2.0207352254016826e-08	3.6207384804215084e-07	1.4182396828533065e-09	1.6210144312515483e-07	8.518668921126706e-07	1.5393765438144543e-07	6.592537922630862e-08	3.2087675549396623e-11	7.253629825229332e-11	3.7598138970118504e-14	3.3698145063788623e-07	1.2568710786698516e-13	1.4365739313181426e-11	1.6494558312406971e-06	1.0619981606429834e-06	0.6899088744616224
8.350544168746262e-06	9.380018393496152e-07	8.18491716277492e-07	4.242533191523587e-10	1.0894459673626234e-06	2.020735225313416e-08	3.620738480350643e-07	1.4182396827821704e-09	1.621014430976011e-07	8.518668920921717e-07	1.5393765437672955e-07	6.592537922691816e-08	3.208767554882251e-11	7.25362982547152e-11	3.7598138969027086e-14	3.369814506543668e-07	1.2568710786089664e-13	1.4365739310761321e-11	1.6494558312537313e-06	1.0619981606503812e-06	0.6899088744548604
8.350544168734231e-06	9.380018393427855e-07	8.184917163014101e-07	4.2425331914033545e-10	1.0894459673702024e-06	2.0207352252319243e-08	3.620738480285217e-07	1.4182396827164633e-09	1.621014430721623e-07	8.518668920732463e-07	1.5393765437237567e-07	6.592537922748089e-08	3.208767554829246e-11	7.253629825695116e-11	3.759813896801943e-14	3.369814506695823e-07	1.2568710785527213e-13	1.436573930852698e-11	1.6494558312657621e-06	1.0619981606572108e-06	0.6899088744486186
8.350544168723203e-06	9.380018393365234e-07	8.184917163233397e-07	4.2425331912931177e-10	1.0894459673771519e-06	2.0207352251572077e-08	3.620738480225232e-07	1.4182396826561852e-09	1.6210144304883854e-07	8.518668920558943e-07	1.5393765436838384e-07	6.592537922799683e-08	3.208767554780647e-11	7.253629825900122e-11	3.759813896709556e-14	3.369814506835328e-07	1.2568710785011164e-13	1.4365739306478395e-11	1.6494558312767896e-06	1.061998160663473e-06	0.6899088744428975
8.350544168713177e-06	9.380018393308292e-07	8.184917163432806e-07	4.242533191192879e-10	1.089445967383471e-06	2.0207352250892668e-08	3.6207384801706866e-07	1.418239682601336e-09	1.6210144302762981e-07	8.518668920401159e-07	1.5393765436475401e-07	6.592537922846595e-08	3.208767554736455e-11	7.253629826086535e-11	3.759813896625545e-14	3.369814506962183e-07	1.2568710784541518e-13	1.4365739304615571e-11	1.6494558312868147e-06	1.061998160669167e-06	0.6899088744376964
8.350544168704156e-06	9.380018393257029e-07	8.184917163612331e-07	4.242533191102636e-10	1.08944596738916e-06	2.0207352250281007e-08	3.6207384801215815e-07	1.4182396825519164e-09	1.6210144300853602e-07	8.518668920259112e-07	1.5393765436148621e-07	6.592537922888826e-08	3.208767554696669e-11	7.253629826254356e-11	3.759813896549912e-14	3.369814507076388e-07	1.2568710784118274e-13	1.4365739302938505e-11	1.649455831295837e-06	1.0619981606742933e-06	0.6899088744330156
8.350544168696137e-06	9.380018393211443e-07	8.18491716377197e-07	4.2425331910223913e-10	1.089445967394219e-06	2.0207352249737103e-08	3.6207384800779153e-07	1.4182396825079257e-09	1.6210144299155725e-07	8.518668920132797e-07	1.5393765435858044e-07	6.592537922926379e-08	3.208767554661289e-11	7.253629826403584e-11	3.7598138964826553e-14	3.3698145071779426e-07	1.2568710783741434e-13	1.4365739301447198e-11	1.6494558313038564e-06	1.0619981606788519e-06	0.6899088744288553
8.35054416868912e-06	9.380018393171535e-07	8.184917163911723e-07	4.2425331909521425e-10	1.0894459673986479e-06	2.0207352249260948e-08	3.6207384800396903e-07	1.4182396824693642e-09	1.6210144297669346e-07	8.518668920022218e-07	1.539376543560367e-07	6.592537922959249e-08	3.2087675546303155e-11	7.253629826534219e-11	3.759813896423776e-14	3.369814507266847e-07	1.2568710783410996e-13	1.436573930014165e-11	1.649455831310873e-06	1.0619981606828427e-06	0.6899088744252151
8.350544168683106e-06	9.380018393137305e-07	8.184917164031592e-07	4.242533190891892e-10	1.0894459674024466e-06	2.020735224885255e-08	3.6207384800069054e-07	1.4182396824362312e-09	1.621014429639447e-07	8.518668919927372e-07	1.5393765435385492e-07	6.592537922987441e-08	3.208767554603748e-11	7.253629826646264e-11	3.7598138963732744e-14	3.369814507343102e-07	1.2568710783126958e-13	1.4365739299021863e-11	1.6494558313168865e-06	1.061998160686266e-06	0.6899088744220954
8.350544168678095e-06	9.380018393108754e-07	8.184917164131576e-07	4.2425331908416384e-10	1.0894459674056154e-06	2.02073522485119e-08	3.620738479979559e-07	1.418239682408528e-09	1.621014429533109e-07	8.518668919848262e-07	1.5393765435203523e-07	6.59253792301095e-08	3.2087675545815875e-11	7.253629826739716e-11	3.75981389633115e-14	3.369814507406706e-07	1.2568710782889325e-13	1.4365739298087832e-11	1.6494558313218973e-06	1.061998160689121e-06	0.6899088744194957
8.350544168674088e-06	9.38001839308588e-07	8.184917164211673e-07	4.2425331908013815e-10	1.089445967408154e-06	2.0207352248239003e-08	3.6207384799576536e-07	1.4182396823862534e-09	1.621014429447921e-07	8.518668919784888e-07	1.5393765435057754e-07	6.59253792302978e-08	3.208767554563832e-11	7.253629826814577e-11	3.7598138962974024e-14	3.3698145074576604e-07	1.2568710782698095e-13	1.436573929733956e-11	1.649455831325905e-06	1.0619981606914083e-06	0.6899088744174164
8.350544168671083e-06	9.380018393068685e-07	8.184917164271886e-07	4.242533190771121e-10	1.0894459674100625e-06	2.020735224803386e-08	3.6207384799411873e-07	1.418239682369408e-09	1.6210144293838833e-07	8.518668919737248e-07	1.5393765434948188e-07	6.59253792304393e-08	3.2087675545504835e-11	7.253629826870844e-11	3.7598138962720314e-14	3.3698145074959643e-07	1.2568710782553265e-13	1.436573929677705e-11	1.64945583132891e-06	1.061998160693128e-06	0.6899088744158576
8.35054416866908e-06	9.380018393057168e-07	8.184917164312213e-07	4.2425331907508584e-10	1.0894459674113409e-06	2.0207352247896467e-08	3.620738479930161e-07	1.418239682357992e-09	1.6210144293409954e-07	8.518668919705343e-07	1.5393765434874821e-07	6.592537923053398e-08	3.2087675545415416e-11	7.253629826908519e-11	3.7598138962550387e-14	3.369814507521618e-07	1.2568710782454838e-13	1.43657392964003e-11	1.6494558313309119e-06	1.0619981606942795e-06	0.689908874414819
8.350544168668083e-06	9.380018393051328e-07	8.184917164332655e-07	4.2425331907405926e-10	1.0894459674119893e-06	2.020735224782683e-08	3.6207384799245754e-07	1.4182396823520048e-09	1.6210144293192573e-07	8.518668919689173e-07	1.539376543483766e-07	6.592537923058186e-08	3.208767554537005e-11	7.253629826927603e-11	3.7598138962464224e-14	3.369814507534622e-07	1.2568710782402814e-13	1.4365739296209305e-11	1.649455831331911e-06	1.0619981606948635e-06	0.6899088744143006
8.350544168668086e-06	9.380018393051167e-07	8.18491716433321e-07	4.242533190740324e-10	1.0894459674120077e-06	2.0207352247824943e-08	3.62073847992443e-07	1.4182396823514467e-09	1.6210144293186692e-07	8.518668919688738e-07	1.5393765434836702e-07	6.592537923058296e-08	3.208767554536876e-11	7.253629826928094e-11	3.759813896246184e-14	3.3698145075349754e-07	1.2568710782397192e-13	1.436573929620407e-11	1.649455831331907e-06	1.0619981606948796e-06	0.6899088744143027
8.350544168669093e-06	9.380018393056683e-07	8.184917164313882e-07	4.242533190750052e-10	1.0894459674113957e-06	2.020735224789081e-08	3.620738479929723e-07	1.418239682356318e-09	1.6210144293392311e-07	8.518668919704038e-07	1.5393765434871944e-07	6.592537923053724e-08	3.2087675545411526e-11	7.253629826909993e-11	3.7598138962543224e-14	3.3698145075226786e-07	1.2568710782437973e-13	1.4365739296384594e-11	1.6494558313309002e-06	1.0619981606943282e-06	0.689908874414825
8.350544168671103e-06	9.380018393067878e-07	8.184917164274667e-07	4.242533190769777e-10	1.089445967410154e-06	2.0207352248024426e-08	3.620738479940457e-07	1.4182396823666178e-09	1.621014429380943e-07	8.518668919735072e-07	1.539376543494339e-07	6.59253792304447e-08	3.208767554549835e-11	7.2536298268733e-11	3.7598138962708373e-14	3.369814507497732e-07	1.2568710782525157e-13	1.4365739296750879e-11	1.649455831328891e-06	1.0619981606932084e-06	0.6899088744158675
8.350544168671554e-06	9.380018393070291e-07	8.184917164266206e-07	4.2425331907740406e-10	1.0894459674098863e-06	2.0207352248053264e-08	3.6207384799427776e-07	1.4182396823686109e-09	1.621014429389946e-07	8.518668919741772e-07	1.5393765434958834e-07	6.592537923042461e-08	3.208767554551705e-11	7.253629826865367e-11	3.759813896274399e-14	3.369814507492349e-07	1.2568710782541525e-13	1.4365739296829899e-11	1.6494558313284392e-06	1.0619981606929672e-06	0.6899088744161017
8.350544168669054e-06	9.38001839305606e-07	8.184917164316038e-07	4.242533190748995e-10	1.0894459674114658e-06	2.020735224788349e-08	3.620738479929149e-07	1.4182396823548261e-09	1.6210144293369484e-07	8.518668919702344e-07	1.5393765434868143e-07	6.592537923054182e-08	3.208767554540661e-11	7.253629826911945e-11	3.759813896253406e-14	3.36981450752405e-07	1.256871078242333e-13	1.4365739296364391e-11	1.6494558313309385e-06	1.0619981606943903e-06	0.6899088744148051
8.350544168666882e-06	9.380018393043683e-07	8.18491716435937e-07	4.2425331907272165e-10	1.0894459674128395e-06	2.0207352247735855e-08	3.6207384799172983e-07	1.418239682342839e-09	1.621014429290863e-07	8.518668919668061e-07	1.539376543478928e-07	6.592537923064374e-08	3.208767554531057e-11	7.25362982695245e-11	3.759813896235152e-14	3.3698145075516154e-07	1.2568710782320542e-13	1.43657392959596e-11	1.649455831333112e-06	1.061998160695628e-06	0.6899088744136774
