A	R	G	E	Values[mA]	Values[mG]	Values[R0]
0.44116567354718755	496.7016219835859	834278.0277771117	2071.2738591191687	0.5	5.0025	0.79960019990005
0.42538097379285167	475.8897828474257	803994.0966394576	1996.1327403153937	0.5	5.0025	0.79960019990005
0.4101967010674697	456.06393886758957	774893.7587453846	1923.9251255713316	0.5	5.0025	0.79960019990005
0.39558749095346085	437.17412404197376	746924.7046798816	1854.521598259243	0.5	5.0025	0.79960019990005
0.3815292322685177	419.17214923507146	720037.3666630741	1787.799510082965	0.5	5.0025	0.79960019990005
0.36799899108569123	402.0118206736439	694184.7466621897	1723.6425565938273	0.5	5.0025	0.79960019990005
0.35497494103237126	385.6490627985673	669322.2561357047	1661.9403832416754	0.5	5.0025	0.79960019990005
0.34243629877961856	370.0419708830325	645407.5680736022	1602.588219256582	0.5	5.0025	0.79960019990005
0.3303632641219398	355.15081246778834	622400.4782241167	1545.4865370370053	0.5	5.0025	0.79960019990005
0.3187369644433913	340.93799297641584	600262.7774184298	1490.5407369490222	0.5	5.0025	0.79960019990005
0.3075394027815005	327.36799566504953	578958.1322340905	1437.6608533559493	0.5	5.0025	0.79960019990005
0.29675340953171164	314.40730498720944	558451.9743645181	1386.761282024802	0.5	5.0025	0.79960019990005
0.28636259729171004	302.02431932580214	538711.3977176293	1337.7605263341738	0.5	5.0025	0.79960019990005
0.2763513186965988	290.18925765765874	519705.0625656251	1290.5809611577617	0.5	5.0025	0.79960019990005
0.2667046269526008	278.8740637190164	501403.10637650546	1245.1486128711663	0.5	5.0025	0.79960019990005
0.2574082389161971	268.05230997926157	483777.0606375223	1201.392954374423	0.5	5.0025	0.79960019990005
0.2484485004679352	257.6991031735383	466799.773339219	1159.2467137581014	0.5	5.0025	0.79960019990005
0.23981235404925236	247.79099262240354	450445.33653751103	1118.645695679908	0.5	5.0025	0.79960019990005
0.23148730819842508	238.30588215345716	434689.018692574	1079.528614482512	0.5	5.0025	0.79960019990005
0.2234614089455709	229.22294612590312	419507.2015731563	1041.8369382004605	0.5	5.0025	0.79960019990005
0.2157232129254167	220.52254976957772	404877.3207563363	1005.5147424646858	0.5	5.0025	0.79960019990005
0.20826176205687447	212.1861739977298	390777.81064463453	970.5085736947663	0.5	5.0025	0.79960019990005
0.2010665597583172	204.19634471580048	377188.0521653063	936.7673209073341	0.5	5.0025	0.79960019990005
0.19412754850728728	196.5365664823836	364088.32424675976	904.2420954142523	0.5	5.0025	0.79960019990005
0.18743508870359643	189.1912604077186	351459.75801603496	872.8861178868215	0.5	5.0025	0.79960019990005
0.18097993873133703	182.14570613048446	339284.2939012059	842.6546122812262	0.5	5.0025	0.79960019990005
0.17475323614878516	175.3859876470841	327544.64119580196	813.5047061067769	0.5	5.0025	0.79960019990005
0.16874647991481906	168.8989427788681	316224.24013681366	785.3953365801066	0.5	5.0025	0.79960019990005
0.16295151360266366	162.67211607596977	305307.2261144665	758.2871622850938	0.5	5.0025	0.79960019990005
0.15736050952453345	156.6937149296251	294778.3960070486	732.1424799380892	0.5	5.0025	0.79960019990005
0.15196595371440116	150.95256868846718	284623.1764401419	706.925145922284	0.5	5.0025	0.79960019990005
0.1467606317138487	145.43809057000786	274827.5938316374	682.6005022622146	0.5	5.0025	0.79960019990005
0.14173761510855318	140.14024217833602	265378.24613355316	659.1353067455008	0.5	5.0025	0.79960019990005
0.13689024877159378	135.04950044340353	256262.27613856012	636.4976669211135	0.5	5.0025	0.79960019990005
0.1322121387680826	130.1568268070565	247467.34625321592	614.6569777155934	0.5	5.0025	0.79960019990005
0.12769714088164705	125.45363849530722	238981.61464559616	593.5838624365091	0.5	5.0025	0.79960019990005
0.12333934972531117	120.93178172579792	230793.71267531658	573.2501169463908	0.5	5.0025	0.79960019990005
0.11913308840170365	116.58350670954734	222892.7235284158	553.6286568063147	0.5	5.0025	0.79960019990005
0.11507289867989345	112.40144431521635	215268.16197770013	534.6934672012258	0.5	5.0025	0.79960019990005
0.11115353165951117	108.3785842781055	207909.95520283765	516.4195554800114	0.5	5.0025	0.79960019990005
0.10736993889300597	104.50825483812442	200808.424601626	498.78290614446666	0.5	5.0025	0.79960019990005
0.10371726394011094	100.78410370498317	193954.26853394578	481.7604381411596	0.5	5.0025	0.79960019990005
0.10019083433025112	97.200080255145	187338.54594226353	465.3299643189512	0.5	5.0025	0.79960019990005
0.09678615390915504	93.7504188696594	180952.66079509852	449.47015291940204	0.5	5.0025	0.79960019990005
0.09349889554717597	90.42962332840413	174788.34730256186	434.1604909749959	0.5	5.0025	0.79960019990005
0.090324894194772	87.23245220226688	168837.65587077814	419.38124953308164	0.5	5.0025	0.79960019990005
0.08726014025868183	84.15390514739019	163092.93973547348	405.1134505584883	0.5	5.0025	0.79960019990005
0.08430077328604205	81.18921005624837	157546.84224725646	391.3388354468486	0.5	5.0025	0.79960019990005
0.081443075938796	78.33381099943495	152192.28476823066	378.0398350491792	0.5	5.0025	0.79960019990005
0.0786834682426045	75.58335690297194	147022.45514515517	365.19954112187503	0.5	5.0025	0.79960019990005
0.07601850209620595	72.93369091166502	142030.79672803826	352.8016791253547	0.5	5.0025	0.79960019990005
0.07344485602725867	70.38084039136363	137210.99790359463	340.83058229586993	0.5	5.0025	0.79960019990005
0.07095933018206264	67.92100752617645	132556.98211548835	329.27116692123326	0.5	5.0025	0.79960019990005
0.06855884153705806	65.55056047086634	128062.89834509624	318.1089087555964	0.5	5.0025	0.79960019990005
0.06624041932079638	63.26602502107153	123723.1120280227	307.3298205121428	0.5	5.0025	0.79960019990005
0.0640012006357475	61.06407676697811	119532.19638325485	296.9204303766283	0.5	5.0025	0.79960019990005
0.0618384262699125	58.94153369854734	115484.92413321421	286.86776148807456	0.5	5.0025	0.79960019990005
0.0597494366888096	56.895349232707645	111576.25959430392	277.1593123362331	0.5	5.0025	0.79960019990005
0.05773166819893115	54.922605635116824	107801.35111879135	267.7830380284953	0.5	5.0025	0.79960019990005
0.05578264927445803	53.02050781142013	104155.5238703572	258.7273323826001	0.5	5.0025	0.79960019990005
0.05389999703898825	51.186377443606574	100634.27291568501	249.98101080159634	0.5	5.0025	0.79960019990005
0.052081413893680456	49.41764744711618	97233.2566138659	241.53329388601034	0.5	5.0025	0.79960019990005
0.05032468428926614	47.71185673839808	93948.29029784005	233.3737917689822	0.5	5.0025	0.79960019990005
0.04862767162917613	46.066645280188915	90775.3402212091	225.49248910842	0.5	5.0025	0.79960019990005
0.04698831530129481	44.47974939536697	87710.51776489697	217.87973072255812	0.5	5.0025	0.79960019990005
0.0454046278313135	42.94899733097976	84750.0738890122	210.52620783269128	0.5	5.0025	0.79960019990005
0.04387469215244575	41.472305057620915	81890.39381874294	203.4229448854868	0.5	5.0025	0.79960019990005
0.04239665898570485	40.04767228909967	79127.99195219662	196.56128692498348	0.5	5.0025	0.79960019990005
0.040968744325829566	38.67317870944811	76459.50697989673	189.93288748883708	0.5	5.0025	0.79960019990005
0.039589227028092436	37.34698039491082	73881.6972059818	183.52969700419837	0.5	5.0025	0.79960019990005
0.03825644649146136	36.0673064195669	71391.43606172684	177.34395166001696	0.5	5.0025	0.79960019990005
0.036968800434147575	34.832455633886944	68985.7078029482	171.36816273492127	0.5	5.0025	0.79960019990005
0.03572474275668783	33.64079360543126	66661.60338156277	165.5951063565771	0.5	5.0025	0.79960019990005
0.03452278148936776	32.49074971314824	64416.31648447572	160.01781367565644	0.5	5.0025	0.79960019990005
0.03336147681974247	31.380814385488378	62247.13973113	154.62956143297222	0.5	5.0025	0.79960019990005
0.032239439197631184	30.30953647577768	60151.46102429624	149.42386290636125	0.5	5.0025	0.79960019990005
