theta	E	D	X	R	RS	Values[Rb_phosphorylated]
0.46031496896862395	1.8276202981368315	0.1319292385423183	0.6286113067962313	0.38496987899344315	1.3555606162736245	0.7594695047329327
0.4647700112194209	1.818154762990945	0.1316437697767816	0.6668603812013907	0.38496980943048636	1.3584517338319724	0.7565784567375413
0.4669038840067951	1.7962203802561787	0.13212033448784966	0.7113050066798065	0.3880168627304902	1.3626520614161233	0.7493310758533869
0.4666681949101874	1.7615727103094163	0.13345176623574198	0.7607680706554381	0.39377545674989395	1.3683705764244098	0.7378539668256965
0.4641997895076539	1.714944671055392	0.13570445910253096	0.8131235463688974	0.40174013668701153	1.3756770829576233	0.7225827803553653
0.4598330365336716	1.6583431841165641	0.13890788315051997	0.8644762138838875	0.4112071752297841	1.384478609909282	0.7043142148609338
0.4541104648329488	1.5954062322209777	0.14302793775072747	0.9081877904587988	0.42122809220197976	1.3944983737960672	0.684273534001953
0.4477892624557396	1.53168312619709	0.14792031834059907	0.9344110486733131	0.430567365560204	1.4052597578313135	0.6641728766084827
0.4418319321149196	1.474515250848388	0.1532694120694145	0.93166292170241	0.43771134920855675	1.4160854334249382	0.6462032173665051
0.43735621265493746	1.4320711057635322	0.15854096545800508	0.8919838800653698	0.4409994528118968	1.4261324997735194	0.6328680474145838
0.43551215899074114	1.411382936489909	0.16300488522076859	0.8180367265441976	0.4389415343679072	1.4344881581304638	0.6265703075016291
0.43727232867242716	1.4160940082944693	0.16588037145756557	0.7254556997725342	0.43070319654268313	1.4403293253499323	0.6289674781073846
0.44317491159642874	1.4452748922806322	0.166581091493602	0.6357119959837126	0.4165739968871012	1.4431029695605895	0.6403230335523096
0.45312386943673727	1.494045601130836	0.1649363465770907	0.5653225590068713	0.39810204851478637	1.4426519034633154	0.6592460480218985
0.46636049275204045	1.5553639065979747	0.16125172598397475	0.5209541354098751	0.37771263358959384	1.4392365764977983	0.6830507899126078
0.48163006602441394	1.6217720793023163	0.15618256138128356	0.5017170539325407	0.35801049317039996	1.4334668736031908	0.7085226332264092
0.49744376947085783	1.6864273339170082	0.15051422003380266	0.503641679464966	0.3411742144055299	1.4261950358729525	0.7326307497215179
0.5123113441588556	1.7434425549659676	0.14496956713864528	0.52275482993137	0.328678198566182	1.4184089856678734	0.7529128157659446
0.5248933586930333	1.7878418390195274	0.1401079995228306	0.556350019385784	0.3213090166274228	1.4111382438336864	0.767552739538891
0.5340863253982493	1.8153846169172698	0.13631418262560116	0.6032764173505231	0.31933308933464083	1.405372151402939	0.7752947592624202
0.5390663069920683	1.8223819635187628	0.13384186798916345	0.6639662593466622	0.32269727094358247	1.4019913455530815	0.7753113835033363
0.5393049236126016	1.8055352194122471	0.1328786086870819	0.7405998121860566	0.3312004765968064	1.401716701401991	0.7670828220012027
0.5345626287376396	1.7617804257010505	0.13361271881730472	0.8376700096296332	0.34461517231666916	1.4050793648550968	0.7503054628282341
0.5248630538665312	1.6881037677553843	0.1363004310297556	0.9633041917364948	0.36275731872310796	1.412411668116191	0.7248310131607012
0.5104553646724624	1.5812954142112383	0.14134468419115834	1.132085145511569	0.3855064925035418	1.4238541717870692	0.6906393357093893
0.49177684891987783	1.4376702704145516	0.149409821720627	1.370957753724245	0.4127623041502206	1.4393695291400475	0.6478681667097321
0.4694401608287602	1.253123845607728	0.16161102054506898	1.7308083858641998	0.44427114269702583	1.458744889387481	0.5969839679154931
0.4443084341787119	1.0254453825920817	0.1798085064103462	2.3002830964181387	0.4791354916781453	1.4815323219065768	0.5393321864152782
0.4178417029804936	0.7659895322980322	0.20680951267968975	3.1503729702374548	0.5147205932194795	1.506755474752051	0.47852393202846966
0.3930965783898873	0.5278604246964983	0.24519283066690764	3.9228085594532356	0.5454943184103338	1.531935421316734	0.42257026027293243
0.37574634077324415	0.39203689535441105	0.29294844858794805	3.658900527518752	0.5646960599805314	1.5518239974003984	0.38347994261907026
0.37139706891331437	0.3720658520570938	0.34131226602313297	2.523697555786123	0.5682461546004917	1.5607195370501663	0.37103430834934203
0.38162312719907365	0.4315067887184391	0.3796770490869781	1.461161227284912	0.5540184145647762	1.5568175504089172	0.3891640350263069
0.4052247866123643	0.542849171475768	0.3996852053835091	0.8045660602098681	0.5201379288411692	1.5417087311352127	0.4381533400236185
0.4402450516315266	0.6881773796698721	0.39728971286738624	0.48056816503030675	0.4686408066056478	1.5180382723056423	0.5133209210887102
0.48336664274015717	0.8527858639793103	0.3740660557429975	0.34962886070126303	0.40840928501653245	1.4885370707577135	0.6030536442257541
0.5296272236442613	1.0244327032740006	0.33642493911524934	0.31483023771886615	0.35065377698797473	1.4558962959196868	0.6934499270923387
