Values[Size]	Ce	Values[rem_time]	Values[Exposure]	Values[Effect]	Values[Keq]	Values[RateIn]	Values[Kover]
6.3860940030529	313.01875726317076	2.0	0.0	0.9713169413316695	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.409346684437688	285.97142868489294	0.0	0.0	0.9737302793270843	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.43065882867369	261.2612060028013	1.0	0.0	0.9759455922247402	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.450186494585474	238.6861445425205	2.0	0.0	0.9779783138510101	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.468074298375771	218.06174927129317	0.0	0.0	0.9798428078591822	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.484456023016808	199.21946699567175	1.0	0.0	0.9815524198202915	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.499455250348215	182.00530887614158	2.0	0.0	0.9831195307679632	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.51318599763015	166.27859194008377	0.0	0.0	0.9845556112522887	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.525753346270579	151.910789351903	1.0	0.0	0.9858712751316402	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.5372540536122505	138.78448002407083	2.0	0.0	0.9870763324953366	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.547777141553496	126.7923889917605	0.0	0.0	0.9881798412429535	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.55740445826289	115.83651070690604	1.0	0.0	0.9891901569615059	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.566211210371334	105.82730808015633	2.0	0.0	0.990114980838493	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.574266464866156	96.68298075540646	0.0	0.0	0.9909614054254622	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.581633619909058	88.32879657764462	1.0	0.0	0.9917359581410027	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.588370845344371	80.6964808496151	2.0	0.0	0.9924446424449658	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.5945314936068105	73.72365835202801	0.0	0.0	0.9930929766675812	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.600164481701267	67.35334358528972	1.0	0.0	0.9936860305067337	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.605314646234357	61.533475054463395	2.0	0.0	0.9942284592363343	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.6100230721291116	56.21648979425868	0.0	0.0	0.9947245356878683	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.614327396910763	51.35893466016714	1.0	0.0	0.9951781800824454	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.618262092168429	46.92111120954423	2.0	0.0	0.9955929878018779	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.621858723030822	42.86675126161077	0.0	0.0	0.9959722551955722	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.625146187653744	39.16272049712296	1.0	0.0	0.9963190035225542	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.628150937988184	35.778747668068156	2.0	0.0	0.9966360011319423	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.630897183005497	32.68717720432281	0.0	0.0	0.9969257839848423	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.63340707528486	29.862743198852694	1.0	0.0	0.9971906746192034	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.635700883389408	27.282362921406786	2.0	0.0	0.9974327996575498	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.63779714961034	24.924948174332698	0.0	0.0	0.997654105954074	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.6397128349022205	22.771232949332003	1.0	0.0	0.9978563754739723	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.641463452298433	20.8036159756711	2.0	0.0	0.9980412389939705	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.643063189466094	19.00601687336405	0.0	0.0	0.9982101887085134	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.644525020046047	17.3637447361799	1.0	0.0	0.9983645898215752	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.645860807151235	15.86337806986728	2.0	0.0	0.9985056911995837	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.647081397874705	14.49265510470305	0.0	0.0	0.9986346351563272	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.648196708818163	13.24037358616088	1.0	0.0	0.9987524664362533	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.649215805705247	12.096299224283282	2.0	0.0	0.9988601404582836	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.6501469766876875	11.051082053765704	0.0	0.0	0.9989585308780149	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.650997797382797	10.096180021627177	1.0	0.0	0.9990484365221272	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.651775192416868	9.223789175516904	2.0	0.0	0.9991305877452668	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.652485491423513	8.426779888464596	0.0	0.0	0.9992056522552015	0.09037120998173993	0.3055045871559633	0.04587155963302752
6.65313447911097	7.698638589468877	1.0	0.0	0.9992742404500952	0.09037120998173993	0.3055045871559633	0.04587155963302752
