nucleus_RNA_InR	nucleus_RNA_SOD2	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0	nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1	nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0	nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1	nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1	cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0	cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1	IRS1	cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1	dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1	cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0	dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0	IRS1_TyrP	cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0	dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1	Ins_InR_P	cytoplasm_InR	cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0	ROS	dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1	InR	Ins_2_InR_P	dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0	NOX	IRS1_PolySerP	IRS1_TyrP_PolySerP	PTP1B_ox	AS160_P	GSH	cytoplasm_GLUT4	JNK_P	PTEN	DUSP_ox	PKC_P	Akt_P2	PI345P3	cytoplasm_SOD2	IKK	cytoplasm_RNA_SOD2	cytoplasm_RNA_InR	cytoplasm_Ins_InR_P	NOX_deact	cytoplasm_Ins_2_InR_P	IRS1_TyrP_PI3K	Ins_InR	degr_Foxo1	PKC	IKK_P	DUSP	PIP2	NOX_inact	JNK	Akt	PI3K	PTEN_ox	AS160	GSSG	cellsurface_GLUT4	PTP1B	Foxo1_Pa0_tot	Foxo1_Pa1_tot	Foxo1_Pd0_tot	Foxo1_Pd1_tot	Foxo1_Pe0_tot	Foxo1_Pe1_tot	Foxo1_pUb0_tot	Foxo1_pUb1_tot	cytoplasm_Foxo1_tot	nucleus_Foxo1_tot	dnabound_Foxo1_tot	Foxo1_all	InR_tot	InR_bound	InR_active	PI345P3_mol	PIP2_mol	PTP1B_plus_PTP1B_ox	PTEN_plus_PTEN_ox	NOX_total	IRS_total	JNK_plus_JNK_P	IKK_plus_IKK_P	DUSP_plus_DUSP_ox	Values[insconc]	Values[k_ros_perm]	Values[ros_ext_conc]	Values[ros_cyto_conc]	Values[rosconc]
1330303984022335.8	5222340650168239.0	607679868006365.6	334419970105.99054	15537561878.671137	10099149700.234974	208576.55428123515	462131.02397450665	614.0836370169098	21.285501606161635	95894177241.8669	5415442.663255033	1123.110172020055	245.71961721960614	6261037558948.348	178.05786412901298	5109834.00692361	14898300771400.688	287881667528.27423	610883607.6155651	14058222198376.725	73097.17588952465	6239.859551405809	31.254347413831425	126645716978675.75	4105945439459.1187	60143668.77441699	5692350446.108098	143558951288888.94	1008.6356394390064	17049.44036221175	60.49503273983751	11560672827.028696	30159525344.23374	73094.68921629197	4.428672790600938	2431603.774704606	456931172.3314086	6282257330097409.0	759959762.8356595	91096052863.03836	2889645.835313709	5885326312308745.0	155.37355317201195	78339593.79933642	39270.491531846055	2.4835630545208513e-14	37673.789836690696	3066229143416.8076	0.0	607631675674026.9	1802.8501203769938	109446639263.11902	252856451669.69006	1.4027869103952883e+18	0.0	1583270.334047113	7.862502782560586e-14	31897024225839.53	2.6835335356373837e-24	1407654426609213.2	70407842.67457792	5798675978892.203	5562787977096802.0	6540930884813.46	6045221102153341.0	109833158763869.14	51742.275286435324	85570.90244491273	11239081302906.793	2515823353293472.0	121047968722548.6	6181512976767.773	1574659305285.8826	0.0	-8.44861617119939e-30	0.0	1.0046674490439729e-13	0.0	242604905677.1162	6060606060554326.0	164152489572.46588	5950772901842189.0	1.21705791005153e+16	6060606060606.061	963156038812151.5	6060606060520497.0	606060606060606.0	15384958452722.756	1212121141713369.8	261930081713.85547	1.2834372465473333e+17	4652951633996852.0	125367104539927.11	6189750.818930736	125269846139782.69	97264589895.19946	122823840443322.12	2543270286355.792	122536364723817.61	2830746005860.302	12722802358742.162	38390659398037.87	74253648972897.84	125367110729677.89	6048744540237570.0	0.0	0.0	1.1239081302906792e+16	1.21705791005153e+19	6060606060606065.0	6060606060606064.0	6060606060606.061	6314154354323249.0	969696969696964.9	121212121212121.05	6060606060606058.0	0.0	4.8100000000000005	0.0	1.8180504860983226e-10	1.8180504860983226e-13
1342681462907521.0	5271312195648034.0	607271118136797.6	352699961533.9329	16118863342.663246	10479697686.035828	128070.11075118885	286956.22983496025	372.87348823333525	13.570931140895343	98148227586.05371	5664030.207748882	713.5645736888639	154.3665135036005	6186515520100.242	112.53709613941915	3056428.919111008	15155851582376.828	293330491177.8443	644161197.7250665	14559906801445.86	45625.11713555444	3790.9202833367126	19.918181006790764	129419096473886.17	4198724892986.1353	35337338.107446074	6029972028.76126	149101311192357.84	620.1612875967323	10788.65137815587	37.26274923659668	11729745578.107414	30308913094.30979	45535.72117176826	2.8385383941045186	1491655.338768673	475585912.50578696	6290838089464489.0	781569472.5778414	94932845063.68092	1760732.5140493023	5901591540434715.0	96.80148606792733	80888577.55828734	23486.68451808453	6.1113666502491e-15	23577.63820996768	3245765837753.643	0.0	607905138807474.4	1125.7378504553876	109322518894.88518	262906531886.84268	1.4030305053583437e+18	0.0	957451.9353458213	6.088255022098389e-14	32465456847270.945	2.3595407732447687e-24	1406436668613382.2	43034451.80203262	5798956904736.685	5562507990594342.0	6651691453124.948	6045219503589239.0	112030211505723.45	27695.66235960763	47249.67511936123	11239084264070.318	2518681117098002.0	121045171806798.84	6240891932199.196	1589667363700.1597	0.0	-8.444713917518452e-30	0.0	3.77465348786688e-14	0.0	252430430732.86914	6060606060578373.0	166949405322.2149	5948575849100336.0	1.2170579097554138e+16	6060606060606.061	963045278243840.0	6060606060558818.0	606060606060606.0	15386557016826.951	1212121169086760.2	261649155869.37543	1.2841590867489843e+17	4654169391992683.0	125546369464174.44	3775934.800560031	125447046629045.64	99326611063.60355	122950494539337.4	2595878700771.845	122610641970365.7	2935731269743.5454	12579853815994.623	38413262239658.96	74553257184455.67	125546373240109.27	6049962856561050.0	0.0	0.0	1.1239084264070318e+16	1.2170579097554137e+19	6060606060606065.0	6060606060606065.0	6060606060606.061	6323303546311760.0	969696969696964.9	121212121212121.05	6060606060606059.0	0.0	4.8100000000000005	0.0	1.815988685961548e-10	1.815988685961548e-13
1353630395634456.0	5314633550576199.0	606960012557870.9	371102040204.84216	16692421295.503399	10849444915.302511	78459.24458502386	177822.7180464013	226.07903328930803	8.617832906338215	100496538548.98288	5911415.797873802	451.77572771990225	96.7136379561044	6123717300814.705	70.8954998279705	1827780.3615489136	15403470009790.488	298523703272.4535	677340288.6590236	15061161761295.12	28363.106603568707	2295.70030914771	12.648059326548085	132037319010738.39	4286087666635.8975	20739401.400917422	6365450318.009376	154600077393975.8	379.9757563453669	6802.133536400885	22.891140799347813	11895599706.488134	30479499186.342472	28304.874119553657	1.8119648197042566	914145.0539949114	494668918.951781	6299433977807946.0	802985206.3817263	98635557768.39766	1069804.1717495127	5915633467622130.0	60.049287545923775	83385988.99382131	14011.661047259511	-6.5701826672753534e-15	14721.28658857103	3425749836201.594	0.0	608164574069952.1	701.3761399956232	109195943060.49792	272743344097.09702	1.40328636981431e+18	0.0	577776.8080693205	4.585749664808183e-14	33004635179516.42	7.041301979451038e-25	1405184859640516.0	26283897.699261416	5799243934820.137	5562274606984512.0	6756729149156.503	6045221388853756.0	114135030886695.03	14824.4342135103	26089.853561567757	11239080869765.598	2521602104611578.0	121042518407979.81	6293402321362.825	1602938811324.1824	0.0	-8.408584177821348e-30	0.0	-9.555979271912728e-14	0.0	262490271992.35007	6060606060591245.0	169602804141.26718	5946471029719366.0	1.2170579100948442e+16	6060606060606.061	962940240547808.4	6060606060579976.0	606060606060606.0	15384671752309.75	1212121185837315.0	261362125785.92117	1.284760778868076e+17	4655421200965550.0	125725167639654.52	2301565.3219069727	125623874190586.72	101295750633.17677	123079097171626.75	2646072769593.1323	122684806961665.98	3040362979553.8965	12460435903092.293	38441113937959.414	74823620100168.19	125725169941219.89	6051214735773942.0	0.0	0.0	1.1239080869765598e+16	1.2170579100948441e+19	6060606060606066.0	6060606060606065.0	6060606060606.061	6332438612987462.0	969696969696964.9	121212121212121.08	6060606060606061.0	0.0	4.8100000000000005	0.0	1.813886097350464e-10	1.813886097350464e-13
1363337000031784.2	5353040944188506.0	606732464929208.4	389598059843.9865	17258173790.16745	11208104227.049229	47967.47409871264	109991.04956737078	136.90397510144686	5.452504913671645	102923799388.92128	6157144.446847371	285.10186465582046	60.44132914204509	6070790376504.3	44.52988963829169	1092897.3725364269	15641284902223.906	303471992486.1896	710365521.672974	15561728207025.703	17567.79750915617	1386.2688855625388	8.004845036904051	134510037565613.58	4368395300127.116	12161160.681877702	6698330229.273052	160057825974238.62	232.09835701107357	4274.363784340599	14.028891577839683	12057766158.19176	30666522242.319584	17558.111960970644	1.152326434941095	559705.9551068329	514114191.2493639	6308043906722549.0	824178939.2994444	102204210127.05862	648341.1067673839	5927818535936017.0	37.10696024016579	85827360.25676592	8340.963401968469	-6.943679321162602e-15	9171.681437123674	3605985176883.044	0.0	608411519607256.2	436.08697923803754	109067275277.61156	282374953651.2446	1.4035530938693263e+18	0.0	348031.35936584143	3.872727863755593e-14	33515918741384.69	-1.270218268851809e-25	1403903736024846.5	16042587.283336464	5799536179370.946	5562080066360114.0	6856310450684.601	6045226207801697.0	116151038577889.52	7934.957721943843	14406.037561034778	11239072122980.158	2524578315005138.5	121040001894857.72	6339936433852.951	1614699343985.4941	0.0	-8.284393114870225e-30	0.0	-3.386669474137543e-14	0.0	272793091570.00082	6060606060598133.0	172119317263.31268	5944455022028172.0	1.217057910969523e+16	6060606060606.061	962840659246280.2	6060606060591660.0	606060606060606.0	15379852804368.223	1212121196078625.2	261069881235.1113	1.2852623289153515e+17	4656702324581219.0	125903482211286.81	1401857.0081267715	125800307535396.05	103176077747.72714	123209520752950.12	2693962860193.6924	122758861642741.56	3144621970402.2676	12360824570007.96	38473356987328.805	75069302055807.05	125903483613143.81	6052496247342825.0	0.0	0.0	1.1239072122980158e+16	1.217057910969523e+19	6060606060606065.0	6060606060606065.0	6060606060606.061	6341559825463934.0	969696969696964.9	121212121212121.03	6060606060606061.0	0.0	4.8100000000000005	0.0	1.8117487587643116e-10	1.8117487587643117e-13
1371965667760203.8	5387184384849152.0	606576478976195.2	408161902386.09174	17816079538.909428	11555460271.984543	29271.19173828988	67919.6421615301	82.81539563949845	3.4382335138944797	105416719549.98813	6400793.357710553	179.37600782986695	37.685460405417295	6026178877599.017	27.89352285170045	653459.9521914623	15869450114119.646	308185656114.47894	743186252.6371733	16061380156911.71	10845.387383333416	834.9988727330673	5.050626701670276	136846234929557.44	4445983069356.863	7126223.559182328	7028214642.602639	165476850639340.72	141.3898055398095	2677.6983148673107	8.579370762636826	12215853216.710466	30865846226.944073	10870.81845324529	0.730290606468768	342396.03596375405	533860402.6870715	6316666835701476.0	845125759.1137143	105639554617.92624	392017.3077344915	5938454226890872.0	22.850933071226148	88208735.81086089	4956.029077664856	-3.986326871727906e-15	5702.653058790669	3786293027279.244	0.0	608647411184055.2	270.6260361998094	108936830930.69112	291809153963.76697	1.4038294270221885e+18	0.0	209320.38173352976	2.3545562461150486e-14	34000606924842.207	-4.101973927748171e-27	1402597433425879.8	9785872.175152369	5799832865341.897	5561917902086904.0	6950689962527.797	6045233497588149.0	118081544458472.44	4247.289956765897	7954.594125542708	11239058868423.988	2527602794382206.5	121037615929023.69	6381282730051.176	1625148372607.3882	0.0	-8.255751498645451e-30	0.0	-1.4274097258139947e-14	0.0	283346114009.666	6060606060601821.0	174505283097.35016	5942524516147588.0	1.2170579122949786e+16	6060606060606.061	962746279734437.1	6060606060598111.0	606060606060606.0	15372563017916.566	1212121202335339.8	260773195264.16183	1.2856804086822245e+17	4658008627180187.0	126081299040546.81	853289.264848919	125976328399074.75	104971494761.3152	123341645523325.03	2739654370511.0	122832807874231.62	3248492019604.434	12277891042628.797	38509263390677.21	75294145460530.03	126081299893836.03	6053803976603453.0	0.0	0.0	1.1239058868423988e+16	1.2170579122949786e+19	6060606060606067.0	6060606060606065.0	6060606060606.061	6350667442626318.0	969696969696964.9	121212121212121.03	6060606060606061.0	0.0	4.8100000000000005	0.0	1.8095819091476928e-10	1.8095819091476932e-13
1379660907884181.8	5417635318919041.0	606481849216613.5	426769464442.37585	18366116279.702614	11891364873.88037	17832.07077799167	41875.83578627761	50.05163031628596	2.1613960288353717	107963808493.89539	6641975.546687546	112.5400343118863	23.446686922180984	5988576030812.812	17.42895601892222	390729.56776184414	16088143265676.494	312674620647.6361	775756504.0778761	16559921694099.018	6675.329788015585	501.8340499349836	3.1776005761832624	139054256711142.1	4519161050932.882	4173787.811513468	7354757529.37343	170859183043435.47	85.92939808167831	1672.7094800370073	5.236782383423211	12369543226.805725	31073908983.05987	6718.469371807734	0.46134121397678685	209288.63122311226	553851149.0590426	6325301770522799.0	865804026.1328148	108942938664.10732	236544.28790702918	5947798390915673.0	14.028591804176886	90526709.7129947	2940.1019833693845	-2.4973387327172285e-15	3539.085862810442	3966510093338.2476	0.0	608873572840878.5	167.64876265636124	108804883028.74188	301053380242.5707	1.404114264750698e+18	0.0	125732.13558445939	1.2949281249602961e-14	34459941151919.4	2.0491670918597012e-27	1401269553140741.8	5966107.106967154	5800133322704.472	5561782724816426.0	7040110858134.919	6045242868596988.0	119929748253582.48	2273.420140287221	4392.298691589282	11239041816865.115	2530669511744960.5	121035354454165.39	6418134889908.268	1634461319953.3796	0.0	-8.165068115081895e-30	0.0	-1.0258275607998967e-14	0.0	294155318140.03906	6060606060603796.0	176766757955.67734	5940676312352478.0	1.2170579140001344e+16	6060606060606.061	962656858838830.1	6060606060601675.0	606060606060606.0	15363192009077.95	1212121206155105.0	260472737901.5855	1.286028912582678e+17	4659336507465325.0	126258606378600.62	519072.6243064275	126151921155688.39	106685741984.88657	123475358970366.06	2783247927307.136	122906647435807.05	3351959461866.191	12209006690518.434	38548216382609.74	75501383824545.03	126258606897673.2	6055134963389040.0	0.0	0.0	1.1239041816865116e+16	1.2170579140001343e+19	6060606060606066.0	6060606060606066.0	6060606060606.061	6359761711674719.0	969696969696965.0	121212121212121.06	6060606060606061.0	0.0	4.8100000000000005	0.0	1.8073900835339183e-10	1.8073900835339184e-13
1386549277939391.8	5444894246929176.0	606439899387301.6	445398607709.8812	18908279148.82196	12215731856.776697	10846.797395947848	25782.057652845004	30.22750103229555	1.354876913958456	110555167237.06934	6880341.753555578	70.42262216101223	14.558775507734163	5956884206651.141	10.865340190210325	233657.91982689145	16297563532645.38	316948456400.41986	808034850.7022417	17057184013153.418	4097.539703007353	301.01450041021536	1.9939060509291777	141141849216577.28	4588215500092.338	2443778.494192172	7677658055.855589	176206615321558.53	52.11658976962283	1042.1824362351033	3.191106202825055	12518587514.192009	31287668082.891335	4145.2829842154715	0.29057412940269484	127830.21441319154	574034994.7826052	6333947761616578.0	886195367.8713998	112116189390.45723	142468.58481710614	5956067132002798.0	8.588753208063514	92778436.8485224	1741.8516944563692	6.017312602752888e-15	2192.542024323236	4146487238667.866	0.0	609091213388076.2	103.68607269497625	108671667436.17345	310114662736.13336	1.4044066350615572e+18	0.0	75442.88394245443	1.2445910787892919e-14	34895107031056.81	3.8418303442649875e-27	1399923223438409.2	3635566.889815841	5800436971937.096	5561670042745573.0	7124805316951.23	6045253992683714.0	121698741431840.08	1216.8814462922787	2425.3044840584053	11239021567136.885	2533773246356034.5	121033211685425.33	6451100870675.047	1642791917512.0413	0.0	-8.204526282571563e-30	0.0	2.0406157607059932e-14	0.0	305225607438.76715	6060606060604853.0	178909526695.73685	5938907319174221.0	1.2170579160251074e+16	6060606060606.061	962572164380013.9	6060606060603642.0	606060606060606.0	15352067922353.402	1212121208485645.5	260169088668.96146	1.2863194210465987e+17	4660682837167657.0	126435394561187.88	315590.33290721854	126327072474154.2	108322402623.94334	123610555296876.42	2824839579901.6895	122980382029548.55	3455012847229.6523	12151963045091.738	38589694356291.664	75693737475394.8	126435394876778.19	6056486646354117.0	0.0	0.0	1.1239021567136884e+16	1.2170579160251075e+19	6060606060606066.0	6060606060606067.0	6060606060606.061	6368842868647635.0	969696969696965.1	121212121212121.06	6060606060606061.0	0.0	4.8100000000000005	0.0	1.8051771999364362e-10	1.805177199936436e-13
1392741247878367.0	5469398079520384.0	606443255742584.8	464029083963.614	19442579089.698925	12528531580.278244	6588.760257909141	15852.857002504172	18.243980270040527	0.8470872431492698	113182294963.22215	7115581.008605213	43.959931611528816	9.0233041038831	5930181357782.167	6.759239283271366	139751.35613764217	16497928892799.334	321016388373.50757	839984254.1397609	17553022494603.865	2509.039246929692	180.24918847317824	1.2480813888492521	143116199595577.22	4653410401127.81	1430607.794157482	7996655517.703417	181520723264410.94	31.55292827255707	647.7662878122784	1.9416300870257102	12662800283.464706	31504546657.678215	2553.65302583067	0.18251235890370884	78021.33080148036	594365373.9534016	6342603902427074.0	906284561.4794849	115161517765.23412	85666.33551455356	5963441462908396.0	5.245435640219267	94961624.73029317	1030.8112108296134	2.4735463874693885e-14	1356.1229043516294	4326088277206.953	0.0	609301427141234.0	64.02944438977654	108537387579.51682	318999608104.80334	1.4047056853856512e+18	0.0	45228.501424419606	4.570136805728699e-15	35307236498471.47	2.8471109142884696e-26	1398561155739475.0	2214435.1563447644	5800743312714.643	5561576111967531.0	7204994956060.09	6045266593341814.0	123391509321756.86	651.3513921586793	1339.1819602768296	11238998623579.44	2536909486300927.0	121031182098883.56	6480711696101.232	1650274432840.8894	0.0	-8.219388383916614e-30	0.0	7.820056657111897e-14	0.0	316560960250.20984	6060606060605421.0	180939113237.50494	5937214551284302.0	1.2170579183194634e+16	6060606060606.061	962491974740905.0	6060606060604728.0	606060606060606.0	15339467264253.549	1212121209906777.8	259862747891.4145	1.2865615863337358e+17	4662044904866592.0	126611655730613.58	191780.45708590889	126501771014550.08	109884907843.891	123747134933300.2	2864520989093.7993	123054013283253.97	3557642639140.0493	12104904559816.232	38633256859043.234	75873494503534.55	126611655922394.02	6057856812879518.0	0.0	0.0	1.123899862357944e+16	1.2170579183194634e+19	6060606060606067.0	6060606060606067.0	6060606060606.061	6377911138925546.0	969696969696965.1	121212121212121.08	6060606060606059.0	0.0	4.8100000000000005	0.0	1.8029466375335018e-10	1.802946637533502e-13
1398332961455176.8	5491527091793320.0	606485651815406.4	482642443056.57153	19969041320.02021	12829785376.565508	3997.3078643185163	9735.962396981835	11.005779589652176	0.5283319511677667	115837912400.46426	7347420.174228951	27.378727859454923	5.582910863754987	5907692831016.83	4.196683262664467	83603.47364685449	16689473129771.13	324887304847.6459	871571860.6266278	18047313907517.062	1532.946747532943	107.77408938847813	0.779451038239325	144983976423707.84	4714989089997.067	837468.7694046488	8311524976.283133	186802889088838.5	19.07393606233153	401.7207928585842	1.1798141279945447	12802052052.133514	31722381010.158222	1570.8651036698718	0.11434392681770224	47588.88337491164	614800391.5346096	6351269327781232.0	926059343.6491023	118081438925.3955	51435.63406930208	5970072916227385.0	3.196580816349381	97074511.29497057	609.4773082040143	1.0374214168827743e-14	837.514964412564	4505188909443.825	0.0	609505197638783.0	39.484315282690076	108402218651.4382	327714400291.6426	1.4050106700801784e+18	0.0	27095.94763092318	4.27903460533219e-15	35697409933598.26	2.0913125745268093e-26	1397185695616570.8	1348286.429038588	5801051913767.476	5561497811844689.0	7280891254700.16	6045280437470836.0	125010933408772.7	348.6435094333165	739.4559520562368	11238973411439.555	2540074337783796.5	121029260421200.42	6507429794852.292	1657025781662.6785	0.0	-8.228103772730804e-30	0.0	7.118739266370918e-15	0.0	328164561441.29767	6060606060605723.0	182860790920.6251	5935595127197286.0	1.2170579208406768e+16	6060606060606.061	962416078442264.9	6060606060605328.0	606060606060606.0	15325623135231.67	1212121210772926.5	259554146838.58173	1.2867634538379382e+17	4663420364989495.0	126787383586668.33	116490.35208422688	126676007161247.67	111376541911.07074	123885004092079.6	2902379611079.1294	123127542753655.52	3659840949503.203	12066272094647.941	38678532475717.555	76042579132793.25	126787383703158.75	6059243554313414.0	0.0	0.0	1.1238973411439554e+16	1.2170579208406768e+19	6060606060606065.0	6060606060606067.0	6060606060606.061	6386966737714830.0	969696969696965.0	121212121212121.05	6060606060606059.0	0.0	4.8100000000000005	0.0	1.8007013065022958e-10	1.800701306502296e-13
1403407873998851.8	5511611391877652.0	606561761052325.8	501221930508.62506	20487703872.26562	13119560039.50145	2422.410126460856	5972.729203136282	6.636671924143897	0.32878787799057724	118515802465.32423	7575622.729733749	17.015612218554764	3.4487569924090984	5888767693317.182	2.6009566482120947	50026.886192054255	16872442801576.738	328569764728.55316	902768773.3255279	18539953799522.953	934.7052291394486	64.35741491743164	0.48574829415305737	146751369473740.0	4773175879178.19	490300.93839687144	8622073484.045755	192054323136483.47	11.515288232800822	248.6194715434187	0.7160588784920966	12936263009.792389	31939371161.38896	965.000995858988	0.07146563785324245	29008.76438717877	635302559.6588581	6359943212272353.0	945510177.507071	120878705959.58838	30842.73115297337	5976088271388407.0	1.9442346063649014	99115833.09867069	360.10579794827487	1.8979134534762042e-14	516.5032680555308	4683675777686.322	0.0	609703403358171.6	24.31631686149434	108266311342.06873	336264814409.63525	1.4053209387050225e+18	0.0	16224.183156186695	4.941658526418201e-15	36066658239975.77	1.2614355253509623e-26	1395798868730082.2	820628.2996642909	5801362403851.038	5561432541183919.0	7352695970411.437	6045295328478475.0	126559793777373.0	186.61558552297072	408.3053698586777	11238946289435.08	2543264444502416.5	121027441619451.8	6531656777473.037	1663147497025.3738	0.0	-8.243184404462536e-30	0.0	5.4291909730975616e-14	0.0	340038917207.13446	6060606060605885.0	184679592669.2603	5934046266828685.0	1.2170579235528772e+16	6060606060606.061	962344273726553.8	6060606060605660.0	606060606060606.0	15310732127593.2	1212121211300584.2	259243656755.0198	1.2869317297602426e+17	4664807191875983.0	126962573166148.05	70729.1590234292	126849772789511.22	112800447366.00362	124024074360660.84	2938498876216.4062	123200971929534.72	3761601307342.5103	12034755417741.898	38725208400001.734	76202609419133.6	126962573236877.23	6060645226214016.0	0.0	0.0	1.123894628943508e+16	1.2170579235528772e+19	6060606060606065.0	6060606060606068.0	6060606060606.061	6396009870512329.0	969696969696965.2	121212121212121.05	6060606060606058.0	0.0	4.8100000000000005	0.0	1.7984437100011417e-10	1.7984437100011417e-13
1408038255875069.8	5529936860671776.0	606667053867644.6	519752379705.18005	20998616217.492283	13397962478.485682	1466.5394293232273	3660.3830327727705	4.00080005994471	0.20418671838596122	121210667903.56041	7799987.019721003	10.554112009237896	2.127254637307562	5872858853335.972	1.6093003983954572	29943.885199673274	17047094311312.002	332072004314.4188	933549808.9376557	19030854105588.402	568.8985198566644	38.38894324944387	0.3021157510944337	148424127859500.97	4828177637625.5	287114.00620848127	8928136803.243618	197276084103057.94	6.9443249730150605	153.5741976560323	0.4341416004175019	13065396564.26872	32154035014.719837	592.0633722210916	0.04456729032279124	17672.679059984428	655838495.5556768	6368624768666308.0	964629997.9202229	123556254874.15457	18473.209396063256	5981593533564785.0	1.180501360915211	101084787.38456188	212.65385493643257	-8.710210682229128e-16	318.11319066264076	4861445620680.165	0.0	609896824678117.6	14.956794719760548	108129795132.66318	344656238860.82104	1.4056359251701074e+18	0.0	9710.643727590179	4.150856735132515e-15	36415964884586.086	2.3643196769889475e-27	1394402421913195.5	499310.6034163855	5801674463751.91	5561378131733398.0	7420601545724.803	6045311100496133.0	128040771666122.55	99.88821053026592	225.45396117359974	11238917560666.537	2546476916356157.0	121025720891184.36	6553740592994.835	1668727540860.9553	0.0	-8.277607297468093e-30	0.0	-5.051685968458004e-15	0.0	352185954734.10376	6060606060605972.0	186400320936.675	5932565288939933.0	1.2170579264257542e+16	6060606060606.061	962276368151240.4	6060606060605842.0	606060606060606.0	15294960109935.688	1212121211621902.0	258931596854.1483	1.2870720041248677e+17	4666203638692871.0	127137220649467.34	42928.527156843906	127023061062203.56	114159630192.34645	124164262329877.77	2972958362518.1626	123274302234729.1	3862918457666.8345	12009253296084.879	38773021495921.71	76354945900389.33	127137220692395.9	6062060413216717.0	0.0	0.0	1.1238917560666538e+16	1.2170579264257542e+19	6060606060606067.0	6060606060606069.0	6060606060606.061	6405040733550894.0	969696969696965.2	121212121212121.03	6060606060606055.0	0.0	4.8100000000000005	0.0	1.7961759988814482e-10	1.7961759988814482e-13
