C	R	I	X	A
0.0017025037434709761	1.0433909687861096	0.9585988781817877	3.263630955670148e-05	0.08699324170863854
0.0017044838200744668	1.0444641857465986	0.9586481072347289	3.2675940995005205e-05	0.0880252188983268
0.0017064528109611626	1.0455474431821752	0.9587107081453298	3.271581995327985e-05	0.08905383349602827
0.001708412303830551	1.0466406392927357	0.9587865522617358	3.275597356499308e-05	0.09007911399025734
0.0017103637851084545	1.0477436733063694	0.9588755108013209	3.2796427018846765e-05	0.09110108993470692
0.0017123086451401599	1.0488564454859182	0.9589774549654223	3.283720507729276e-05	0.0921197918446754
0.001714248186874492	1.0499788571330457	0.9590922560406209	3.287832945662985e-05	0.09313525110800878
0.001716183631505721	1.0511108105931526	0.9592197855160035	3.2919820216366636e-05	0.09414749987777855
0.0017181161183426599	1.0522522092542754	0.9593599150998092	3.296169709758174e-05	0.09515657105430239
0.0017200467134435753	1.0534029575485802	0.9595125168151832	3.300397684885987e-05	0.09616249819899858
0.001721976411425563	1.0545629609530323	0.9596774630732167	3.3046676056011705e-05	0.09716531546342318
0.0017239061411542743	1.0557321259886754	0.9598546267362154	3.3089809572100616e-05	0.09816505753061422
0.0017258367700286417	1.0569103602209373	0.9600438811930525	3.3133391036625826e-05	0.09916175954391136
