ca	CaMKII	PP2B	camR_ca2_AB	camR_ca2_AC	camR_ca2_AD	camR_ca2_BC	camR_ca2_BD	camR_ca2_CD	camR_ca4_ABCD	camR	camR_ca1_C	camR_ca3_ABD	camR_ca1_A	camR_ca3_BCD	camR_ca1_B	camR_ca3_ACD	camR_ca3_ABC	camR_ca1_D	camR_ca2_AB_CaMKII	camR_ca2_AC_PP2B	camT_ca2_BC	camT_ca2_AD	camR_ca2_CD_CaMKII	camR_ca2_BD_PP2B	camR_ca2_BC_CaMKII	camT_ca2_CD	camR_ca2_AB_PP2B	camR_ca2_AD_CaMKII	camT_ca2_AC	camT_ca2_BD	camR_ca2_CD_PP2B	camR_ca2_BC_PP2B	camR_ca2_BD_CaMKII	camR_ca2_AC_CaMKII	camT_ca2_AB	camR_ca2_AD_PP2B	camR_PP2B	camR_ca4_ABCD_PP2B	camT	camT_ca4_ABCD	camR_ca4_ABCD_CaMKII	camR_CaMKII	camT_ca1_A	camT_ca3_BCD	camR_ca1_C_CaMKII	camR_ca3_ABD_CaMKII	camR_ca1_B_PP2B	camR_ca3_ACD_PP2B	camT_ca3_ABC	camT_ca1_D	camR_ca1_D_CaMKII	camR_ca3_ABC_CaMKII	camR_ca1_C_PP2B	camR_ca3_ABD_PP2B	camR_ca3_ACD_CaMKII	camR_ca3_BCD_PP2B	camT_ca1_B	camR_ca1_A_PP2B	camR_ca1_B_CaMKII	camT_ca3_ACD	camR_ca1_A_CaMKII	camT_ca1_C	camT_ca3_ABD	camR_ca3_ABC_PP2B	camR_ca3_BCD_CaMKII	camR_ca1_D_PP2B	Values[koffRA]	Values[koffRB]	Values[koffRC]	Values[koffRD]	Values[koffTA]	Values[koffTB]	Values[koffTC]	Values[koffTD]	Values[kTR]	Values[free_camR_ca3_total]	Values[free_camT_ca3_total]	Values[free_cam_ca3_total]	Values[cam_ca4_total]	Values[CaMKII_camR_ca1]	Values[CaMKII_camR_ca2]	Values[CaMKII_camR_ca3]	Values[total_CaMKII_bound]	Values[total CaMKII]	Values[CaMKIIbar]	Values[PP2B_camR_ca1]	Values[PP2B_camR_ca2]	Values[PP2B_camR_ca3]	Values[total_PP2B_bound]	Values[total PP2B]	Values[PP2Bbar]	Values[camR_unbound]	Values[total camR]	Values[total camT]	Values[Rbar]	Values[cam_ca3_total]	Values[free_camR_ca2_total]	Values[free_camT_ca2_total]	Values[free_cam_ca2_total]	Values[cam_ca2_total]	Values[free_cam_ca1_total]	Values[cam_ca1_total]	Values[cam_ca0_total]	Values[cam_total]	Values[moles_bound_ca_per_moles_cam]	Values[alpha]	Values[beta]	Values[gamma]	Values[delta]	Values[epsilon]	Values[ybar]	Values[ybar/(1-ybar)]
9.424153715198967e-06	6.996991315682737e-05	1.430121691183061e-06	2.2193712962312566e-14	2.1891597705450927e-17	2.5405634422292256e-14	1.0853840428642115e-14	1.10556909803636e-11	1.2424538139480877e-14	6.7689029663392975e-12	3.7640569584844996e-17	1.2886935935946571e-18	1.2498631595314759e-11	2.695259560437222e-18	5.976828071752217e-12	1.3445427434889877e-15	1.2101174406674988e-14	1.0570411046250219e-14	1.5390717632006062e-15	1.585445221741434e-11	8.559363493734565e-14	3.5755128822263886e-15	8.338108642683756e-15	8.662273719145753e-12	5.149887950417185e-08	7.566451582804508e-12	4.0928982082820395e-15	8.973862486784631e-11	1.8150598774467374e-11	7.231617569666682e-18	3.584166596087983e-12	4.911898637802043e-11	4.2905140793780516e-11	9.121096684519042e-09	1.506326949117612e-14	7.284022546979622e-15	1.0273524898339833e-10	1.3949549601910426e-13	3.159436447980271e-08	7.781065132123061e-13	3.440643518451429e-17	5.595685749421848e-09	2.4479405547803308e-14	3.4924333728618702e-15	7.672199370333848e-15	1.3223227038146441e-14	1.0331449258619057e-08	7.918932588135389e-11	5.5644398806295905e-11	1.3638980215667886e-17	1.994521002670648e-12	1.5887849625964442e-11	8.590309879601132e-12	7.554296398005899e-14	5.8333302412440936e-08	9.834418800405292e-12	2.7892708904002203e-08	1.7424268843081646e-12	1.579894084259669e-13	1.3877952257546747e-11	1.5614058418693222e-17	2.7663545428353773e-14	1.6696145836025884e-15	1.6043583971736413e-14	4.860504850658742e-11	4.940106743881256e-09	9.065812079866988e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.84981312525199e-11	2.3745036380704624e-14	1.8521876288900605e-11	3.719681916659733e-08	2.980668865597769e-11	9.171345524082365e-09	1.528998073118032e-08	3.008684317274606e-08	7.000000000000012e-05	0.000429812045324943	1.700809790524298e-10	5.1783463098829826e-08	8.6330260763756e-08	1.6987830881693695e-07	1.599999999999998e-06	0.10617394301058573	3.6396550055802655e-11	2.000015485397388e-07	8.151460260949196e-12	0.9999592446753285	1.0163876337122521e-07	1.1126590597914034e-11	3.6074643699857246e-12	1.473405496789976e-11	6.096954267788009e-08	3.74499753339512e-12	2.036326652418026e-10	9.421190553487985e-13	2.0000969999999976e-07	2.8790917880536173	0.9999949170108556	0.9987180004870816	0.7551614692733873	0.0007710548362433238	4.837223206253815e-05	0.7197729470134043	2.568534833957783
9.42415294506959e-06	6.997199895492912e-05	1.4280328933194753e-06	2.0700296120687012e-14	2.0418544469033087e-17	2.3695956438025297e-14	1.0123201148426562e-14	1.031133718662792e-11	1.158811236419042e-14	6.313178521069843e-12	3.5101407182919577e-17	1.2017595527838718e-18	1.1657146758218425e-11	2.5134419318604314e-18	5.574431203605521e-12	1.2538779958754675e-15	1.1286878867908623e-14	9.859150281786549e-15	1.435291506070858e-15	1.4755229515888907e-11	8.664862628308097e-14	3.3347039693321575e-15	7.776799187804445e-15	8.061666713067525e-12	5.213209996368665e-08	7.041824334724794e-12	3.8172327671685e-15	9.084308691728306e-11	1.6892179655557095e-11	6.7445584666722936e-18	3.3428515934995197e-12	4.972392638187696e-11	4.343355219403789e-11	8.488769233507826e-09	1.4018763568985489e-14	6.793701791873929e-15	1.0399966784123242e-10	1.4121668758102837e-13	3.1982839301450226e-08	7.256165949749801e-13	3.2089980912947023e-17	5.207759441002637e-09	2.278182164211942e-14	3.256840039594473e-15	7.155659081449469e-15	1.2306165830117637e-14	9.615212263367829e-09	8.016681733483976e-11	5.6329145249735984e-11	1.272122004628545e-17	1.860030365359679e-12	1.4786046149875867e-11	7.994734039764235e-12	7.647588200615578e-14	5.905055556564672e-08	9.152587608451028e-12	2.8235671021668453e-08	1.6249327755774104e-12	1.599402619617571e-13	1.291553271894358e-11	1.456335339325973e-17	2.5745038834558154e-14	1.5569841177725853e-15	1.496343038955743e-14	4.920317013738199e-11	4.597629480603344e-09	9.177718055650722e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.7252723990973638e-11	2.2146374044446438e-14	1.7274870365018085e-11	3.719691195306391e-08	2.773963007348412e-11	8.535534152490633e-09	1.4229989065619385e-08	2.8001045071007783e-08	7.000000000000012e-05	0.0004000149295858248	1.7218041403531489e-10	5.242018684564736e-08	8.739175890270228e-08	1.7196710668052274e-07	1.599999999999998e-06	0.10747944167532685	3.3946095669397815e-11	2.0000209784719992e-07	7.60215279986896e-12	0.9999619910794333	1.0163902283868668e-07	1.037746517124372e-11	3.3645807757741654e-12	1.3742045947017886e-11	6.096946304408501e-08	3.492469849797887e-12	2.0341251395859689e-10	8.896502056053107e-13	2.0000969999999981e-07	2.879095638513756	0.9999949170108697	0.9987180005651854	0.7551615830170978	0.0007710545313903884	4.8372252635696295e-05	0.719773909628439	2.568547092364123
9.424152233752312e-06	6.997392447238363e-05	1.42610460460525e-06	1.9314008343747038e-14	1.9047497694409926e-17	2.2109400064525885e-14	9.445291649784593e-15	9.623678026737988e-12	1.0812264155423597e-14	5.892152739512813e-12	3.275614750044525e-17	1.1214660534662564e-18	1.0879732238433568e-11	2.3455076423754144e-18	5.202672427290477e-12	1.170146707928206e-15	1.0533283209885072e-14	9.200828230081133e-15	1.3394471371425271e-15	1.3740480105575887e-11	8.762253375384207e-14	3.1115831421843813e-15	7.256379141294203e-15	7.507215606291111e-12	5.271666207085149e-08	6.55751409286908e-12	3.5618646710942785e-15	9.18626740512187e-11	1.5730467614389287e-11	6.292532670145477e-18	3.1199203631621913e-12	5.028237615135857e-11	4.3921354458168473e-11	7.905032126361853e-09	1.3054530400712291e-14	6.338987904956019e-15	1.0516691978550729e-10	1.4280559279588322e-13	3.2341462540395824e-08	6.77136029779267e-13	2.994990075881818e-17	4.849642933817117e-09	2.121470114545133e-14	3.0392407686129142e-15	6.678448867808666e-15	1.1459581385436988e-14	8.95401364467855e-09	8.10691925793567e-11	5.696127577062271e-11	1.1871724123727043e-17	1.7358252467690151e-12	1.3768916170786276e-11	7.444926708944331e-12	7.733711805950465e-14	5.971269294108788e-08	8.52315335412152e-12	2.8552278965956587e-08	1.516425053603004e-12	1.617412113398225e-13	1.20270750015863e-11	1.359092371116558e-17	2.3973969130076555e-14	1.4529591922123503e-15	1.3965520846487131e-14	4.975533225642513e-11	4.281469460202265e-09	9.281024494806839e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.610213877716401e-11	2.066943236213069e-14	1.6122808209526142e-11	3.7196997656902355e-08	2.583142472288809e-11	7.948580858311379e-09	1.3251451184943882e-08	2.6075527616496413e-08	7.000000000000013e-05	0.0003725075373785195	1.741185158568244e-10	5.300798301783149e-08	8.837168851507152e-08	1.7389539539474844e-07	1.5999999999999982e-06	0.1086846221217179	3.168221537209225e-11	2.0000260522661696e-07	7.094773382929391e-12	0.9999645278534844	1.0163926250822493e-07	9.685378038449161e-12	3.14019547055439e-12	1.282557350900355e-11	6.096938944965188e-08	3.259255561151611e-12	2.032091961408641e-10	8.411890798681019e-13	2.000096999999999e-07	2.879099194927692	0.9999949170108366	0.9987180004814596	0.7551613993440549	0.0007710536260858969	4.837220524808369e-05	0.719774798731923	2.5685584147135696
9.424151576606994e-06	6.997570231971506e-05	1.424324197629198e-06	1.8042218071382562e-14	1.779456377844415e-17	2.0653264552311173e-14	8.823051275540942e-15	8.988519086811698e-12	1.0099848122846634e-14	5.503287293743855e-12	3.0589612051343375e-17	1.0472893313037923e-18	1.0161701052650914e-11	2.190372930825062e-18	4.859310774701118e-12	1.0927931873323248e-15	9.838804702043818e-15	8.594245940644351e-15	1.2509034179940595e-15	1.2803551195909684e-11	8.852176500453608e-14	2.906387725723232e-15	6.778145811484813e-15	6.995286011826688e-12	5.325639364317098e-08	6.110346084387142e-12	3.326948183106981e-15	9.28040700814721e-11	1.465784683953933e-11	5.8777585555581276e-18	2.9140041314946214e-12	5.079799940800408e-11	4.437174818435984e-11	7.366062555015508e-09	1.216424563484416e-14	5.921277928220982e-15	1.0624465613883087e-10	1.442726420114756e-13	3.2672582818495424e-08	6.323487182543006e-13	2.79732916767171e-17	4.518990701226504e-09	1.9767772247971346e-14	2.8382196281317067e-15	6.237689146011197e-15	1.0677930375680094e-14	8.343523200487296e-09	8.19023603811528e-11	5.754492690836829e-11	1.1089059017512864e-17	1.6210789633242859e-12	1.2829796353678105e-11	6.937283741804185e-12	7.813229017128086e-14	6.032405046408334e-08	7.94199014470282e-12	2.8844606126701565e-08	1.4161803543910191e-12	1.6340403346346988e-13	1.120675863521653e-11	1.269484888995088e-17	2.2338738928792428e-14	1.3568556429609828e-15	1.304383515905176e-14	5.0265147910026345e-11	3.989556020655335e-09	9.376407860614042e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.503944487799472e-11	1.930530821297042e-14	1.505875018620769e-11	3.7197076834988956e-08	2.406957165819911e-11	7.406641749392807e-09	1.2347958495029138e-08	2.4297680285078895e-08	7.000000000000013e-05	0.0003471097183582693	1.7590797531092798e-10	5.355070063874865e-08	8.92764666656033e-08	1.756758023708003e-07	1.599999999999998e-06	0.10979737648175032	2.959126495901577e-11	2.0000307392083823e-07	6.626079161647059e-12	0.9999668712109381	1.0163948391081865e-07	9.04615526339756e-12	2.932942768901713e-12	1.1979098032299272e-11	6.096932148617376e-08	3.0438013272539864e-12	2.0302134829638108e-10	7.96419722125799e-13	2.0000969999999987e-07	2.8791024804949767	0.9999949170108708	0.9987180006325723	0.7551616356261872	0.0007710536974191535	4.837225328348065e-05	0.7197756201237442	2.56856887484804
9.424150969507681e-06	6.997734407149487e-05	1.422680080800109e-06	1.6864083903485737e-14	1.6632306338393636e-17	1.9304583278353135e-14	8.246779393992465e-15	8.401642615652457e-12	9.440161987470713e-15	5.1439764027445635e-12	2.8588241096103624e-17	9.78768287090404e-19	9.498241406788867e-12	2.0470643343836473e-18	4.5420451678091784e-12	1.0213346032519098e-15	9.19652641390772e-15	8.03322095930777e-15	1.1691073805727847e-15	1.193834865940125e-11	8.935214823502225e-14	2.7164940133433256e-15	6.3354188989973405e-15	6.522547524270196e-12	5.375480893599844e-08	5.697411369935984e-12	3.1095727744784537e-15	9.367339915170272e-11	1.3667340147570985e-11	5.493606482767796e-18	2.723742620994811e-12	5.1274149066429536e-11	4.47876618774485e-11	6.868351346619016e-09	1.1342119250456669e-14	5.534528932248839e-15	1.072398883931156e-10	1.4562737944915729e-13	3.297835570291594e-08	5.909761865848858e-13	2.614690898364969e-17	4.213650277282759e-09	1.843161798397098e-14	2.652524614741199e-15	5.830428444700019e-15	9.956120779378157e-15	7.779766203207668e-09	8.267174320473151e-11	5.8083898410790555e-11	1.0365155437132077e-17	1.5150777161676362e-12	1.1962573450007056e-11	6.4685031334195806e-12	7.886659095469464e-14	6.088860862408317e-08	7.405317522579578e-12	2.9114555585385013e-08	1.3235755749855986e-12	1.649395541729811e-13	1.0449243946982899e-11	1.1866105403277743e-17	2.082869862561062e-14	1.2680805794548162e-15	1.2192199818518879e-14	5.0735936156784786e-11	3.7199888338345877e-09	9.464488957274583e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.405751632197126e-11	1.8044859524059308e-14	1.407556118149532e-11	3.719714998274835e-08	2.2442602216394944e-11	6.906188336439445e-09	1.1513628857698257e-08	2.2655928505254837e-08	7.000000000000013e-05	0.0003236561215036399	1.77560438922605e-10	5.405187338663537e-08	9.011198404403574e-08	1.773199191998891e-07	1.599999999999998e-06	0.11082494949993082	2.765922963729546e-11	2.0000350693478125e-07	6.19306521858572e-12	0.9999690361756525	1.0163968846291549e-07	8.455514856522098e-12	2.741444129220361e-12	1.119695898574246e-11	6.096925868206055e-08	2.8447673641638765e-12	2.0284780850316384e-10	7.550637722591102e-13	2.0000969999999981e-07	2.879105515844305	0.999994917010882	0.998718000704101	0.7551617244725863	0.0007710534942427056	4.8372267558280345e-05	0.7197763789610763	2.5685785384276993
9.424150408558644e-06	6.99788603586615e-05	1.421161608270753e-06	1.5774578500738987e-14	1.5556953769459184e-17	1.805742546682294e-14	7.713896642902871e-15	7.859351503468832e-12	8.83017505166687e-15	4.81196083919383e-12	2.6739054218330978e-17	9.154579294664041e-19	8.885181939134308e-12	1.914652995354449e-18	4.248880826941624e-12	9.553115335189364e-16	8.602881950749127e-15	7.514667534860688e-15	1.0935331301453187e-15	1.1139267210732085e-11	9.01190714389127e-14	2.5409418522117777e-15	5.926084824683026e-15	6.085937355782895e-12	5.421513510689023e-08	5.316034553980076e-12	2.9086212380310762e-15	9.447629368285701e-11	1.2752530631416093e-11	5.138362488648409e-18	2.5479359447910262e-12	5.171391065165008e-11	4.517179084786984e-11	6.4086757709001175e-09	1.0582823663844667e-14	5.176935632058392e-15	1.0815906445586125e-10	1.4687858323500003e-13	3.326076122699694e-08	5.527497585436558e-13	2.4459268894398678e-17	3.931644358502013e-09	1.719758037818617e-14	2.4809504019003325e-15	5.454105719273402e-15	9.289476737903784e-15	7.2590921882115e-09	8.33823264706811e-11	5.858168152484349e-11	9.696047825847099e-18	1.417139495494997e-12	1.1161628985553472e-11	6.035547850473961e-12	7.95447738008421e-14	6.141002293571807e-08	6.90965870203973e-12	2.9363875360115125e-08	1.238014881143565e-12	1.663577244879729e-13	9.749623105060842e-12	1.1100108600451976e-17	1.9434065607141816e-14	1.1860566412157057e-15	1.1405259791213008e-14	5.1170746641402336e-11	3.4710222886652088e-09	9.545838509645544e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.315018031556154e-11	1.6880161666912708e-14	1.3167060477228454e-11	3.7197217570797416e-08	2.0939975632959357e-11	6.443980123475693e-09	1.0743059683429223e-08	2.1139641338620265e-08	7.000000000000012e-05	0.00030199487626600326	1.7908661406542536e-10	5.4514746285599916e-08	9.088365072399944e-08	1.7883839172924496e-07	1.5999999999999978e-06	0.11177399483077825	2.5873962704668908e-11	2.000039070305699e-07	5.7929694298616395e-12	0.9999710365575777	1.0163987746790589e-07	7.909743136084734e-12	2.5644936667004993e-12	1.0474236802785234e-11	6.096920064587839e-08	2.660873058456267e-12	2.0268746275684097e-10	7.168526612110602e-13	2.0000969999999976e-07	2.8791083204535663	0.9999949170108848	0.99871800074921	0.7551617635741662	0.0007710532330991302	4.837227041042313e-05	0.7197770801133916	2.568587467451441
9.424149890207525e-06	6.998026095154986e-05	1.4197589959123283e-06	1.4767793832246437e-14	1.4563242438911275e-17	1.6904958589452715e-14	7.221474379274549e-15	7.358222052537795e-12	8.26650347513893e-15	4.5051462754929e-12	2.5030381635825335e-17	8.569584354925446e-19	8.31865549741175e-12	1.7923033990091078e-18	3.977968516174802e-12	8.943047500928707e-16	8.054303151582035e-15	7.035479756355929e-15	1.0237007997382515e-15	1.0401158186121915e-11	9.082747554494727e-14	2.3787216469096183e-15	5.547833901375221e-15	5.682642278513628e-12	5.4640338223103615e-08	4.963758315070897e-12	2.7229306362170244e-15	9.521792573050273e-11	1.1907523930164226e-11	4.810098200604228e-18	2.3854736122000574e-12	5.2120117220292375e-11	4.552660970787046e-11	5.9840738684049055e-09	9.881466675819054e-15	4.846496486421776e-15	1.0900810555730246e-10	1.4803431355977865e-13	3.3521619044992645e-08	5.174280531947282e-13	2.289972586790183e-17	3.6711558126584478e-09	1.6057708617074562e-14	2.3224137178504135e-15	5.106347001930505e-15	8.673703035861314e-15	6.778146143111981e-09	8.403868816489955e-11	5.904148272706228e-11	9.077735775921528e-18	1.326642251974105e-12	1.042180175418024e-11	5.6356283061927855e-12	8.01712064969832e-14	6.189165308370861e-08	6.4518200689826455e-12	2.9594171919651036e-08	1.1589548169069982e-12	1.676676790543223e-13	9.103387866221122e-12	1.0392262154646642e-17	1.81458539334016e-14	1.110265516485908e-15	1.0678050857276337e-14	5.157238013669554e-11	3.241052146640264e-09	9.620980629403486e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.2311713796494487e-11	1.5803867857137407e-14	1.2327517664351625e-11	3.71972800268263e-08	1.9552009177370622e-11	6.017038832581452e-09	1.003128573812742e-08	1.9739048450253308e-08	7.000000000000012e-05	0.00028198640643218963	1.804963333444857e-10	5.4942301808795124e-08	9.159643886622339e-08	1.802410040876692e-07	1.5999999999999976e-06	0.11265062755479342	2.4224203103237033e-11	2.0000427674102576e-07	5.423258973862355e-12	0.9999728850202072	1.0164005212201515e-07	7.405397346056346e-12	2.400974404969182e-12	9.806371751025528e-12	6.09691470131276e-08	2.490950402927105e-12	2.025392929247834e-10	6.815451057532171e-13	2.000096999999996e-07	2.879110912083423	0.9999949170108874	0.9987180007940415	0.7551618003143625	0.0007710530122995104	4.837227263741185e-05	0.7197777280208557	2.5685957184531913
9.424149411169534e-06	6.998155483308654e-05	1.41846324803586e-06	1.3837374034357958e-14	1.3644916660197977e-17	1.5839906435454678e-14	6.7664062461873226e-15	6.895088838084388e-12	7.74559086073082e-15	4.221594904442299e-12	2.3451352303959096e-17	8.028975874732421e-19	7.795083953931519e-12	1.6792370781585319e-18	3.727597185724948e-12	8.379269381603535e-16	7.547319136655171e-15	6.592625407611084e-15	9.591671159725991e-16	9.719286542482994e-12	9.148190554179037e-14	2.228807931168233e-15	5.1982749239504725e-15	5.310075067756425e-12	5.5033145324318305e-08	4.638322706177276e-12	2.5513270737631242e-15	9.590305299704121e-11	1.1126899287268183e-11	4.50673830686672e-18	2.235329376388572e-12	5.249537465294962e-11	4.5854394709495926e-11	5.591822396185872e-09	9.233548036785244e-15	4.541122587676831e-15	1.0979245836648095e-10	1.4910198692917422e-13	3.376260217787998e-08	4.84786336273915e-13	2.1458429998247888e-17	3.4305139520891687e-09	1.5004688189580092e-14	2.17590583992884e-15	4.784955875022703e-15	8.104848115506091e-15	6.333843439091268e-09	8.464503968770218e-11	5.946625181378249e-11	8.506306763498401e-18	1.2430115469163236e-12	9.738345186445086e-12	5.266179023378577e-12	8.074990965491381e-14	6.233658801952645e-08	6.0288646198370105e-12	2.980692227082807e-08	1.0858934592310514e-12	1.6887782458647196e-13	8.50639209533555e-12	9.738087526494197e-18	1.6955797107554274e-14	1.04022496037559e-15	1.0005980013094147e-14	5.194341331842934e-11	3.0286034627811493e-09	9.690397441211755e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.1536821084200734e-11	1.4809180282406844e-14	1.1551630264483142e-11	3.7197337746332016e-08	1.8269797927003694e-11	5.622626213337594e-09	9.373741945515632e-09	1.844516691355759e-08	7.00000000000001e-05	0.00026350238447939373	1.8179864183406112e-10	5.533728208694981e-08	9.225491995548673e-08	1.8153675196413752e-07	1.5999999999999974e-06	0.11346046997758613	2.2699530776761915e-11	2.0000461840847186e-07	5.081591527577436e-12	0.9999745932745883	1.0164021353126684e-07	6.939291760577778e-12	2.2498534156434375e-12	9.189145176221215e-12	6.096909744546363e-08	2.3339207131364777e-12	2.024023604742013e-10	6.489164627449731e-13	2.0000969999999944e-07	2.879113307157261	0.9999949170108902	0.9987180008411505	0.7551618379623176	0.0007710528376862444	4.83722748643015e-05	0.7197783267893153	2.568603343711212
9.424148968433056e-06	6.998275026628856e-05	1.4172660898764236e-06	1.297745571293376e-14	1.2796197935031042e-17	1.485555722512703e-14	6.345825844230937e-15	6.467036563272864e-12	7.264155915616332e-15	3.959521649398134e-12	2.199205127977435e-17	7.529359042016924e-19	7.311171247916929e-12	1.5747440057506243e-18	3.496190659974033e-12	7.858233515297902e-16	7.078737369412548e-15	6.183315715593539e-15	8.995259465788627e-16	9.089298165702137e-12	9.208653973983724e-14	2.090256670763689e-15	4.875205432480227e-15	4.96585656623154e-12	5.539606490270206e-08	4.337649562759653e-12	2.3927298489578277e-15	9.653604982723607e-11	1.040567195579878e-11	4.226375251019364e-18	2.096558121858717e-12	5.284207902065029e-11	4.6157238772795556e-11	5.22941636048793e-09	8.634930676828898e-15	4.258889904978807e-15	1.1051713083889213e-10	1.5008841919640767e-13	3.3985249577483604e-08	4.546196458619097e-13	2.012630771429626e-17	3.2081819730160753e-09	1.403179521993965e-14	2.04050679004043e-15	4.487909072667442e-15	7.579279518030372e-15	5.923346663194114e-09	8.520525279750457e-11	5.985870074339268e-11	7.978162299689584e-18	1.1657210902628281e-12	9.106894404911237e-12	4.924840870212156e-12	8.128457747884975e-14	6.274766913531607e-08	5.638091535027654e-12	3.000348506359945e-08	1.0183711072105349e-12	1.6999588683567222e-13	7.954823123445933e-12	9.133465240422337e-18	1.585629589185292e-14	9.754951707074038e-16	9.38481634852702e-15	5.2286215018710173e-11	2.8323194863698132e-09	9.754532203014089e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.0820623960975969e-11	1.3889837048734573e-14	1.0834513798024703e-11	3.7197391092275387e-08	1.708515310376705e-11	5.258223471669099e-09	8.766229081969167e-09	1.724973371155333e-08	7.000000000000012e-05	0.0002464247673079043	1.8300185529195994e-10	5.570220948770137e-08	9.286329911467764e-08	1.8273391012357376e-07	1.5999999999999974e-06	0.11420869382723378	2.1290347633572106e-11	2.0000493418276067e-07	4.765817238743618e-12	0.9999761720694609	1.0164036271044483e-07	6.508492354168706e-12	2.110179430091148e-12	8.618671784259854e-12	6.096905163115472e-08	2.188795876412129e-12	2.0227580427213912e-10	6.187618523295367e-13	2.000096999999994e-07	2.8791155207323413	0.9999949170108929	0.9987180008897799	0.7551618761089225	0.0007710527035463183	4.8372277076772215e-05	0.7197788801830853	2.5686103911559566
9.424148559210969e-06	6.99838548552862e-05	1.4161599064705335e-06	1.2182633491713231e-14	1.2011737723500628e-17	1.394572352043483e-14	5.957086870976965e-15	6.071378207790772e-12	6.819169591169118e-15	3.7172815233391285e-12	2.0643255976722753e-17	7.067576282628079e-19	6.863879938600603e-12	1.4781637961902288e-18	3.282296442387987e-12	7.376653839282652e-16	6.645616446891275e-15	5.804981336039617e-15	8.444011984013997e-16	8.507184983832319e-12	9.264522549983013e-14	1.9621955573544167e-15	4.576593691821088e-15	4.647796776021685e-12	5.573140543203341e-08	4.059825920331939e-12	2.246140518279109e-15	9.712094364181019e-11	9.739253418540613e-12	3.967240470232218e-18	1.968288732430995e-12	5.316243620497956e-11	4.643706874787862e-11	4.894550510150162e-09	8.081805480758646e-15	3.998023458922769e-15	1.1118673361050144e-10	1.509998882247359e-13	3.419097747696178e-08	4.2673733209450145e-13	1.8894997522202013e-17	3.002745622854506e-09	1.3132838618344582e-14	1.915360876424333e-15	4.213342082203306e-15	7.093652641411681e-15	5.544044648689226e-09	8.572289234659901e-11	6.02213265173144e-11	7.489986802206862e-18	1.0942835070887858e-12	8.523431670868688e-12	4.609442236073083e-12	8.177861312909635e-14	6.31275112669307e-08	5.2770147119158435e-12	3.018511060314573e-08	9.559619232056346e-13	1.710289816854995e-13	7.445171456645432e-12	8.57459961854617e-18	1.48403534650136e-14	9.156670637362274e-16	8.810660916770842e-15	5.260296639074424e-11	2.650951662381402e-09	9.813793022409096e-11	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	1.015862697877152e-11	1.30400675853949e-14	1.0171667046356916e-11	3.719744040023462e-08	1.5990537133620547e-11	4.921512653054369e-09	8.204882768018615e-09	1.614514471389973e-08	7.00000000000001e-05	0.0002306449244842815	1.8411363016550456e-10	5.603940525946407e-08	9.34254461629845e-08	1.8384009352946407e-07	1.5999999999999976e-06	0.11490005845591522	1.998780822987317e-11	2.0000522605159367e-07	4.473948405809842e-12	0.9999776313428509	1.0164050059804947e-07	6.11029483300279e-12	1.981075652897843e-12	8.091370485900633e-12	6.096900928300434e-08	2.0546607097383352e-12	2.0215882800886345e-10	5.908907021935587e-13	2.000096999999995e-07	2.8791175667435427	0.9999949170108962	0.9987180009406555	0.7551619152342728	0.0007710526104117089	4.8372279298985155e-05	0.7197793916858857	2.5686169051458423
