ca	CaMKII	PP2B	camR_ca2_AB	camR_ca2_AC	camR_ca2_AD	camR_ca2_BC	camR_ca2_BD	camR_ca2_CD	camR_ca4_ABCD	camR	camR_ca1_C	camR_ca3_ABD	camR_ca1_A	camR_ca3_BCD	camR_ca1_B	camR_ca3_ACD	camR_ca3_ABC	camR_ca1_D	camR_ca2_AB_CaMKII	camR_ca2_AC_PP2B	camT_ca2_BC	camT_ca2_AD	camR_ca2_CD_CaMKII	camR_ca2_BD_PP2B	camR_ca2_BC_CaMKII	camT_ca2_CD	camR_ca2_AB_PP2B	camR_ca2_AD_CaMKII	camT_ca2_AC	camT_ca2_BD	camR_ca2_CD_PP2B	camR_ca2_BC_PP2B	camR_ca2_BD_CaMKII	camR_ca2_AC_CaMKII	camT_ca2_AB	camR_ca2_AD_PP2B	camR_PP2B	camR_ca4_ABCD_PP2B	camT	camT_ca4_ABCD	camR_ca4_ABCD_CaMKII	camR_CaMKII	camT_ca1_A	camT_ca3_BCD	camR_ca1_C_CaMKII	camR_ca3_ABD_CaMKII	camR_ca1_B_PP2B	camR_ca3_ACD_PP2B	camT_ca3_ABC	camT_ca1_D	camR_ca1_D_CaMKII	camR_ca3_ABC_CaMKII	camR_ca1_C_PP2B	camR_ca3_ABD_PP2B	camR_ca3_ACD_CaMKII	camR_ca3_BCD_PP2B	camT_ca1_B	camR_ca1_A_PP2B	camR_ca1_B_CaMKII	camT_ca3_ACD	camR_ca1_A_CaMKII	camT_ca1_C	camT_ca3_ABD	camR_ca3_ABC_PP2B	camR_ca3_BCD_CaMKII	camR_ca1_D_PP2B	Values[koffRA]	Values[koffRB]	Values[koffRC]	Values[koffRD]	Values[koffTA]	Values[koffTB]	Values[koffTC]	Values[koffTD]	Values[kTR]	Values[free_camR_ca3_total]	Values[free_camT_ca3_total]	Values[free_cam_ca3_total]	Values[cam_ca4_total]	Values[CaMKII_camR_ca1]	Values[CaMKII_camR_ca2]	Values[CaMKII_camR_ca3]	Values[total_CaMKII_bound]	Values[total CaMKII]	Values[CaMKIIbar]	Values[PP2B_camR_ca1]	Values[PP2B_camR_ca2]	Values[PP2B_camR_ca3]	Values[total_PP2B_bound]	Values[total PP2B]	Values[PP2Bbar]	Values[camR_unbound]	Values[total camR]	Values[total camT]	Values[Rbar]	Values[cam_ca3_total]	Values[free_camR_ca2_total]	Values[free_camT_ca2_total]	Values[free_cam_ca2_total]	Values[cam_ca2_total]	Values[free_cam_ca1_total]	Values[cam_ca1_total]	Values[cam_ca0_total]	Values[cam_total]	Values[moles_bound_ca_per_moles_cam]	Values[alpha]	Values[beta]	Values[gamma]	Values[delta]	Values[epsilon]	Values[ybar]	Values[ybar/(1-ybar)]
9.424143632461876e-06	6.999712716708605e-05	1.4028683966923377e-06	2.6135097797144897e-15	2.5683878237991148e-18	2.9919335144621643e-15	1.2772200456491202e-15	1.3071490021667947e-12	1.462161153967568e-15	8.004057174277751e-13	4.408286879575007e-18	1.50930009353205e-19	1.477926244477103e-12	3.156701592105429e-19	7.067388968632095e-13	1.5799391569366225e-16	1.4302770670725445e-15	1.2493434084896448e-15	1.808709615475042e-16	1.5128006388823446e-12	9.935810194460778e-14	4.205790389162471e-16	9.81619434138378e-16	8.261654608726937e-13	5.976074129895342e-08	7.21650030424415e-13	4.814777608178954e-16	1.0414878647827363e-10	1.7318975144802188e-12	8.478997279156766e-19	4.2376284484324285e-13	5.701169914258271e-11	4.97993755904013e-11	8.70930406443218e-10	1.4358052372563167e-15	8.574649658290933e-16	1.1923240433560605e-10	1.6195156410035732e-13	3.666292983032213e-08	9.112791456296132e-14	4.0684740726212476e-18	5.34303814879931e-10	2.331624849145829e-15	4.090258091907342e-16	9.07207531209373e-16	1.258740335255264e-15	9.864992817599e-10	9.19425160270742e-11	6.457848843900693e-11	1.6117669986654285e-18	2.3439256757162896e-13	1.5129589537261205e-12	8.197636151167162e-13	8.771461329764961e-14	6.769156021361557e-08	9.384888643620748e-13	3.23674589792241e-08	2.0474597940922167e-13	1.834419631517117e-13	1.3215599962769347e-12	1.845185301229544e-18	2.6335684997394382e-15	1.955383129845347e-16	1.8971026802732424e-15	5.6408920387747206e-11	4.71706466134367e-10	1.0525832890160098e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1873447618158745e-12	2.8077671637825107e-15	2.190152528979657e-12	3.719803405498796e-08	2.8384112588380498e-12	8.757243558931149e-10	1.4599640003737455e-09	2.8728329140304783e-09	7.000000000000008e-05	4.104047020043536e-05	1.9747200150512454e-10	6.009103292260224e-08	1.0018000660166641e-07	1.9713160330765998e-07	1.5999999999999976e-06	0.12320725206728768	4.303590614056351e-12	2.0000873981230452e-07	9.601876952465146e-13	0.9999951992943581	1.0164216075456914e-07	1.3154963950484118e-12	4.265048339426724e-13	1.7420012289910842e-12	6.096849927972435e-08	4.4008244258043555e-13	2.0075049520654303e-10	2.55415511799344e-13	2.000096999999998e-07	2.8791421992949098	0.9999949170110808	0.998718003825473	0.7551638731106456	0.0007710634294339277	4.837237482510525e-05	0.7197855498237274	2.568695330918648
9.424143624799255e-06	6.999714777215088e-05	1.4028477617651167e-06	2.5986268009993645e-15	2.5537019550689195e-18	2.9748969313906632e-15	1.2699418071389559e-15	1.299738003090708e-12	1.4538298003220856e-15	7.95868374302811e-13	4.3830416825041686e-18	1.5006570908021742e-19	1.4695481245377093e-12	3.138625058780388e-19	7.027324879338015e-13	1.570925158694307e-16	1.4221643301315002e-15	1.2422568728878486e-15	1.7983915845935676e-16	1.5019420531243074e-12	9.936852346438504e-14	4.181815645456244e-16	9.760282815229022e-16	8.202325110860209e-13	5.976699680320378e-08	7.164676284697432e-13	4.787334087757017e-16	1.0415969707430181e-10	1.7194663185290152e-12	8.430488583812635e-19	4.213602575643989e-13	5.701767502785035e-11	4.980459548823972e-11	8.646837933928377e-10	1.4254876268312385e-15	8.525805567975285e-16	1.1924489509097026e-10	1.6196856613245455e-13	3.666676750781484e-08	9.06060457401649e-14	4.045410689492737e-18	5.304715981012002e-10	2.3148565710103266e-15	4.066834773470265e-16	9.020646732478118e-16	1.2496820039304595e-15	9.794237611696513e-10	9.195217170533688e-11	6.45852528528922e-11	1.602623187168282e-18	2.330554124321252e-13	1.5020755738742846e-12	8.13880238566151e-13	8.77238286367177e-14	6.769864585068412e-08	9.317534168166478e-13	3.2370847051733775e-08	2.0357781852808434e-13	1.8346123368575778e-13	1.3120534206813017e-12	1.83471742034327e-18	2.6146182166439674e-15	1.9441852201896604e-16	1.8863482953485983e-15	5.641482906126287e-11	4.683232207118822e-10	1.052693829917855e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1749450336745297e-12	2.791850309203921e-15	2.1777368839837338e-12	3.719803497833576e-08	2.8179932947761606e-12	8.694433273916735e-10	1.4494926155369162e-09	2.852227849181137e-09	7.000000000000006e-05	4.0746112131159066e-05	1.9749273975944483e-10	6.00973230344086e-08	1.0019049298433206e-07	1.9715223823488108e-07	1.5999999999999976e-06	0.12322014889680086	4.279193038754082e-12	2.0000874527710098e-07	9.54722898844533e-13	0.9999952266170149	1.0164216333675296e-07	1.308037852132514e-12	4.2408662442489903e-13	1.732124476557413e-12	6.096849848627684e-08	4.3757172856211927e-13	2.007483047827831e-10	2.548938514853123e-13	2.0000969999999981e-07	2.8791422376061706	0.9999949170110821	0.9987180038462237	0.7551638867965375	0.0007710635320349491	4.837237546967941e-05	0.7197855594015427	2.568695452897745
9.424143617710076e-06	6.99971668349925e-05	1.4028286712960758e-06	2.584857609954445e-15	2.5401151202271887e-18	2.9591353162560116e-15	1.263208241201125e-15	1.2928816560326393e-12	1.4461219368445356e-15	7.916706130165731e-13	4.359685724694869e-18	1.4926608926822622e-19	1.4617970360019725e-12	3.1219012945941747e-19	6.990259249700424e-13	1.562585722125421e-16	1.4146587553756566e-15	1.235700697235809e-15	1.788845712887414e-16	1.4918961942879634e-12	9.937816498602542e-14	4.1596350641062985e-16	9.708555533230038e-16	8.147436218600421e-13	5.977278410308931e-08	7.116731111364994e-13	4.761944341509175e-16	1.0416979105354048e-10	1.7079655539917292e-12	8.385610083326734e-19	4.1913748409439895e-13	5.70232036407044e-11	4.980942469671205e-11	8.589047192640957e-10	1.4159422449277503e-15	8.480616779286212e-16	1.1925645096009527e-10	1.6198429564385396e-13	3.6670317947343825e-08	9.012323127917711e-14	4.0240734059418754e-18	5.269262106019529e-10	2.299343325239537e-15	4.045164353500197e-16	8.973067149098154e-16	1.2413016494969461e-15	9.728778206437137e-10	9.196110469304156e-11	6.459151097566309e-11	1.5941637016308566e-18	2.3181832445659273e-13	1.492006777572824e-12	8.084372123350675e-13	8.773235425255706e-14	6.77052011505542e-08	9.255220941882037e-13	3.2373981537820115e-08	2.0249707680321526e-13	1.8347906191824538e-13	1.3032583795248013e-12	1.8250329605323783e-18	2.5970862805061577e-15	1.9338253128411738e-16	1.8763987851847273e-15	5.64202954928863e-11	4.6519320045471365e-10	1.0527960972508909e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1634733204246263e-12	2.7771246967567053e-15	2.166250445121383e-12	3.719803583258287e-08	2.799103545027628e-12	8.636324136876169e-10	1.4398049804049508e-09	2.8331650075828736e-09	7.000000000000008e-05	4.0473785822612436e-05	1.9751192583430144e-10	6.010314235160533e-08	1.0020019449484287e-07	1.9717132870392198e-07	1.5999999999999978e-06	0.1232320804399514	4.25662141697866e-12	2.0000875033292182e-07	9.496670781030021e-13	0.9999952518948926	1.0164216572569294e-07	1.3011375192520155e-12	4.2184939782722046e-13	1.7229869170792359e-12	6.096849775221003e-08	4.352489048261621e-13	2.0074627828415522e-10	2.544112299339953e-13	2.0000969999999992e-07	2.8791422730503307	0.9999949170110833	0.9987180038656144	0.7551638995945895	0.0007710636281877634	4.837237607285711e-05	0.7197855682625827	2.5686955657482966
9.424143611151445e-06	6.999718447108188e-05	1.4028110096468473e-06	2.5721188768971717e-15	2.5275450291604666e-18	2.944553268470446e-15	1.2569786005028959e-15	1.2865384328435077e-12	1.4389909131291485e-15	7.877870100449869e-13	4.338077541382664e-18	1.4852630669932846e-19	1.4546260349526658e-12	3.106429005237823e-19	6.955967591814776e-13	1.5548703890958795e-16	1.4077148917539376e-15	1.2296351804010258e-15	1.7800142318175511e-16	1.4826022136060865e-12	9.938708489643449e-14	4.1391144273240177e-16	9.660699413384494e-16	8.096655463851853e-13	5.97781382544114e-08	7.072374375417267e-13	4.738454707323727e-16	1.0417912955623494e-10	1.697325559475982e-12	8.344089961174131e-19	4.1708106130302546e-13	5.7028318468246983e-11	4.9813892466445265e-11	8.535581780857204e-10	1.407111283553983e-15	8.438809824189907e-16	1.1926714193827003e-10	1.6199884789556781e-13	3.6673602655425155e-08	8.967654681953023e-14	4.0043329938131754e-18	5.236461764594035e-10	2.284991162743232e-15	4.025115576145983e-16	8.929048395853324e-16	1.2335485201281765e-15	9.66821808939118e-10	9.196936909714529e-11	6.459730071366891e-11	1.5863373166368334e-18	2.3067381721209797e-13	1.4826915768686997e-12	8.034015671634291e-13	8.774024177655221e-14	6.771126582115508e-08	9.197571523710992e-13	3.2376881424350164e-08	2.0149721518473444e-13	1.8349555581135533e-13	1.2951216001612808e-12	1.816073277367115e-18	2.5808665168205063e-15	1.9242406588183165e-16	1.8671938912233446e-15	5.6425352793457536e-11	4.6229744552816556e-10	1.0528907104499484e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.152860144206298e-12	2.763501141402681e-15	2.1556236453477005e-12	3.719803662289893e-08	2.781627592066929e-12	8.582564159540129e-10	1.4308424131868181e-09	2.815528918183464e-09	7.000000000000006e-05	4.0221841688335165e-05	1.9752967593972804e-10	6.010852612392549e-08	1.0020916989901237e-07	1.971889903531506e-07	1.5999999999999978e-06	0.1232431189707193	4.235739042007661e-12	2.0000875501037609e-07	9.449896238634995e-13	0.9999952752810296	1.0164216793584454e-07	1.2947536020475365e-12	4.1977960354924377e-13	1.7145332055967804e-12	6.09684970730851e-08	4.330999156516274e-13	2.007444034474466e-10	2.539647239553827e-13	2.0000969999999997e-07	2.879142305841902	0.9999949170110846	0.9987180038837639	0.7551639115655795	0.0007710637181633247	4.8372376637023094e-05	0.7197855764604755	2.5686956701532853
9.424143605083691e-06	6.999720078724099e-05	1.4027946698408002e-06	2.5603335871674767e-15	2.5159158041997572e-18	2.931062615417359e-15	1.2512152309668876e-15	1.2806699218832771e-12	1.4323936191248016e-15	7.841940472062491e-13	4.318086763856538e-18	1.4784189796617828e-19	1.4479916956999207e-12	3.0921148396021917e-19	6.924242244402131e-13	1.547732543337381e-16	1.4012907000764385e-15	1.224023601655546e-15	1.771843769767499e-16	1.474003822668096e-12	9.93953371940465e-14	4.1201297147933796e-16	9.616425111636715e-16	8.04967529460195e-13	5.97830916872449e-08	7.031337432529113e-13	4.716723194299941e-16	1.0418776913239596e-10	1.6874818943078322e-12	8.305677631490767e-19	4.15178536466082e-13	5.703305048406275e-11	4.981802585221796e-11	8.4861178588385e-10	1.3989412671249542e-15	8.400131974647338e-16	1.1927703276656326e-10	1.6201231098370784e-13	3.667664152760206e-08	8.926329738066471e-14	3.9860699098374386e-18	5.20611628429401e-10	2.271713175600337e-15	4.0065674799991016e-16	8.888323906961785e-16	1.226375666757565e-15	9.612190447639927e-10	9.197701496289737e-11	6.460265712766193e-11	1.5790966538829465e-18	2.2961497411225265e-13	1.4740735539523922e-12	7.987428046155112e-13	8.774753895781139e-14	6.771687659621503e-08	9.144236758593582e-13	3.237956427597392e-08	2.0057219253379277e-13	1.8351081521373943e-13	1.2875938020163125e-12	1.8077841304205514e-18	2.565860706298621e-15	1.9153734308191413e-16	1.858677871081718e-15	5.643003158782613e-11	4.5961841630155275e-10	1.0529782424567614e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1430412344418656e-12	2.7508971425621996e-15	2.145792131584428e-12	3.719803735406474e-08	2.7654595923417607e-12	8.532827718148061e-10	1.42255062754602e-09	2.799212759095744e-09	7.000000000000008e-05	3.998875370136773e-05	1.9754609756274508e-10	6.011350696081734e-08	1.0021747356090445e-07	1.9720533015919757e-07	1.5999999999999978e-06	0.12325333134949865	4.216419457271328e-12	2.0000875933775058e-07	9.40662249363647e-13	0.9999952969168527	1.0164216998058205e-07	1.2888474428517578e-12	4.1786470803338286e-13	1.7067121508851407e-12	6.096849644478304e-08	4.311117754218196e-13	2.0074266893050867e-10	2.5355163962673674e-13	2.0000969999999995e-07	2.879142336179204	0.9999949170110857	0.9987180039007175	0.7551639227407688	0.0007710638021129544	4.837237716327367e-05	0.719785584044801	2.568695766744139
9.424143599470016e-06	6.999721588228017e-05	1.4027795529243157e-06	2.549430238798402e-15	2.5051568907837524e-18	2.918581531423555e-15	1.2458831562679285e-15	1.2752405953457369e-12	1.4262900303814481e-15	7.808699713520428e-13	4.299592072022586e-18	1.4720870956221807e-19	1.441853851164479e-12	3.0788719290384844e-19	6.8948911317318e-13	1.5411288469368004e-16	1.3953472730341385e-15	1.2188319739349671e-15	1.7642847382903732e-16	1.4660489441199499e-12	9.94029718900168e-14	4.1025656982626385e-16	9.57546406109196e-16	8.006211169816262e-13	5.978767439964652e-08	6.993371736889789e-13	4.696617946827208e-16	1.04195762114507e-10	1.6783749391452544e-12	8.27014002256412e-19	4.1341839176781403e-13	5.703742835149502e-11	4.9821849891714145e-11	8.440355872045855e-10	1.3913826978058087e-15	8.364348542325584e-16	1.1928618335578352e-10	1.620247664902386e-13	3.667945296705974e-08	8.888097503199769e-14	3.969173582436203e-18	5.178041895135812e-10	2.2594289175038874e-15	3.989407501173394e-16	8.850647123259416e-16	1.219739632144882e-15	9.560355977812648e-10	9.198408860530067e-11	6.46076126623946e-11	1.5723978564205056e-18	2.286353687390146e-13	1.4661005130449209e-12	7.944327088260847e-13	8.775429001667324e-14	6.772206745456776e-08	9.094893623931678e-13	3.238204633990022e-08	1.9971639245977477e-13	1.8352493260381643e-13	1.2806293923347285e-12	1.8001153143888216e-18	2.5519779358176047e-15	1.9071698155080859e-16	1.850799165237624e-15	5.643436021672024e-11	4.5713988872428505e-10	1.0530592234888327e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1339571435846278e-12	2.739236390734375e-15	2.136696379975362e-12	3.7198038030513845e-08	2.750501622947611e-12	8.486813607612191e-10	1.4148794085767692e-09	2.784117719903435e-09	7.000000000000008e-05	3.977311028433474e-05	1.9756129017680442e-10	6.011811502633191e-08	1.002251557673471e-07	1.9722044707568205e-07	1.5999999999999978e-06	0.12326277942230145	4.198545696442667e-12	2.0000876334128192e-07	9.36658717933439e-13	0.999995316933539	1.0164217187230385e-07	1.2833832854594987e-12	4.16093118406667e-13	1.6994764038661657e-12	6.0968495863497e-08	4.292724153848827e-13	2.0074106421513692e-10	2.5316947003181215e-13	2.0000969999999987e-07	2.879142364246216	0.9999949170110866	0.9987180039165107	0.7551639331619491	0.0007710638805626824	4.837237765431032e-05	0.719785591061554	2.5686958561066273
9.424143594276435e-06	6.999722984759861e-05	1.4027655673657904e-06	2.5393428250734716e-15	2.4952030615448144e-18	2.9070344530049816e-15	1.240950096954697e-15	1.2702175793840975e-12	1.420643193779356e-15	7.777946575652437e-13	4.282481310532977e-18	1.466229017388436e-19	1.4361753411077412e-12	3.0666199666473686e-19	6.867736551738777e-13	1.5350193216430118e-16	1.3898486276761147e-15	1.2140288660900682e-15	1.7572913710413516e-16	1.4586894111755538e-12	9.94100352097327e-14	4.086316047783901e-16	9.537568271817346e-16	7.965999914706458e-13	5.97919141394525e-08	6.958247406305355e-13	4.678017240065568e-16	1.0420315690169643e-10	1.6699495514474545e-12	8.237261663009947e-19	4.1178996972975675e-13	5.704147857907848e-11	4.982538774001276e-11	8.398018736542437e-10	1.3843898118421401e-15	8.33124290069693e-16	1.192946491144223e-10	1.620362898341425e-13	3.668205399690071e-08	8.852726129679875e-14	3.953541716352166e-18	5.152068608297344e-10	2.248064013223032e-15	3.973531578457694e-16	8.815789935632046e-16	1.2136002386720065e-15	9.512400827314902e-10	9.199063285601445e-11	6.461219732465919e-11	1.5662003684804477e-18	2.277290700483868e-13	1.4587241775546313e-12	7.904451820421924e-13	8.776053583012854e-14	6.772686982634721e-08	9.04924334629734e-13	3.238434264485605e-08	1.989246340203503e-13	1.835379934561601e-13	1.2741862016797595e-12	1.7930204003689573e-18	2.539134152625235e-15	1.8995800646305849e-16	1.8435100737300466e-15	5.643836489096572e-11	4.548468554688565e-10	1.0531341438941757e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1255528737753846e-12	2.7284482880621004e-15	2.1282813220634465e-12	3.719803865634155e-08	2.7366631136256878e-12	8.444243217387797e-10	1.4077823077170183e-09	2.7701524014631716e-09	7.000000000000008e-05	3.9573605735188125e-05	1.9757534577471828e-10	6.012237822182293e-08	1.0023226303341887e-07	1.9723443263420706e-07	1.5999999999999974e-06	0.12327152039637962	4.182009543332077e-12	2.0000876704521356e-07	9.329547862615823e-13	0.9999953354522993	1.0164217362245796e-07	1.2783280451559713e-12	4.1445410790195937e-13	1.6927821530579306e-12	6.096849532571477e-08	4.2757069958721276e-13	2.0073957958793118e-10	2.5281589762547484e-13	2.0000969999999984e-07	2.879142390212865	0.9999949170110876	0.9987180039312582	0.7551639428893625	0.0007710639538329574	4.837237811266861e-05	0.7197855975532162	2.5686959387817785
9.424143589471534e-06	6.99972427677454e-05	1.4027526284936292e-06	2.5300103431812723e-15	2.4859941634584375e-18	2.896351542822312e-15	1.236386224599017e-15	1.2655704693597435e-12	1.4154189608521526e-15	7.749494902796346e-13	4.2666511018887066e-18	1.4608093521006997e-19	1.4309217923592559e-12	3.055284929289345e-19	6.842614132171643e-13	1.5293670333860478e-16	1.3847614846696408e-15	1.2095852088072605e-15	1.7508213847233034e-16	1.451880670215352e-12	9.941656990184892e-14	4.0712825136310563e-16	9.502508559318586e-16	7.92879809497053e-13	5.979583657493975e-08	6.925751802529063e-13	4.660808594926571e-16	1.0420999825775003e-10	1.6621547249471883e-12	8.206843879952585e-19	4.1028341342176485e-13	5.704522568468438e-11	4.9828660813115375e-11	8.358850134406178e-10	1.3779202800870065e-15	8.300614857181686e-16	1.1930248128976953e-10	1.6204695075780542e-13	3.6684460364361864e-08	8.820001915575508e-14	3.939079688384101e-18	5.128039175421225e-10	2.237549669552605e-15	3.958843794373813e-16	8.783541346491305e-16	1.2079203234654122e-15	9.46803466522441e-10	9.199668732987041e-11	6.461643886762709e-11	1.560466682945848e-18	2.2689059840332538e-13	1.4518998917386207e-12	7.867560841282588e-13	8.776631419944572e-14	6.773131278615152e-08	9.007009562572732e-13	3.238646709318831e-08	1.9819213080332215e-13	1.8355007681755633e-13	1.2682252235320577e-12	1.786456449231093e-18	2.5272516107354624e-15	1.892558323370949e-16	1.836766474227202e-15	5.64420698525641e-11	4.5272543399095084e-10	1.053203457198858e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.1177775522698968e-12	2.7184675320085095e-15	2.120496019801905e-12	3.719803923533334e-08	2.7238602872048793e-12	8.404858817458103e-10	1.4012163575537773e-09	2.7572322546785843e-09	7.000000000000006e-05	3.9389032209694024e-05	1.975883494407732e-10	6.012632235755496e-08	1.0023883838806003e-07	1.9724737150636838e-07	1.5999999999999974e-06	0.12327960719148044	4.166710902077234e-12	2.0000877047194904e-07	9.295280507445327e-13	0.9999953525851458	1.0164217524163361e-07	1.2736511224253613e-12	4.129377555586586e-13	1.6865888779840199e-12	6.096849482817875e-08	4.25996339869661e-13	2.0073820606784774e-10	2.5248878623421497e-13	2.000096999999998e-07	2.8791424142362096	0.9999949170110886	0.9987180039450099	0.7551639519571343	0.000771064022145293	4.8372378539876105e-05	0.7197856035590524	2.5686960152696514
9.424143585026222e-06	6.999725472094835e-05	1.4027406579666303e-06	2.5213762924933442e-15	2.4774744279499414e-18	2.8864681240360886e-15	1.2321639083164606e-15	1.2612711317503166e-12	1.410585702461635e-15	7.723172451771616e-13	4.252005572970398e-18	1.455795276467772e-19	1.4260614005379708e-12	3.0447981682417806e-19	6.819371784503046e-13	1.5241377609118862e-16	1.3800550468853185e-15	1.2054741005829624e-15	1.7448356070218546e-16	1.4455814961287447e-12	9.942261553247592e-14	4.057374078235854e-16	9.470072662601567e-16	7.894380463502395e-13	5.979946545533054e-08	6.895688173312482e-13	4.644887824166047e-16	1.0421632760578506e-10	1.654943264053859e-12	8.178702460694832e-19	4.08889602172626e-13	5.70486923562795e-11	4.983168892883412e-11	8.322612910936834e-10	1.3719349316320255e-15	8.272278982707062e-16	1.193097273041167e-10	1.6205681381142723e-13	3.6686686639326203e-08	8.789726671913268e-14	3.925699947064829e-18	5.105808104973072e-10	2.227822225570031e-15	3.9452551947590225e-16	8.753706126147202e-16	1.2026654965499171e-15	9.42698886704015e-10	9.200228868552324e-11	6.462036297302934e-11	1.555162088523583e-18	2.2611487730597345e-13	1.445586336357897e-12	7.833430785738487e-13	8.777166011160485e-14	6.773542323483455e-08	8.967936558444658e-13	3.2388432547834597e-08	1.9751444793662818e-13	1.8356125584997492e-13	1.2627103657444952e-12	1.7803837232801938e-18	2.5162583653708682e-15	1.886062065686199e-16	1.8305275417434313e-15	5.644549753437137e-11	4.507627796756712e-10	1.0532675830810445e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.110584108135744e-12	2.709233700169955e-15	2.1132933418359136e-12	3.7198039770994385e-08	2.712015625964313e-12	8.368421946524789e-10	1.3951418031141042e-09	2.74527905171208e-09	7.000000000000006e-05	3.9218272167315394e-05	1.9760037990958927e-10	6.012997131414108e-08	1.0024492164317654e-07	1.9725934203336722e-07	1.5999999999999974e-06	0.12328708877085472	4.152557155966668e-12	2.0000877364223528e-07	9.263577644855388e-13	0.9999953684358085	1.0164217673963247e-07	1.2693242032520522e-12	4.1153488139764306e-13	1.6808590846496952e-12	6.09684943678782e-08	4.24539804364784e-13	2.0073693533991836e-10	2.5218615476170287e-13	2.0000969999999976e-07	2.879142436461691	0.9999949170110892	0.9987180039578338	0.7551639604081325	0.0007710640857990625	4.837237893792303e-05	0.7197856091154228	2.5686960860333143
9.424143580913572e-06	6.999726577960857e-05	1.402729583278819e-06	2.513388355873265e-15	2.4695922968726546e-18	2.8773243172781715e-15	1.2282575615619752e-15	1.2572935328596814e-12	1.4061141344246673e-15	7.698819819462938e-13	4.2384561072367216e-18	1.451156451385672e-19	1.4215647320405871e-12	3.0350962303763857e-19	6.797868759405618e-13	1.5192998118984863e-16	1.3757008108323345e-15	1.2016706430149135e-15	1.739297767606574e-16	1.439753734123713e-12	9.942820872847762e-14	4.044506455931944e-16	9.440064062226983e-16	7.862538548605321e-13	5.980282276098844e-08	6.867874419847686e-13	4.630158463224961e-16	1.0422218328342912e-10	1.6482714881258854e-12	8.152667113022414e-19	4.076000960879891e-13	5.705189959218354e-11	4.983449042912039e-11	8.289087574773995e-10	1.3663975073876064e-15	8.24606357376622e-16	1.1931643104741401e-10	1.6206593874452682e-13	3.6688746306342174e-08	8.761717210580168e-14	3.9133214675528414e-18	5.08524074332425e-10	2.2188227519639725e-15	3.9326835583123213e-16	8.726103600958188e-16	1.1978039237359708e-15	9.389014816045659e-10	9.20074708519293e-11	6.462399340950785e-11	1.5502544579518618e-18	2.2539720633075064e-13	1.4397452693890026e-12	7.801854926279547e-13	8.777660595271267e-14	6.77392260696044e-08	8.931787666203746e-13	3.239025091358337e-08	1.9688747827317644e-13	1.835715982817512e-13	1.2576082241787614e-12	1.7747654438341843e-18	2.5060878186531818e-15	1.8800519842887817e-16	1.8247554945374906e-15	5.6448668698175744e-11	4.489470047028626e-10	1.0533269099676519e-10	8.32	0.0166	17.4	0.0145	2101.010101010101	4.191919191919192	4393.939393939394	3.6616161616161618	48.37929366231253	2.103928979434996e-12	2.700690874535095e-15	2.106629670309531e-12	3.719804026656986e-08	2.701057385310153e-12	8.334711903940017e-10	1.3895218505666768e-09	2.7342203915011657e-09	7.000000000000008e-05	3.906029130715947e-05	1.9761151005292892e-10	6.01333471935493e-08	1.0025054964529545e-07	1.9727041672117861e-07	1.5999999999999974e-06	0.12329401045073683	4.139462595041732e-12	2.0000877657527482e-07	9.234247250702066e-13	0.9999953831002942	1.0164217812553243e-07	1.2653210868211163e-12	4.102369906102153e-13	1.6755580774313317e-12	6.096849394202074e-08	4.2319226654140584e-13	2.0073575970478048e-10	2.5190617205839973e-13	2.0000969999999987e-07	2.879142457023951	0.9999949170110901	0.9987180039697542	0.7551639682707281	0.0007710641451118192	4.837237930838878e-05	0.7197856142559877	2.5686961515014524
