E	E_P_1	P	E_M	T	E_P2	P2	M	E_P_2
8.009715681615792e-05	5.947288293311661e-05	0.9365914842861823	3.2490886791745642e-06	0.00422359746543631	2.5085641934829797e-08	0.0028441581671019346	0.056270857238097445	7.155785929616116e-06
8.016163024308756e-05	5.919540825115885e-05	0.9314720839707984	3.4934267644311275e-06	0.004932403899250114	2.7135554329037802e-08	0.0030736357914061003	0.060452037968790305	7.122399186993478e-06
8.022758339809503e-05	5.8920014094266876e-05	0.9263765335928544	3.733960715143572e-06	0.00569218380140818	2.9178985943110407e-08	0.0033019518985354266	0.06455955829060187	7.089262806551442e-06
8.0295000258448e-05	5.8646663238642664e-05	0.9213046552827755	3.970748103707676e-06	0.006502144471171088	3.121609050904424e-08	0.0035291147752730847	0.0685943804710407	7.056372308692646e-06
8.036386516420679e-05	5.8375319313463626e-05	0.9162562743493747	4.203845187763038e-06	0.007361505176671634	3.324701808795696e-08	0.0037551325587036758	0.07255745178041607	7.023723316478628e-06
8.043416280688899e-05	5.810594677498352e-05	0.9112312192050301	4.433306950433392e-06	0.008269496874071077	3.5271915177818185e-08	0.0039800132397443035	0.07644970484396331	6.991311552516321e-06
8.050587821724296e-05	5.7838510882013754e-05	0.9062293212905199	4.65918713993317e-06	0.009225361925401616	3.729092481024441e-08	0.0042037646666915115	0.08027205799560617	6.959132835999895e-06
8.057899675379295e-05	5.757297767408332e-05	0.9012504150079554	4.88153830545476e-06	0.010228353847806229	3.930418663813111e-08	0.0044263945483874224	0.08402541559260665	6.927183080030863e-06
8.065350409546862e-05	5.7309313948745916e-05	0.8962943376539846	5.100411829715996e-06	0.011277737063274057	4.131183702817421e-08	0.004647910457372382	0.08771066832946632	6.8954582890413234e-06
8.072938623018844e-05	5.7047487240732e-05	0.8913609293561225	5.315857963720464e-06	0.012372786660886306	4.3314009144754344e-08	0.0048683198328910385	0.09132869353633226	6.863954556214372e-06
8.080662943327087e-05	5.678746580232595e-05	0.8864500330151378	5.527925870806761e-06	0.013512788182060764	4.531083302707375e-08	0.005087629983613247	0.09488035544862344	6.8326680605693785e-06
8.088522028941037e-05	5.6529218586776975e-05	0.8815614942383694	5.736663621775745e-06	0.014697037371634622	4.730243564798065e-08	0.0053058480907810296	0.09836650551950626	6.801595066388961e-06
8.09651456469758e-05	5.6272715217565984e-05	0.8766951612834003	5.9421182761993476e-06	0.01592483996823846	4.9288941060112945e-08	0.005522981210870619	0.10178798268313949	6.770731918198794e-06
8.104639264199267e-05	5.601792599292469e-05	0.8718508850013084	6.1443358534440826e-06	0.01719551149261187	5.1270470352072037e-08	0.005739036278270176	0.10514561362045381	6.740075041286523e-06
8.112894864710527e-05	5.5764821838782896e-05	0.8670285187838103	6.343361435225226e-06	0.018508377052974746	5.324714184540868e-08	0.005954020107780494	0.10844021300408398	6.709620937041223e-06
8.12128013071698e-05	5.551337430924658e-05	0.8622279184663398	6.5392391302159945e-06	0.01986277098149326	5.5219071095709316e-08	0.00616793939918293	0.1116725839542935	6.679366182271945e-06
8.129793851236294e-05	5.5263555573428655e-05	0.8574489423622105	6.732012115461636e-06	0.021258036967383497	5.7186370946179476e-08	0.0063808007356427575	0.11484351787327815	6.649307427800613e-06
8.138434838930779e-05	5.501533838963331e-05	0.8526914511417272	6.9217226740764405e-06	0.02269352760433147	5.91491516281509e-08	0.006592610589407765	0.11795379501292537	6.619441395354323e-06
8.147201929408229e-05	5.47686960918992e-05	0.8479553077873757	7.108412217249336e-06	0.02416860422544248	6.110752080859385e-08	0.006803375323926606	0.12100418468255172	6.589764875960599e-06
8.15609398074594e-05	5.452360257793069e-05	0.8432403775676136	7.292121302491177e-06	0.02568263680862439	6.306158364592072e-08	0.007013101195092214	0.12399544536847967	6.560274728472833e-06
8.165109872647641e-05	5.428003229260446e-05	0.8385465279774791	7.472889660470108e-06	0.027235003757186186	6.501144285254144e-08	0.007221794354047554	0.12692832501001602	6.530967877596526e-06
8.174248505826315e-05	5.4037960215789765e-05	0.8338736286946268	7.65075621478614e-06	0.028825091737866144	6.695719874246329e-08	0.0074294608492631595	0.12980356120330466	6.501841312418504e-06
8.183508801326705e-05	5.37973618471165e-05	0.8292215515388662	7.82575910573828e-06	0.030452295532532512	6.889894929440209e-08	0.007636106628450824	0.1326218813881661	6.472892084583803e-06
8.192889699802233e-05	5.3558213192861075e-05	0.8245901704165626	7.997935712214642e-06	0.03211601783383714	7.083679020063366e-08	0.00784173754119146	0.13538400310540924	6.444117306701338e-06
8.202390160834195e-05	5.3320490752581426e-05	0.819979361272362	8.167322673423108e-06	0.03381566906900784	7.277081491864426e-08	0.008046359341218765	0.13809063421902223	6.415514150734897e-06
8.212009162468926e-05	5.308417150898707e-05	0.8153890020618432	8.333955904794418e-06	0.03555066730065423	7.4701114711175e-08	0.00824997768771378	0.140742473041416	6.387079846818096e-06
8.221745700616828e-05	5.284923291439379e-05	0.8108189727072633	8.497870619152104e-06	0.037320438065220715	7.662777870495644e-08	0.008452598147398167	0.14334020853712642	6.3588116815809015e-06
8.231598788463372e-05	5.261565288053024e-05	0.8062691550591288	8.659101343965591e-06	0.03912441423330064	7.855089392602743e-08	0.00865422619635255	0.14588452049910527	6.330706996944447e-06
8.241567455909588e-05	5.238340976708102e-05	0.8017394328560283	8.817681939740485e-06	0.04096203586381234	8.04705453453415e-08	0.008854867221917148	0.14837607973280378	6.302763188737309e-06
8.251650748997762e-05	5.2152482369846016e-05	0.7972296916819102	8.973645618975645e-06	0.0428327500487653	8.23868159253549e-08	0.009054526524713393	0.1508155482521037	6.274977705275394e-06
8.26184772943331e-05	5.192284991123392e-05	0.792739818932871	9.127024961563955e-06	0.044736010793745985	8.429978665794216e-08	0.009253209320216681	0.15320357943046317	6.24734804621111e-06
8.272157474003324e-05	5.1694492028658014e-05	0.7882697037745584	9.277851933558272e-06	0.046671278863240045	8.620953660925305e-08	0.009450920740772086	0.1555408181961719	6.219871761141239e-06
8.282579074151409e-05	5.146738876723259e-05	0.7838192371159115	9.426157899582267e-06	0.04863802168828522	8.811614294596858e-08	0.009647665836840251	0.15782790114970696	6.1925464487251105e-06
8.293111635399362e-05	5.124152056709249e-05	0.7793883115640189	9.57197364276616e-06	0.05063571320164407	9.001968098719474e-08	0.009843449579132519	0.16006545677156103	6.165369755160564e-06
8.303754277050271e-05	5.1016868257358013e-05	0.7749768214026815	9.715329374453136e-06	0.052663833764343686	9.192022422829175e-08	0.010038276859630088	0.16225410551611774	6.138339373457877e-06
8.314506131569717e-05	5.079341304475394e-05	0.7705846625497684	9.856254753097187e-06	0.0547218700106251	9.381784438354482e-08	0.010232152493601694	0.164394460007323	6.111453042068187e-06
8.325366344236865e-05	5.057113650644623e-05	0.766211732530758	9.994778895748949e-06	0.05680931475537069	9.571261141471949e-08	0.010425081220859351	0.16648712515645675	6.08470854402148e-06
8.336334072679607e-05	5.035002058111356e-05	0.7618579304444972	1.0130930392671705e-05	0.05892566687182422	9.760459356474127e-08	0.010617067707380787	0.16853269831702694	6.058103705853949e-06
8.34740848643334e-05	5.0130047560253935e-05	0.7575231569315224	1.0264737321460528e-05	0.06107043117872368	9.949385739181567e-08	0.010808116546810815	0.17053176942780995	6.031636396560352e-06
8.358588766619778e-05	4.991120008199428e-05	0.7532073141482499	1.039622725716571e-05	0.06324311835125862	1.013804677932641e-07	0.010998232261687483	0.17248492112647262	6.005304526848989e-06
8.36987410536212e-05	4.969346111966685e-05	0.7489103057271869	1.0525427290895015e-05	0.06544324477607391	1.0326448804940603e-07	0.011187419305324482	0.17439272893247076	5.979106047767547e-06
8.38126370563267e-05	4.9476813978403044e-05	0.7446320367645529	1.0652364035137564e-05	0.06767033251519128	1.0514597983802239e-07	0.011375682062406236	0.17625576129490836	5.9530389502947036e-06
8.392756780592268e-05	4.926124228276801e-05	0.7403724137716515	1.0777063644178618e-05	0.06992390912639619	1.0702500328072034e-07	0.011563024851285747	0.1780745798184749	5.927101263850005e-06
8.404352553618469e-05	4.904672998169876e-05	0.7361313446682278	1.0899551808327352e-05	0.07220350764992264	1.0890161691473149e-07	0.01174945192430967	0.17984973928307854	5.901291056874507e-06
8.41605025761697e-05	4.883326133135901e-05	0.7319087387392256	1.101985377992504e-05	0.07450866644993039	1.1077587776699613e-07	0.011934967469863528	0.18158178784355913	5.875606434779284e-06
8.427849134655837e-05	4.862082087818237e-05	0.7277045066183573	1.1137994395860366e-05	0.07683892916241383	1.1264784143961621e-07	0.01211957561315822	0.18327126709741967	5.850045537959319e-06
8.439748435637559e-05	4.8409393456227075e-05	0.723518560258878	1.1253998083827267e-05	0.07919384459236481	1.1451756211234991e-07	0.012303280417616014	0.18491871221550008	5.8246065414577536e-06
8.451747420443276e-05	4.8198964221904125e-05	0.7193508129066031	1.1367888822383329e-05	0.08157296662027866	1.1638509234670967e-07	0.012486085886148302	0.1865246520611769	5.799287658933109e-06
8.463845357808915e-05	4.7989518660647516e-05	0.7152011790799864	1.147969013483125e-05	0.08397585413645918	1.1825048304362721e-07	0.012667995962104203	0.1880896092750308	5.774087143388485e-06
8.476041523450644e-05	4.778104245470151e-05	0.7110695745387793	1.1589425254627631e-05	0.08640207092891657	1.2011378413035008e-07	0.012849014530766329	0.18961410041677493	5.749003272034095e-06
8.488335198734686e-05	4.757352137700035e-05	0.706955916269651	1.1697117256252534e-05	0.08885118563949766	1.2197504510999452e-07	0.013029145420048712	0.19109863602279242	5.724034334290312e-06
8.500725677423299e-05	4.736694187075177e-05	0.7028601224498205	1.1802788347990912e-05	0.09132277163483171	1.2383431219296074e-07	0.013208392402171294	0.19254372076995324	5.699178694831416e-06
8.5132122562183e-05	4.716129049641368e-05	0.6987821124408204	1.1906460568702938e-05	0.09381640699551583	1.2569163032542833e-07	0.013386759194008507	0.19394985349221971	5.674434742374996e-06
8.525794240560502e-05	4.695655386757879e-05	0.6947218067677294	1.2008155820250043e-05	0.09633167444267465	1.2754704519502052e-07	0.013564249458094133	0.19531752727390958	5.6498008613711564e-06
8.53847094143554e-05	4.675271903823505e-05	0.6906791270576391	1.2107895452772229e-05	0.09886816111040912	1.2940059954060338e-07	0.013740866805473083	0.1966472297358953	5.625275495096755e-06
8.551241675879394e-05	4.654977325776917e-05	0.6866539960317318	1.2205700538858372e-05	0.1014254585265144	1.3125233523529266e-07	0.01391661479611496	0.19793944306239983	5.600857109343265e-06
8.564105767820792e-05	4.6347704025742064e-05	0.6826463375679297	1.2301591803322364e-05	0.10400316287771796	1.3310229287394247e-07	0.014091496936003643	0.1991946436760291	5.5765441998537455e-06
8.577062546492099e-05	4.61464990734185e-05	0.6786560765827131	1.2395589659611992e-05	0.10660087455122869	1.349505118227132e-07	0.014265516682676286	0.20041330280884914	5.552335290225851e-06
8.590111346351899e-05	4.594614636167189e-05	0.6746831390250101	1.2487714212874529e-05	0.10921819812395123	1.3679703022013466e-07	0.014438677445527041	0.20159588651897742	5.528228931714488e-06
8.603251507114541e-05	4.574663407907968e-05	0.6707274518781015	1.2577985261815229e-05	0.1118547423840922	1.3864188499678962e-07	0.014610982585737103	0.2027428556671426	5.504223702962924e-06
8.616482373518442e-05	4.554795063789011e-05	0.6667889431405706	1.2666422305503362e-05	0.11451012026997588	1.4048511188739066e-07	0.014782435417184579	0.20385466599600624	5.480318209534754e-06
8.629803295007474e-05	4.535008466881339e-05	0.6628675418008757	1.2753044552380189e-05	0.11718394878292378	1.4232674544943913e-07	0.014953039207651642	0.20493176824150117	5.456511083282283e-06
8.643213625400705e-05	4.5153025015560356e-05	0.6589631778105526	1.2837870929661685e-05	0.11987584889980568	1.4416681908224584e-07	0.01512279718010218	0.20597460824579575	5.432800981688709e-06
8.656712722985924e-05	4.495676073619655e-05	0.6550757820923679	1.2920920080889353e-05	0.12258544559970898	1.4600536502274235e-07	0.015291712512293179	0.2069836269228619	5.409186588032133e-06
8.670299949932591e-05	4.476128109168484e-05	0.6512052864941588	1.3002210384588467e-05	0.12531236771754367	1.4784241439040199e-07	0.015459788338981166	0.2079592604488179	5.385666610010405e-06
8.683974672219151e-05	4.456657554667718e-05	0.6473516237812053	1.3081759954123621e-05	0.1280562479141711	1.4967799717916723e-07	0.015627027752279136	0.2089019402990688	5.362239779828546e-06
8.697736259421427e-05	4.437263376537982e-05	0.6435147276166953	1.31595866444316e-05	0.13081672262274535	1.5151214227380094e-07	0.01579343380260058	0.20981209332055517	5.338904853700533e-06
8.711584084417331e-05	4.417944560592464e-05	0.6396945325417528	1.3235708061248054e-05	0.13359343197901935	1.533448774712729e-07	0.01595900949960574	0.21069014182046863	5.315660611182736e-06
8.725517523321388e-05	4.3987001119528994e-05	0.6358909739673503	1.3310141562702458e-05	0.13638601980225518	1.551762294830982e-07	0.016123757812596017	0.211536503593034	5.2925058550715975e-06
8.739535955308484e-05	4.379529054606889e-05	0.6321039881579951	1.3382904266033243e-05	0.1391941335422396	1.5700622395616754e-07	0.01628768167129148	0.21235159198802916	5.2694394108568944e-06
8.75363876234319e-05	4.360430431062815e-05	0.6283335122119851	1.3454013054139589e-05	0.142017424217713	1.588348854811833e-07	0.016450783966775767	0.2131358159911519	5.246460126319207e-06
8.7678253289512e-05	4.3414033020852276e-05	0.6245794840470869	1.352348458082929e-05	0.14485554637260042	1.6066223759953402e-07	0.016613067552181292	0.2138895802814232	5.223566871206932e-06
8.782095042138621e-05	4.322446746339527e-05	0.6208418423854506	1.3591335275587574e-05	0.14770815802993706	1.624883028215432e-07	0.01677453524341241	0.21461328529162366	5.200758536809444e-06
8.796447291144568e-05	4.3035598600563097e-05	0.6171205267327188	1.3657581349799715e-05	0.150574920627193	1.6431310263607494e-07	0.01693518982014452	0.2153073272928574	5.17803403555547e-06
8.810881467226933e-05	4.284741756731766e-05	0.6134154773688151	1.3722238802244465e-05	0.15345549898826324	1.6613665752070355e-07	0.017095034026265877	0.21597209843133025	5.155392300647868e-06
8.825396963487113e-05	4.265991566815654e-05	0.6097266353301288	1.37853234243309e-05	0.15634956127402383	1.6795898695426462e-07	0.017254070570735604	0.2166079867947488	5.132832285687215e-06
8.839993174707769e-05	4.247308437387277e-05	0.6060539423916685	1.3846850805334743e-05	0.15925677892080042	1.6978010942775553e-07	0.017412302128431346	0.21721537649084904	5.1103529642870665e-06
8.854669497650411e-05	4.228691532415907e-05	0.6023973410636645	1.3906836326502342e-05	0.16217682664331434	1.7160004243850485e-07	0.017569731340325023	0.21779464764767484	5.087953330395997e-06
8.869425330275673e-05	4.210140031771186e-05	0.5987567745629234	1.3965295179916713e-05	0.16510938233595104	1.73418802522063e-07	0.017726360814843963	0.2183461765395866	5.065632397092661e-06
8.884260071007222e-05	4.191653130468038e-05	0.5951321868140502	1.4022242384303243e-05	0.16805412709023318	1.7523640527893182e-07	0.01788219312782646	0.21887033556860247	5.043389195665233e-06
8.899173119440124e-05	4.1732300391882734e-05	0.5915235224247295	1.407769277209819e-05	0.17101074511264852	1.770528653585676e-07	0.018037230823698378	0.21936749337012024	5.021222776259286e-06
8.914163877409641e-05	4.1548699857486386e-05	0.5879307266777432	1.4131660962385204e-05	0.17397892370775897	1.7886819639773267e-07	0.018191476415860944	0.21983801483741314	4.999132209634296e-06
8.929231749121582e-05	4.136572215209796e-05	0.5843537455171571	1.4184161358376706e-05	0.1769583532379997	1.8068241101520484e-07	0.01834493238735392	0.22028226117498267	4.977116587294321e-06
8.944376135933357e-05	4.118335981859715e-05	0.5807925255345499	1.423520828897397e-05	0.17994872708224993	1.8249552116196017e-07	0.018497601191522793	0.2207005899530389	4.955175011933381e-06
8.959596438120147e-05	4.100160553002734e-05	0.5772470139562389	1.4284815948915991e-05	0.18294974160155736	1.8430753792842228e-07	0.018649485252631336	0.22109335515395576	4.93330660192681e-06
8.97489205577743e-05	4.0820452137218547e-05	0.5737171586296197	1.4332998337058058e-05	0.18596109610221145	1.8611847126694806e-07	0.018800586966515986	0.22146090722221273	4.911510496682175e-06
8.99026240530948e-05	4.0639892804109385e-05	0.5702029080123858	1.4379768940794754e-05	0.18898249280365456	1.879283296839134e-07	0.01895090870109096	0.22180359310692377	4.889785872317175e-06
9.005706875370127e-05	4.0459920438556665e-05	0.5667042111461054	1.4425141805909509e-05	0.19201363672314053	1.8973712225469724e-07	0.019100452797637814	0.22212175640187207	4.868131879577888e-06
9.021224879783713e-05	4.0280528482092974e-05	0.5632210177050929	1.4469130139275285e-05	0.1950542359963186	1.915448557624075e-07	0.019249221568528853	0.22241573697885977	4.846547725032213e-06
