pSmad2_n	pGFP-Smad2_c	pGFP-Smad2_n	pSmad2_c	Smad4_n	Smad4_c	R_act	GFP-Smad2_c	Smad2_n	pGFP-Smad2/pSmad2_n	pGFP-Smad2/Smad4_n	pSmad2/Smad4_c	pSmad2/pSmad2_c	pGFP-Smad2/pGFP-Smad2_c	GFP-Smad2_n	Smad2_c	pGFP-Smad2/pSmad2_c	pSmad2/Smad4_n	R	pSmad2/pSmad2_n	pGFP-Smad2/pGFP_Smad2_n	pGFP-Smad2/Smad4_c	R_inact	SB-431542	Values[CIF (complex import factor)]	Values[Kdiss (dissociation constant of Smad complexes)]	Values[Kdiss SB (dissociation constant of the SB/receptor interaction)]
0.00021720894874878506	0.008769394427242295	0.00021720894874878506	0.008769394427242295	50.78064428415825	50.77258817285083	0.07085751300774269	60.57685291190887	28.51456986862484	4.059481100677244e-08	0.0006060247120741733	0.004020886111503543	4.4666301293380123e-07	4.4666301293380133e-07	28.51456986862484	60.57685291190887	4.4666301293380133e-07	0.0006060247120741734	0.9291424869922578	4.0594811006772435e-08	4.059481100677245e-08	0.004020886111503541	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0002563894044995429	0.009740538726141532	0.00025638940449954284	0.009740538726141532	50.78056984975391	50.771023244699656	0.07539875435314565	60.575094295723986	28.514503823583574	5.724765850628364e-08	0.0007644924115245156	0.004749935871100558	5.883890659043808e-07	5.883890659043808e-07	28.514503823583574	60.575094295723986	5.88389065904381e-07	0.0007644924115245158	0.9246012456468548	5.724765850628364e-08	5.7247658506283664e-08	0.004749935871100558	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.00029952996152385466	0.010740173948032072	0.0002995299615238546	0.010740173948032073	50.78048395766261	50.7693028138503	0.0799178001007303	60.573229292095405	28.514428196345445	7.890406841847587e-08	0.0009497282065683288	0.005547468586793372	7.606262757294308e-07	7.606262757294308e-07	28.514428196345445	60.573229292095405	7.60626275729431e-07	0.0009497282065683289	0.9200821998992701	7.89040684184759e-08	7.890406841847591e-08	0.005547468586793372	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0003467854057845004	0.011766233109962512	0.00034678540578450036	0.011766233109962514	50.78038588657374	50.767424351911814	0.08441475873285309	60.571258674987035	28.514342508600603	1.065753556592239e-07	0.001163974199388501	0.006413919622824384	9.670845013051496e-07	9.670845013051496e-07	28.514342508600603	60.571258674987035	9.670845013051498e-07	0.0011639741993885013	0.9155852412671474	1.0657535565922392e-07	1.0657535565922392e-07	0.006413919622824384	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0003983169333374689	0.012816847087017651	0.0003983169333374688	0.012816847087017658	50.78027494763294	50.76538571508819	0.0888897382016563	60.56918321158119	28.51424629359971	1.4138453457827069e-07	0.001409462734125703	0.007349529195721752	1.2115755328656136e-06	1.2115755328656136e-06	28.51424629359971	60.56918321158119	1.2115755328656138e-06	0.0014094627341257032	0.9111102617983441	1.413845345782707e-07	1.4138453457827069e-07	0.007349529195721753	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.00045429233446794094	0.013890323797043748	0.00045429233446794083	0.013890323797043753	50.78015048479135	50.76318510250572	0.09334284593165941	60.567003662362254	28.514139096012016	1.8456798626589703e-07	0.0016884110317252805	0.008354365497170715	1.4979969058324934e-06	1.4979969058324932e-06	28.514139096012016	60.567003662362254	1.4979969058324934e-06	0.0016884110317252807	0.9066571540683408	1.8456798626589703e-07	1.8456798626589703e-07	0.008354365497170715	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0005148859714563007	0.0149851296329798	0.0005148859714563007	0.014985129632979806	50.78001187474417	50.760821019042424	0.09777418882233797	60.5647207811995	28.514020471786075	2.3747661088353762e-07	0.0020030166521393788	0.009428345291896475	1.8303171018830985e-06	1.8303171018830975e-06	28.514020471786075	60.5647207811995	1.8303171018830979e-06	0.0020030166521393796	0.9022258111776624	2.3747661088353762e-07	2.3747661088353762e-07	0.009428345291896473	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0005802785952996562	0.016099872884161398	0.0005802785952996561	0.016099872884161405	50.77985852654474	50.758292242142865	0.1021838732506897	60.56233531542898	28.51388998801226	3.015765262345346e-07	0.0023554536695648545	0.010571252280120569	2.2125620965565844e-06	2.212562096556583e-06	28.51388998801226	60.56233531542898	2.212562096556583e-06	0.0023554536695648554	0.8978161267493108	3.0157652623453466e-07	3.015765262345346e-07	0.010571252280120569	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0006506570426260266	0.017233288927870186	0.0006506570426260265	0.017233288927870197	50.779689880972604	50.75559779218186	0.10657200507378808	60.55984800593464	28.513747222785753	3.7844936443816387e-07	0.002747869461629317	0.011782753469438256	2.648803180187296e-06	2.6488031801872934e-06	28.513747222785753	60.55984800593464	2.6488031801872943e-06	0.0027478694616293185	0.8934279949262123	3.78449364438164e-07	3.784493644381638e-07	0.011782753469438252	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0007262138436883095	0.01838422699692779	0.0007262138436883094	0.018384226996927797	50.77950540971434	50.75273690598839	0.11093868963132375	60.55725958722844	28.51359176506936	4.6979221782365666e-07	0.0031823820292430477	0.013062413773887206	3.143145966795484e-06	3.143145966795481e-06	28.51359176506936	60.55725958722844	3.1431459667954822e-06	0.003182382029243049	0.8890613103686767	4.6979221782365687e-07	4.697922178236566e-07	0.013062413773887203	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0008071467572714046	0.019551638407691804	0.0008071467572714045	0.019551638407691807	50.77930461438816	50.749709013298876	0.11528403174813304	60.55457078752966	28.51342321455597	5.774172667684854e-07	0.003661077799624119	0.014409708970061321	3.6997205280882903e-06	3.6997205280882865e-06	28.51342321455597	60.55457078752966	3.6997205280882878e-06	0.003661077799624121	0.8847159682518674	5.774172667684855e-07	5.774172667684852e-07	0.014409708970061316	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0008936582769323851	0.020734565955612908	0.000893658276932385	0.02073456595561291	50.77908702549777	50.746513715553526	0.11960813573671433	60.551782328843345	28.51324118152964	7.032511664061738e-07	0.004186009788706618	0.01582403733881746	4.322672505454209e-06	4.322672505454205e-06	28.51324118152964	60.551782328843345	4.322672505454207e-06	0.004186009788706621	0.880391864263286	7.032511664061739e-07	7.032511664061735e-07	0.015824037338817456	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0009859551044862785	0.02193213447521247	0.0009859551044862783	0.02193213447521247	50.77885220130801	50.743150767029704	0.12391110539973238	60.54889492703784	28.51304528672564	8.493341978351935e-07	0.004759196125348031	0.017304729996431664	5.016155170928928e-06	5.016155170928923e-06	28.51304528672564	60.54889492703784	5.016155170928925e-06	0.004759196125348034	0.876088894600268	8.493341978351938e-07	8.493341978351931e-07	0.01730472999643166	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0010842475909246753	0.02314354249449501	0.001084247590924675	0.023143542494495014	50.77859972664439	50.739620058170885	0.1281930440325099	60.5459092919214	28.51283516118973	1.0178192102324178e-06	0.005382618916332689	0.018851059994484852	5.784322336853575e-06	5.784322336853571e-06	28.51283516118973	60.5459092919214	5.784322336853572e-06	0.005382618916332693	0.8718069559674906	1.0178192102324183e-06	1.0178192102324174e-06	0.01885105999448485	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0011887491953540637	0.024368054685031573	0.0011887491953540632	0.024368054685031573	50.77832921171297	50.73592160051472	0.13245405442550726	60.542826127318	28.512610446135575	1.2109704260087888e-06	0.006058223321599306	0.02046225052320511	6.631322017044715e-06	6.631322017044712e-06	28.512610446135575	60.542826127318	6.631322017044713e-06	0.00605822332159931	0.8675459455744932	1.2109704260087895e-06	1.2109704260087884e-06	0.020462250523205106	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.001299675949780857	0.025604995118108945	0.001299675949780857	0.025604995118108945	50.77804029091869	50.732055513239665	0.13669423886679027	60.53964613114212	28.512370792800713	1.431162111737469e-06	0.006787916852817362	0.022137482207393172	7.561290772908648e-06	7.5612907729086435e-06	28.512370792800713	60.53964613114212	7.561290772908644e-06	0.006787916852817365	0.8633057611332101	1.43116211173747e-06	1.4311621117374689e-06	0.022137482207393165	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0014172459347698895	0.02685374125910396	0.0014172459347698892	0.02685374125910396	50.77773262169252	50.72802201119445	0.1409136991444854	60.53636999547268	28.512115862301336	1.6808771316386588e-06	0.007573568871045642	0.023875899571349682	8.578348694698952e-06	8.578348694698947e-06	28.512115862301336	60.53636999547268	8.578348694698949e-06	0.007573568871045647	0.859086300855515	1.68087713163866e-06	1.6808771316386584e-06	0.02387589957134967	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0015416787626455755	0.028113718607284156	0.0015416787626455748	0.028113718607284156	50.777405883323624	50.723821394223215	0.14511253654922338	60.532998406626156	28.511845325486444	1.9627054338085937e-06	0.00841701025850379	0.02567661677810432	9.68659489393357e-06	9.686594893933568e-06	28.511845325486444	60.532998406626156	9.686594893933566e-06	0.008417010258503794	0.8548874634507768	1.9627054338085946e-06	1.9627054338085933e-06	0.02567661677810431	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0016731950907986769	0.029384395891693837	0.0016731950907986765	0.029384395891693837	50.777059775838566	50.71945403760857	0.14929085187657065	60.529532045228436	28.511558862790583	2.279342464859867e-06	0.009320033219475532	0.027538722742496455	1.0890103508915952e-05	1.089010350891595e-05	28.511558862790583	60.529532045228436	1.089010350891595e-05	0.009320033219475537	0.8507091481234297	2.2793424648598683e-06	2.279342464859866e-06	0.027538722742496444	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0018120161638634997	0.030665280766389243	0.0018120161638634988	0.030665280766389243	50.77669401892647	50.71492038351826	0.1534487454294492	60.525971586286225	28.511256164085587	2.6335875357973035e-06	0.010284391194516762	0.029461285682374147	1.2192920160150487e-05	1.2192920160150486e-05	28.511256164085587	60.525971586286225	1.2192920160150482e-05	0.010284391194516766	0.8465512545705511	2.6335875357973043e-06	2.6335875357973027e-06	0.029461285682374144	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.001958363371474099	0.0319559159839201	0.0019583633714740987	0.031955915983920107	50.77630835088707	50.710220933411975	0.1575863170205442	60.522317699257144	28.510936928532058	3.0283421630937018e-06	0.01131179889261379	0.031443357132694555	1.3599058772283938e-05	1.3599058772283935e-05	28.510936928532058	60.522317699257144	1.359905877228393e-05	0.011311798892613797	0.8424136829794562	3.0283421630937026e-06	3.028342163093701e-06	0.03144335713269454	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0021124578393119597	0.03325587595724062	0.002112457839311959	0.03325587595724062	50.77590252763505	50.70535624122933	0.16170366597470023	60.518571048119	28.51060086443009	3.4666083909233867e-06	0.012403932400137898	0.03348397552291025	1.511249875300287e-05	1.5112498753002869e-05	28.51060086443009	60.518571048119	1.5112498753002862e-05	0.012403932400137905	0.8382963340253	3.4666083909233876e-06	3.466608390923386e-06	0.033483975522910235	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.002274520045834853	0.03456476368238171	0.002274520045834852	0.03456476368238172	50.77547632174759	50.70032690730245	0.16580089113130544	60.51473229143822	28.510247689069878	3.951487111856267e-06	0.01356242936466557	0.03558216934944071	1.673718246870138e-05	1.673718246870138e-05	28.510247689069878	60.51473229143822	1.6737182468701372e-05	0.013562429364665575	0.8341991088686949	3.9514871118562696e-06	3.951487111856267e-06	0.035582169349440695	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0024447694678558043	0.03588220799830932	0.0024447694678558034	0.03588220799830933	50.775029521561414	50.69513357294626	0.16987809084666447	60.510802082437166	28.509877128581927	4.486176385071829e-06	0.014788889244199164	0.03773695996962168	1.8477013011919327e-05	1.8477013011919327e-05	28.509877128581927	60.510802082437166	1.847701301191932e-05	0.01478888924419917	0.830121909153336	4.48617638507183e-06	4.486176385071829e-06	0.037736959969621675	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.002623424253893955	0.03720786111869059	0.002623424253893954	0.037207861118690594	50.774561930318626	50.68977691559532	0.1739353629963594	60.5067810690607	28.509488917787476	5.073969775838638e-06	0.01608487360326951	0.0399473640910571	2.033585219201526e-05	2.0335852192015256e-05	28.509488917787476	60.5067810690607	2.0335852192015252e-05	0.016084873603269517	0.8260646370036409	5.07396977583864e-06	5.073969775838637e-06	0.03994736409105709	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.002810700920292781	0.03854139644018449	0.00281070092029278	0.0385413964401845	50.77407336535235	50.6842576444957	0.17797280497759935	60.502669894041695	28.509082800049125	5.718254713673847e-06	0.017451906461570355	0.04221239595136734	2.2317518751952364e-05	2.231751875195236e-05	28.509082800049125	60.502669894041695	2.2317518751952357e-05	0.017451906461570358	0.822027195022401	5.718254713673849e-06	5.718254713673846e-06	0.04221239595136733	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0030068140774076584	0.03988250655765418	0.003006814077407657	0.039882506557654185	50.77356365732675	50.67857649681313	0.1819905137115585	60.49846919496563	28.50865852712186	6.422510883678228e-06	0.018891474668478066	0.044531069266615826	2.4425786760269707e-05	2.4425786760269696e-05	28.50865852712186	60.49846919496563	2.442578676026969e-05	0.018891474668478077	0.8180094862884416	6.422510883678232e-06	6.422510883678229e-06	0.04453106926661581	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0032119761783989337	0.04123090151035945	0.0032119761783989315	0.04123090151035945	50.77303264951727	50.67273423420485	0.18598858564570295	60.49417960433427	28.50821585900446	7.1903086426502945e-06	0.020405028316940473	0.046902398921539475	2.6664384198120127e-05	2.6664384198120123e-05	28.50821585900446	60.49417960433427	2.666438419812011e-05	0.020405028316940486	0.8140114143542975	7.190308642650298e-06	7.190308642650296e-06	0.046902398921539454	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.003426397292191824	0.0425863071912527	0.0034263972921918222	0.0425863071912527	50.77248019713567	50.666731639719046	0.1899671167561057	60.48980174962843	28.50775456379172	8.025307483987836e-06	0.02199398117527335	0.04932540247830224	2.903699167047357e-05	2.903699167047356e-05	28.50775456379172	60.48980174962843	2.9036991670473546e-05	0.02199398117527336	0.8100328832438947	8.02530748398784e-06	8.025307483987838e-06	0.049325402478302215	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0036502848981002727	0.043948463934928676	0.0036502848981002705	0.04394846393492867	50.77190616669472	50.660569515053005	0.1939262025497508	60.48533625336978	28.50727441752744	8.931254539897343e-06	0.023659711143751087	0.051799101486212536	3.154724126604704e-05	3.154724126604703e-05	28.50727441752744	60.48533625336978	3.154724126604702e-05	0.023659711143751098	0.8060737974502494	8.931254539897347e-06	8.931254539897345e-06	0.051799101486212515	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0038838437022372797	0.045317125245557116	0.003883843702237277	0.04531712524555711	50.77131043541365	50.65424867809229	0.19786593806682606	60.48078373318183	28.50677520405832	9.911983130141873e-06	0.025403560724477272	0.054322522636091254	3.419871553757761e-05	3.41987155375776e-05	28.50677520405832	60.48078373318183	3.419871553757759e-05	0.02540356072447729	0.8021340619331742	9.91198313014188e-06	9.911983130141877e-06	0.05432252263609124	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.004127275473501951	0.04669205665361836	0.004127275473501948	0.046692056653618356	50.770692890660676	50.64776996070833	0.20178641788300444	60.47614480184984	28.506256714889	1.0971411361333708e-05	0.02722683750314812	0.056894698772034985	3.6994946583937026e-05	3.699494658393702e-05	28.506256714889	60.47614480184984	3.699494658393701e-05	0.02722683750314813	0.7982135821169959	1.0971411361333715e-05	1.0971411361333711e-05	0.05689469877203497	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.004380778898563513	0.04807303470000259	0.004380778898563509	0.04807303470000258	50.77005342943139	50.64113420681168	0.20568773611171448	60.47142006737999	28.505718749038078	1.2113540774037516e-05	0.029130814642901622	0.05951466976216763	3.9939415236891006e-05	3.993941523689099e-05	28.505718749038078	60.47142006737999	3.9939415236890985e-05	0.02913081464290163	0.7943122638882858	1.2113540774037523e-05	1.211354077403752e-05	0.05951466976216762	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.00464454945395618	0.04945984601172742	0.004644549453956179	0.04945984601172741	50.769391957860506	50.634342270588654	0.20956998640639954	60.46661013305757	28.505161112895596	1.334245504601719e-05	0.031116731381274538	0.06218148326886527	4.303555032573565e-05	4.303555032573564e-05	28.505161112895596	60.46661013305757	4.303555032573564e-05	0.03111673138127455	0.7904300135936007	1.3342455046017196e-05	1.3342455046017194e-05	0.06218148326886527	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.0049187792938659115	0.05085228648357589	0.004918779293865909	0.05085228648357589	50.76870839076404	50.62739501495058	0.2134332619627659	60.46171559750432	28.50458362008171	1.4662318745639029e-05	0.03318579353584224	0.06489419540229655	4.6286728031702914e-05	4.6286728031702914e-05	28.50458362008171	60.46171559750432	4.628672803170291e-05	0.03318579353584225	0.7865667380372342	1.4662318745639034e-05	1.4662318745639034e-05	0.06489419540229655	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.005203657153747257	0.05225016053396658	0.005203657153747255	0.05225016053396658	50.76800265121267	50.620293310131515	0.21727765552102024	60.45673705473487	28.50398609130691	1.607737614237927e-05	0.03533917400910942	0.06765187129306961	4.9696271306021316e-05	4.9696271306021316e-05	28.50398609130691	60.45673705473487	4.96962713060213e-05	0.035339174009109436	0.7827223444789798	1.607737614237928e-05	1.6077376142379276e-05	0.0676518712930696	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.005499368267527657	0.0536532804407813	0.0054993682675276555	0.053653280440781305	50.76727467013228	50.61303803244618	0.22110325936809555	60.45167509421227	28.503368354233587	1.7591950070679397e-05	0.037578013296344	0.07045358557756867	5.32674493593049e-05	5.32674493593049e-05	28.503368354233587	60.45167509421227	5.326744935930489e-05	0.03757801329634401	0.7788967406319047	1.7591950070679407e-05	1.7591950070679407e-05	0.07045358557756866	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.005806094297442052	0.05506146574373184	0.0058060942974420505	0.05506146574373184	50.766524385930055	50.605630063180904	0.22491016533986677	60.44653030090279	28.502730243339307	1.9210440850057584e-05	0.03990341999326602	0.0732984228111715	5.7003477208725135e-05	5.7003477208725135e-05	28.502730243339307	60.44653030090279	5.700347720872512e-05	0.03990341999326604	0.7750898346601336	1.9210440850057595e-05	1.921044085005759e-05	0.07329842281117149	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.006124013275708847	0.05647454270375127	0.006124013275708846	0.05647454270375126	50.76575174414494	50.59807028759856	0.22869846482335549	60.44130325532973	28.50207159978164	2.0937325260979357e-05	0.04231647130154744	0.07618547782008674	6.090751527955651e-05	6.090751527955651e-05	28.50207159978164	60.44130325532973	6.0907515279556496e-05	0.04231647130154746	0.7713015351766448	2.093732526097937e-05	2.0937325260979367e-05	0.07618547782008672	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
0.006453299557198915	0.057892343820254495	0.006453299557198914	0.05789234382025448	50.764956697120894	50.590359594059116	0.2324682487589233	60.435994533626456	28.501392271264592	2.2777155574287677e-05	0.044818213533197905	0.07911385599085037	6.498266906295467e-05	6.498266906295465e-05	28.501392271264592	60.435994533626456	6.498266906295465e-05	0.04481821353319792	0.767531751241077	2.2777155574287684e-05	2.277715557428768e-05	0.07911385599085036	0.0	0.0	5.67197	8.699169999999988	682.9559999999985
