II	IIa	M	P2
0.6936900722421911	0.09349362898656063	0.21220549317033022	0.0006108056009181647
0.690223376304782	0.09562238001543621	0.21353653388260949	0.0006177097971723858
0.6867740050793771	0.09776428905759336	0.21483712662203672	0.0006245792409929874
0.6833418719862318	0.09991905358061214	0.21610766032709564	0.0006314141060604683
0.6799268908782845	0.10208637492046908	0.21734851963605908	0.0006382145651873592
0.6765289760389888	0.10426595823783039	0.2185600849328584	0.000644980790322568
0.6731480421801638	0.10645751247607331	0.2197427323912073	0.000651712952555694
0.6697840044398539	0.10866075031940839	0.22089683401861657	0.0006584112221213208
0.666436778380198	0.11087538815141312	0.22202275769998575	0.0006650757684032913
0.6631062799853105	0.11310114601400802	0.22312086724074273	0.0006717067599389574
0.6597924256591747	0.11533774756732855	0.22419152240907342	0.0006783043644234062
0.656495132223543	0.11758492004917107	0.2252350789785723	0.0006848687487136735
0.6532143169158473	0.11984239423510956	0.22625188877021027	0.0006914000788329335
0.6499498973871228	0.12210990439930268	0.22724229969359996	0.0006978985199746652
0.646701791699941	0.12438718827556267	0.22820665578798963	0.0007043642365067978
0.6434699183263529	0.1266739870188263	0.22914529726284508	0.0007107973919758382
0.6402541961458432	0.1289700451672003	0.2300585605378456	0.0007171981491109729
0.6370545444432969	0.13127511060468477	0.23094677828219037	0.0007235666698281491
0.6338708829069684	0.13358893452309628	0.23181027945470137	0.0007299031152341466
0.6307031316264676	0.13591127138539022	0.23264938934251164	0.0007362076456306193
0.6275512110907541	0.1382418788891567	0.2334644295995711	0.000742480420518119
0.6244150421861412	0.14058051793045656	0.23425571828480218	0.0007487215986000981
0.6212945461943099	0.1429269525680395	0.2350235698998638	0.0007549313377868946
0.6181896447903372	0.14528094998863297	0.23576829542583028	0.0007611097951996866
0.6151002600407268	0.14764228047136896	0.23649020236072998	0.0007672571271744434
0.6120263144014508	0.1500107173527563	0.23718959475652712	0.0007733734892658537
0.6089677307160052	0.15238603699269068	0.23786677325505304	0.0007794590362512266
0.6059244322134725	0.1547680187405034	0.23852203512388995	0.0007855139221343769
