CP	CP2	TF	M	IC	CPtot
0.03407260280294228	0.2705535924257817	0.011533470926525496	0.9109995733667349	0.4884665290734738	1.5521128458014533
0.03218508703207825	0.28876580537887786	0.01057192168827004	0.8255801749156094	0.48942807831172924	1.5885728544132922
0.03022577130305589	0.29436405341046307	0.010255593854268854	0.7481508497166423	0.4897444061457304	1.598442690415443
0.028222963840981302	0.2884250847779244	0.010428204762622444	0.6780764722491358	0.4895717952373767	1.5842167238715834
0.026195584694234816	0.27226593737114996	0.011065806243649074	0.6147610563518796	0.4889341937563502	1.5485958469492351
0.024157639287489523	0.24733634856431888	0.012243932926837595	0.5576840351028788	0.4877560670731618	1.4943424705624508
0.02212212046758619	0.21519895748925688	0.014157368150437622	0.5064395223989193	0.4858426318495618	1.4242052991452236
0.020105829419896876	0.17759015571255773	0.017196067828646855	0.4608144840932677	0.48280393217135253	1.3408940051877174
0.01813782636228236	0.13660094727528788	0.022120301110954428	0.42098455219668734	0.47787969888904497	1.247099118690948
0.01627842178043585	0.09506970747237728	0.03042117735200907	0.388056693998643	0.4695788226479903	1.1455754820211708
0.01466693282604748	0.057228497610459256	0.04488093108692217	0.3656298606879375	0.4551190689130774	1.0393620658731206
0.013627054723643058	0.028814976232529137	0.069467515645499	0.36373200640499825	0.43053248435450053	0.9323219758977025
0.013746322402691236	0.013796178528364334	0.10559528326816214	0.4036474615483583	0.3944047167318376	0.8301481129230951
0.015505975660418956	0.009284330186593156	0.14651176188223683	0.5092488346561735	0.3534882381177629	0.7410511122691311
0.018692073746285957	0.00955291068470714	0.18150919373639773	0.6822073670519978	0.31849080626360193	0.674779507642904
0.0227453782116976	0.012026945854180003	0.2028777582882802	0.8973297174409504	0.29712224171171947	0.6410437533434965
0.027306091870159692	0.016581439351233768	0.20568207615971987	1.1168874869986805	0.2943179238402799	0.649104818253187
0.03204804501565997	0.024369651636414358	0.1867676675929731	1.299195357741779	0.31323233240702664	0.7072520131025419
0.03621566432776105	0.037701342516564956	0.14691434631105046	1.4028261189254707	0.3530856536889493	0.8177896567387897
0.03875191092458569	0.060305331353260265	0.09588982938474269	1.4036175588256226	0.4041101706152571	0.9675829148616204
0.039337434657469326	0.09680435764843143	0.05202439890799657	1.3233780497110637	0.4479756010920033	1.1288973521383387
0.0386549438115711	0.1466516456001821	0.027495399854588248	1.2128941411557788	0.4725046001454117	1.276967435302759
0.03736921199010621	0.1986582865066598	0.017494217779029694	1.1024793849034038	0.48250578222097035	1.3996973494453666
0.03577273611625304	0.24203636662774705	0.013362828039877468	0.9999910203007534	0.4866371719601226	1.4931198132919923
