Ops	RK	Arr	G_GTP	Gt	PDE_a_Ga_GTP	Ga_GDP	R2	R3	R4	R5	R0	R1	Ga_GTP	Ca2_free	RGS	R6	Ops_G	R0_G	R1_G	R2_G	R3_G	R4_G	R5_G	R6_G	cGMP	Ga_GTP_a_PDE_a_Ga_GTP	R1_RKpost	R2_RKpost	R3_RKpost	R4_RKpost	R5_RKpost	R6_RKpost	PDE_Ga_GTP	R5_Arr	R4_Arr	R2_Arr	Ops_Gt	R3_G_GTP	R1_G_GTP	R6_Gt	R1_Arr	R2_G_GTP	R0_Gt	R4_G_GTP	R5_Gt	R3_RKpre	R5_RKpre	R1_RKpre	Ops_G_GTP	R0_RKpre	R6_Arr	R	RGS_Ga_GTP_a_PDE_a_Ga_GTP	R4_RKpre	R2_Gt	R6_G_GTP	R3_Gt	Ca2_buff	R1_Gt	R5_G_GTP	R2_RKpre	R4_Gt	R6_RKpre	R0_G_GTP	R3_Arr	Rec_wCa2_RK	Gbg	RGS_PDE_a_Ga_GTP	Ga_GTP_PDE_a_Ga_GTP	PDE	Values[background]	Values[premag]	Values[mag]	Values[predur]	Values[dur]	Values[del]	Values[preflash]	Values[testflash]	Values[stimulus]	Values[numConcFactor]	Values[kRK1_1]	Values[kRK1_2]	Values[kRK1_3]	Values[kRK1_4]	Values[kRK1_5]	Values[kRK1_6]	Values[kA1_1]	Values[kA1_2]	Values[kA1_3]	Values[kA1_4]	Values[kA1_5]	Values[kA1_6]	Values[kG1_1]	Values[kG1_2]	Values[kG1_3]	Values[kG1_4]	Values[kG1_5]	Values[kG1_6]	Values[E]	Values[Rec_wCa2]	Values[alfamax]	Values[J]	Values[deltaJ]
0.0	14183.936555010869	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192435117	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290803747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.821963191655186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.063444991	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959821432	117.13033650468559	29.777825836723906	-2.583672390699121e-05
0.0	14183.936555042888	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192414426	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290794621	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319156912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.063444959	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959778448	117.13033650468559	29.77782583652916	-2.5836529161438193e-05
0.0	14183.936555033908	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192420512	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290798272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.821963191585056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.063444967	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959791095	117.13033650468559	29.77782583660605	-2.583660604926763e-05
0.0	14183.936555023016	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192427343	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290799555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319163034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.063444979	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959805285	117.13033650468559	29.77782583663526	-2.5836635259679497e-05
0.0	14183.93655502117	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428482	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00000129079748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319166031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807654	117.13033650468559	29.77782583659364	-2.583659363963875e-05
0.0	14183.936555021188	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428471	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290797359	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319166139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.65279195980763	117.13033650468559	29.777825836591177	-2.583659117760817e-05
0.0	14183.936555021204	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428459	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290797237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319166248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807605	117.13033650468559	29.777825836588704	-2.583658870491945e-05
0.0	14183.936555021222	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428448	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290797116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319166356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.65279195980758	117.13033650468559	29.777825836586246	-2.5836586246441584e-05
0.0	14183.93655502124	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428436	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290796995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.82196319166466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.652791959807555	117.13033650468559	29.777825836583773	-2.5836583773752864e-05
0.0	14183.936555021259	31300000.000000004	0.0	360000000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5999999192428424	3000000.0000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.000001290796874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3600000000.0000005	0.0	0.0	0.0	0.0	0.0	42.821963191665745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4201214.06344498	0.0	0.0	0.0	13350000.000000002	0.0	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	1.6605778811026237e-06	0.004194545357895101	0.0023020153005370147	0.001263372783401201	0.0006933536842550771	0.00038052056984784987	0.0	1.3738108376231658e-09	3.098191368020724e-09	6.986980659932064e-09	1.5756902316028312e-08	3.553465834257406e-08	8.013706743863011e-08	1.678601368058159e-05	9.212359631536694e-06	5.055850161670216e-06	2.774709399072479e-06	1.52279280499044e-06	8.357264107390154e-07	0.0	18.65279195980753	117.13033650468559	29.77782583658131	-2.5836581311722284e-05
