bound_BoNT/A	transloc_BoNT/A	free_BoNT/A	lytic_BoNT/A	Values[tension]
0.023979738373649098	0.5924496665348638	0.03459659542256633	0.3489739996689193	0.6510260003310807
0.022643225053600967	0.5880622301472815	0.032647075452355984	0.35664746934676006	0.6433525306532399
0.02138008504726707	0.5835494294070899	0.030807411034966356	0.3642630745106752	0.6357369254893248
0.02018643879892316	0.578922887664717	0.02907141180437626	0.37181926173198215	0.6281807382680178
0.019058591830823236	0.5741935477233047	0.02743323622146059	0.37931462422441	0.62068537577559
0.017993028716727415	0.5693717061435803	0.02588737191869018	0.3867478932210005	0.6132521067789996
0.016986406826096468	0.5644670462343242	0.02442861715071928	0.39411792978885857	0.6058820702111414
0.01603554991476405	0.5594886697303684	0.02305206329065016	0.4014237170642159	0.5985762829357841
0.015137441641089508	0.5544451271551082	0.02175307831277893	0.40866435289102193	0.5913356471089781
0.014289219058553949	0.5493444468896294	0.020527291206685432	0.4158390428451298	0.5841609571548703
0.013488166155676306	0.5441941629471831	0.01937057726854432	0.4229470936285948	0.5770529063714052
0.01273170746588274	0.5390013414950132	0.018279044222483838	0.42998790681661875	0.5700120931833812
0.012017401803232311	0.5337726061364366	0.0172490191195066	0.4369609729408231	0.563039027059177
0.011342936105601999	0.5285141620171926	0.016277035983133053	0.44386586589407095	0.556134134105929
0.010706119468092308	0.5232318187474981	0.015359824143560942	0.45070223764084727	0.5492977623591527
0.010104877323166733	0.517931012214692	0.014494297241315682	0.45746981322082425	0.5425301867791757
0.009537245836834001	0.5126168253205918	0.013677542822540386	0.46416838602003246	0.5358316139799675
0.009001366471262902	0.5072940076496694	0.012906812560129922	0.4707978133189365	0.5292021866810634
0.008495480759638206	0.5019669941747494	0.012179512989939455	0.4773580120756715	0.5226419879243285
0.008017925278229308	0.4966399229823436	0.011493196786338597	0.4838489549530872	0.5161510450469128
0.007567126822028226	0.49131665206444086	0.010845554539173666	0.4902706665743559	0.5097293334256441
0.007141597786405435	0.4860007752665787	0.010234406966921218	0.4966232199800933	0.5033767800199067
0.006739931741232767	0.4806956373760896	0.009657697587900077	0.5029067332947762	0.4970932667052238
0.006360799207601205	0.47540434838447865	0.009113485817745914	0.5091213665901728	0.4908786334098272
0.00600294362334038	0.470129797059314	0.00859994040841721	0.515267318908927	0.48473268109107304
0.005665177497375032	0.46487466371258224	0.008115333308394462	0.5213448254816468	0.47865517451835315
0.005346378747312952	0.4596414323092833	0.007658033847071225	0.5273541550963311	0.4726458449036689
0.0050454872077354196	0.4544324019455967	0.007226503232378143	0.5332956076142883	0.4667043923857117
0.0047615013180979295	0.44924969764447337	0.0068192893914873175	0.53916951164594	0.46083048835406004
0.004493474968254895	0.444095280608439	0.00643502207311241	0.544976222350192	0.45502377764980795
0.004240514501667632	0.4389709578942014	0.006072408236316474	0.5507161193678128	0.44928388063218716
0.004001775876971984	0.43387839152981256	0.0057302277106740076	0.5563896048825397	0.44361039511746025
0.0037764619646937676	0.42881910717552857	0.005407329074486772	0.5619971017852892	0.43800289821471083
0.0035638199879295656	0.4237945022753114	0.005102625781614479	0.5675390519551429	0.43246094804485713
0.0033631391106554564	0.41880585369683543	0.004815092535590759	0.5730159146569166	0.4269840853430834
0.003173748133608813	0.41385432502230823	0.004543761827654114	0.5784281650164271	0.42157183498357287
0.0029950132950572004	0.40894097350930425	0.004287720627245673	0.5837762925683911	0.41622370743160886
0.002826336227925933	0.40406675648583634	0.004046107351270626	0.5890607999349654	0.4109392000650346
0.0026671520175831826	0.39923253739236186	0.003818109005351018	0.5942822015847022	0.40571779841529776
0.002516927325646022	0.3944390916980755	0.0036029583636930725	0.5994410226125837	0.4005589773874163
0.0023751586701092524	0.38968711218668045	0.003399931473358482	0.6045377976698502	0.39546220233014984
0.0022413707486536203	0.38497721419886055	0.003208345156750584	0.6095730698957337	0.3904269301042663
0.0021151148901325774	0.38030994041396815	0.0030275547406608174	0.6145473899552368	0.38545261004476317
