S0	fwd_step1	fwd_step2	back_step2	back_step1	S1	Values[S_tot]	Values[V]	Values[V_ave]	Values[tau]
4615368106576182.0	4.0736540753529206e+18	4.0682965068403533e+18	2034148253420.177	29097529109663.723	5384631893423819.0	10.000000000000002	232.61443626339064	232.6262700147403	0.15476253571373297
4615368106576182.0	4.138269228844988e+18	4.132912089561439e+18	2066456044780.7202	29559065920321.348	5384631893423819.0	10.000000000000002	232.61443626339064	232.62608511237542	0.15476253571373297
4615368106576182.0	4.202884382337054e+18	4.197527672282525e+18	2098763836141.263	30020602730978.965	5384631893423819.0	10.000000000000002	232.61443626339064	232.62590589931418	0.15476253571373297
4615368106576182.0	4.2674995358291205e+18	4.262143255003611e+18	2131071627501.8057	30482139541636.58	5384631893423819.0	10.000000000000002	232.61443626339064	232.62573211695167	0.15476253571373297
4615368106576182.0	4.332114689321187e+18	4.326758837724696e+18	2163379418862.3486	30943676352294.195	5384631893423819.0	10.000000000000002	232.61443626339064	232.62556352212238	0.15476253571373297
4615368106576182.0	4.396729842813253e+18	4.391374420445782e+18	2195687210222.8914	31405213162951.816	5384631893423819.0	10.000000000000002	232.61443626339064	232.62539988596455	0.15476253571373297
4615368106576182.0	4.4613449963053194e+18	4.455990003166868e+18	2227995001583.4346	31866749973609.434	5384631893423819.0	10.000000000000002	232.61443626339064	232.62524099288382	0.15476253571373297
4615368106576182.0	4.525960149797387e+18	4.520605585887954e+18	2260302792943.977	32328286784267.05	5384631893423819.0	10.000000000000002	232.61443626339064	232.62508663960534	0.15476253571373297
4615368106576182.0	4.590575303289453e+18	4.58522116860904e+18	2292610584304.5205	32789823594924.67	5384631893423819.0	10.000000000000002	232.61443626339064	232.62493663430658	0.15476253571373297
4615368106576181.0	4.65519045678152e+18	4.649836751330126e+18	2324918375665.063	33251360405582.29	5384631893423820.0	10.000000000000002	232.61443626339064	232.62479079582158	0.15476253571373297
4615368106576181.0	4.719805610273586e+18	4.714452334051211e+18	2357226167025.6064	33712897216239.902	5384631893423820.0	10.000000000000002	232.61443626339064	232.6246489529115	0.15476253571373297
4615368106576181.0	4.784420763765652e+18	4.779067916772297e+18	2389533958386.149	34174434026897.527	5384631893423820.0	10.000000000000002	232.61443626339064	232.62451094359372	0.15476253571373297
4615368106576181.0	4.849035917257719e+18	4.843683499493383e+18	2421841749746.692	34635970837555.145	5384631893423820.0	10.000000000000002	232.61443626339064	232.62437661452432	0.15476253571373297
4615368106576181.0	4.913651070749785e+18	4.908299082214469e+18	2454149541107.235	35097507648212.758	5384631893423820.0	10.000000000000002	232.61443626339064	232.62424582043045	0.15476253571373297
4615368106576181.0	4.978266224241851e+18	4.972914664935555e+18	2486457332467.7773	35559044458870.38	5384631893423820.0	10.000000000000002	232.61443626339064	232.62411842358577	0.15476253571373297
4615368106576181.0	5.042881377733918e+18	5.03753024765664e+18	2518765123828.321	36020581269528.0	5384631893423820.0	10.000000000000002	232.61443626339064	232.6239942933269	0.15476253571373297
4615368106576181.0	5.107496531225985e+18	5.102145830377727e+18	2551072915188.8633	36482118080185.61	5384631893423820.0	10.000000000000002	232.61443626339064	232.62387330560622	0.15476253571373297
4615368106576181.0	5.172111684718051e+18	5.166761413098812e+18	2583380706549.4062	36943654890843.234	5384631893423820.0	10.000000000000002	232.61443626339064	232.62375534257848	0.15476253571373297
4615368106576181.0	5.236726838210118e+18	5.231376995819899e+18	2615688497909.949	37405191701500.85	5384631893423820.0	10.000000000000002	232.61443626339064	232.62364029221814	0.15476253571373297
4615368106576181.0	5.301341991702185e+18	5.295992578540983e+18	2647996289270.4927	37866728512158.47	5384631893423820.0	10.000000000000002	232.61443626339064	232.62352804796413	0.15476253571373297
4615368106576181.0	5.365957145194251e+18	5.36060816126207e+18	2680304080631.035	38328265322816.09	5384631893423820.0	10.000000000000002	232.61443626339064	232.62341850839098	0.15476253571373297
4615368106576181.0	5.430572298686318e+18	5.425223743983155e+18	2712611871991.5776	38789802133473.7	5384631893423820.0	10.000000000000002	232.61443626339064	232.62331157690286	0.15476253571373297
4615368106576181.0	5.495187452178384e+18	5.489839326704241e+18	2744919663352.121	39251338944131.32	5384631893423820.0	10.000000000000002	232.61443626339064	232.62320716144976	0.15476253571373297
4615368106576181.0	5.559802605670451e+18	5.554454909425327e+18	2777227454712.664	39712875754788.945	5384631893423820.0	10.000000000000002	232.61443626339064	232.62310517426303	0.15476253571373297
4615368106576181.0	5.624417759162518e+18	5.619070492146414e+18	2809535246073.207	40174412565446.56	5384631893423820.0	10.000000000000002	232.61443626339064	232.62300553160938	0.15476253571373297
4615368106576181.0	5.689032912654584e+18	5.683686074867499e+18	2841843037433.75	40635949376104.18	5384631893423820.0	10.000000000000002	232.61443626339064	232.6229081535614	0.15476253571373297
4615368106576181.0	5.753648066146651e+18	5.748301657588584e+18	2874150828794.293	41097486186761.8	5384631893423820.0	10.000000000000002	232.61443626339064	232.62281296378424	0.15476253571373297
4615368106576181.0	5.818263219638717e+18	5.812917240309671e+18	2906458620154.836	41559022997419.414	5384631893423820.0	10.000000000000002	232.61443626339064	232.62271988933534	0.15476253571373297
4615368106576181.0	5.882878373130784e+18	5.877532823030756e+18	2938766411515.3784	42020559808077.03	5384631893423820.0	10.000000000000002	232.61443626339064	232.62262886047887	0.15476253571373297
4615368106576181.0	5.94749352662285e+18	5.942148405751843e+18	2971074202875.9214	42482096618734.66	5384631893423820.0	10.000000000000002	232.61443626339064	232.6225398105105	0.15476253571373297
4615368106576181.0	6.012108680114917e+18	6.006763988472928e+18	3003381994236.4644	42943633429392.27	5384631893423820.0	10.000000000000002	232.61443626339064	232.62245267559524	0.15476253571373297
4615368106576181.0	6.076723833606984e+18	6.071379571194015e+18	3035689785597.008	43405170240049.88	5384631893423820.0	10.000000000000002	232.61443626339064	232.62236739461434	0.15476253571373297
4615368106576181.0	6.14133898709905e+18	6.1359951539151e+18	3067997576957.5503	43866707050707.51	5384631893423820.0	10.000000000000002	232.61443626339064	232.62228390902254	0.15476253571373297
4615368106576181.0	6.205954140591116e+18	6.200610736636187e+18	3100305368318.0933	44328243861365.125	5384631893423820.0	10.000000000000002	232.61443626339064	232.62220216271385	0.15476253571373297
4615368106576181.0	6.270569294083183e+18	6.265226319357272e+18	3132613159678.636	44789780672022.74	5384631893423820.0	10.000000000000002	232.61443626339064	232.62212210189608	0.15476253571373297
4615368106576181.0	6.335184447575249e+18	6.329841902078358e+18	3164920951039.1787	45251317482680.37	5384631893423820.0	10.000000000000002	232.61443626339064	232.62204367497247	0.15476253571373297
4615368106576181.0	6.399799601067315e+18	6.394457484799443e+18	3197228742399.722	45712854293337.98	5384631893423820.0	10.000000000000002	232.61443626339064	232.6219668324313	0.15476253571373297
4615368106576181.0	6.464414754559382e+18	6.459073067520529e+18	3229536533760.2646	46174391103995.59	5384631893423820.0	10.000000000000002	232.61443626339064	232.62189152674085	0.15476253571373297
