TF_VIIa	Xa	IXa	ATIII	VII	X	Va	IIa	VIIIa	TF_VIIa_Xa	Xa_Va	IXa_VIIIa	mIIa	VIIa	Xa_TFPI	VIIIa1_L	TF_VIIa_X	II	TF_VIIa_IX	mIIa_ATIII	TF_VIIa_Xa_TFPI	IX	TF_VIIa_ATIII	VIII	TF_VII	Xa_Va_II	IIa_ATIII	IXa_VIIIa_X	V	TF	IXa_ATIII	VIIIa2	Xa_ATIII	TFPI	Values[IIa+1.2mIIa]
0.0	8.068492045422849e-12	2.0531513609306992e-10	3.398355770618949e-06	9.950954807175624e-09	1.5997446029122158e-07	5.892936919428609e-09	8.301327820844275e-10	1.1051887494257101e-10	0.0	5.903354976787818e-11	4.205339949415579e-13	1.6631790110331136e-08	1.490451928243554e-10	8.128731095534833e-13	3.5803729815754834e-12	0.0	1.381850182264508e-06	0.0	1.4216653016365695e-09	0.0	9.000000000000001e-08	0.0	5.846779579040404e-10	0.0	4.8975032719025846e-11	2.1725450872092222e-10	8.022601768709011e-13	1.3999054498084512e-08	0.0	3.4620697351175464e-12	3.5803729815754834e-12	1.8475009598640845e-12	2.4991871268904463e-09	2.0788280914481784e-08
0.0	7.65944232801541e-12	2.047418413751288e-10	3.3979010718709454e-06	9.949749978406266e-09	1.5996692280911756e-07	6.8390561327209065e-09	8.267564315768955e-10	1.192003765249157e-10	0.0	6.332967695919392e-11	4.996006929221483e-13	1.9397562659516332e-08	1.502500215937116e-10	8.302317768126016e-13	4.271001352436503e-12	0.0	1.3786300285158243e-06	0.0	1.8560025646656147e-09	0.0	9.000000000000001e-08	0.0	5.750739253892739e-10	0.0	5.24152348481729e-11	2.372345935679415e-10	9.5509604045124e-13	1.3045198955471749e-08	0.0	3.803461891497789e-12	4.271001352436503e-12	1.8875089300505177e-12	2.4991697682231873e-09	2.4103831622996492e-08
0.0	7.401184711085106e-12	2.041533857085624e-10	3.3973778617223505e-06	9.948588193016246e-09	1.5995807772305075e-07	7.821985850020936e-09	8.274660635640765e-10	1.2764067797822543e-10	0.0	6.826933684331017e-11	5.841407078330829e-13	2.2324903571605502e-08	1.5141180698373252e-10	8.4684369249582e-13	5.013208821611696e-12	0.0	1.375175201315486e-06	0.0	2.358890251548436e-09	0.0	9.000000000000001e-08	0.0	5.656433367059699e-10	0.0	5.636044270347235e-11	2.5717835509175754e-10	1.1186357863592981e-12	1.2053384370432302e-08	0.0	4.143837797245211e-12	5.013208821611696e-12	1.9258332128075035e-12	2.4991531563075042e-09	2.761735034949068e-08
0.0	7.253453865094795e-12	2.0355039914773318e-10	3.3967818257524565e-06	9.947451774019762e-09	1.5994783937234353e-07	8.829352824792473e-09	8.32980028229781e-10	1.3589432207866003e-10	0.0	7.392540344890253e-11	6.739564390117158e-13	2.5442584652105677e-08	1.5254822598021612e-10	8.629986462686053e-13	5.805725465768185e-12	0.0	1.3714518442038985e-06	0.0	2.934535676205324e-09	0.0	9.000000000000001e-08	0.0	5.563335175842036e-10	0.0	6.086316373271725e-11	2.7719227582671895e-10	1.2924784323559377e-12	1.1035858608025928e-08	0.0	4.483165980899129e-12	5.805725465768185e-12	1.963129531389629e-12	2.499137001353731e-09	3.1364081610756586e-08
0.0	7.192431128766292e-12	2.029333931131067e-10	3.396107917535959e-06	9.946326887019702e-09	1.5993612499235438e-07	9.848405361919265e-09	8.441935243646169e-10	1.4402087471722402e-10	0.0	8.036127459322238e-11	7.688908133276388e-13	2.8781465565878235e-08	1.53673112980276e-10	8.789164325925254e-13	6.6476224824211326e-12	0.0	1.3674231135662465e-06	0.0	3.587859003779967e-09	0.0	9.000000000000001e-08	0.0	5.470863114438772e-10	0.0	6.596618997347321e-11	2.974021497562489e-10	1.4763005431494184e-12	1.0005267173514062e-08	0.0	4.821415530416196e-12	6.6476224824211326e-12	1.9998949747341437e-12	2.4991210835674073e-09	3.53819522034185e-08
0.0	7.203253754951221e-12	2.0230275068370809e-10	3.395350312664792e-06	9.945201927419623e-09	1.599228540465575e-07	1.086609346367853e-08	8.622099766870067e-10	1.5208629018581036e-10	0.0	8.763540123236259e-11	8.688307484931937e-13	3.2373928840411154e-08	1.5479807258035392e-10	8.947741228695707e-13	7.538346502582672e-12	0.0	1.363049662801428e-06	0.0	4.324534570634027e-09	0.0	9.000000000000001e-08	0.0	5.378366698162948e-10	0.0	7.170613183580706e-11	3.179576790032606e-10	1.6698627468186962e-12	8.97456500325332e-09	0.0	5.158555820979973e-12	7.538346502582672e-12	2.036529749992504e-12	2.49910522587713e-09	3.971092458518039e-08
0.0	7.276709728310129e-12	2.0165871443410986e-10	3.39450237385418e-06	9.944066547300898e-09	1.5990794749693258e-07	1.1869190144229522e-08	8.88377399048237e-10	1.6016435689163641e-10	0.0	9.580362294081189e-11	9.73711463437683e-13	3.625347351004192e-08	1.559334526990779e-10	9.107220878150128e-13	8.47776235716457e-12	0.0	1.3582899758177626e-06	0.0	5.151020343021469e-09	0.0	9.000000000000001e-08	0.0	5.285111514074956e-10	0.0	7.811505698931106e-11	3.390378731359719e-10	1.873017880265565e-12	7.956891175840373e-09	0.0	5.494556222186838e-12	8.47776235716457e-12	2.073373441233419e-12	2.4990892779121846e-09	4.439254561109853e-08
0.0	7.40744297006725e-12	2.0100137175863037e-10	3.393556624297373e-06	9.942910990289889e-09	1.5989132699907383e-07	1.2844478864338781e-08	9.243303837724028e-10	1.683381950627646e-10	0.0	1.0492076631365004e-10	1.083521656326623e-12	4.045439086743814e-08	1.570890097100889e-10	9.26894513281512e-13	9.466204706572127e-12	0.0	1.3531006217131876e-06	0.0	6.0745782136368104e-09	0.0	9.000000000000001e-08	0.0	5.190263577709342e-10	0.0	8.522144754050064e-11	3.6085737442426133e-10	2.085720803402512e-12	6.965378921807087e-09	0.0	5.8293857816404024e-12	9.466204706572127e-12	2.110728785582548e-12	2.4990731054867183e-09	4.9469599424698164e-08
0.0	7.592882154301416e-12	2.0033063771586133e-10	3.3925047276325558e-06	9.941725596879738e-09	1.5987291400838742e-07	1.3779024112638254e-08	9.720384070267324e-10	1.767017548265905e-10	0.0	1.1504191443901363e-10	1.1983095392833569e-12	4.50114904302099e-08	1.582744031202401e-10	9.434167762641069e-13	1.0504538706577028e-11	0.0	1.347436459826473e-06	0.0	7.1032866291416296e-09	0.0	9.000000000000001e-08	0.0	5.09287357064456e-10	0.0	9.305086005336258e-11	3.836738470950649e-10	2.308039863093096e-12	6.012883112869395e-09	0.0	6.163012881762173e-12	1.0504538706577028e-11	2.148878326772932e-12	2.499056583223736e-09	5.498582692327861e-08
0.0	7.832564843388592e-12	1.9964623557091373e-10	3.3913374734370088e-06	9.940500408834847e-09	1.5985262878434557e-07	1.4660530614901575e-08	1.0338611897320114e-09	1.8536123043683007e-10	0.0	1.2622358835625956e-10	1.3181896685547196e-12	4.995985965346894e-08	1.594995911651318e-10	9.604108953919073e-13	1.1594229481811168e-11	0.0	1.3412508097103976e-06	0.0	8.246046477180206e-09	0.0	9.000000000000001e-08	0.0	4.991861805189605e-10	0.0	1.0162638497111368e-10	4.077965842497211e-10	2.5401698938434668e-12	5.111619411771075e-09	0.0	6.495404866688047e-12	1.1594229481811168e-11	2.188096694633273e-12	2.4990395891046077e-09	6.098569277389473e-08
0.0	8.127687993949316e-12	1.9894767543028995e-10	3.390044767453216e-06	9.939224831808138e-09	1.59830389281375e-07	1.547778197360192e-08	1.112611927079667e-09	1.9443626241658424e-10	0.0	1.3852486132551324e-10	1.4433504330323486e-12	5.5334647985007695e-08	1.607751681918414e-10	9.779997373149074e-13	1.2737419546465463e-11	0.0	1.3344955936657983e-06	0.0	9.512580856665871e-09	0.0	9.000000000000001e-08	0.0	4.886005211037664e-10	0.0	1.1096906301691478e-10	4.3359650243133844e-10	2.7824465001512534e-12	4.272724102055678e-09	0.0	6.826527636526433e-12	1.2737419546465463e-11	2.228660051358481e-12	2.499022000262685e-09	6.751418950908889e-08
0.0	8.480788824287137e-12	1.9823423167723393e-10	3.388615625920017e-06	9.937887331780365e-09	1.5980610991806534e-07	1.622113270939022e-08	1.211629328831001e-09	2.0406074165991567e-10	0.0	1.5200855275426331e-10	1.57406195498804e-12	6.117086955482616e-08	1.6211266821961326e-10	9.963103707652525e-13	1.3937012375601212e-11	0.0	1.3271214560199195e-06	0.0	1.0913429169009468e-08	0.0	9.000000000000001e-08	0.0	4.773928228488651e-10	0.0	1.2109821523595465e-10	4.6151771217780986e-10	3.0353611606294708e-12	3.505760522619582e-09	0.0	7.156345207148494e-12	1.3937012375601212e-11	2.27085358893629e-12	2.499003689629235e-09	7.461667279462239e-08
0.0	8.895497462343427e-12	1.9750492034845747e-10	3.3870381734779445e-06	9.936475150453362e-09	1.5977970022152814e-07	1.6883010518882602e-08	1.3348595740649256e-09	2.1438295678246014e-10	0.0	1.6674247931951604e-10	1.7106840061290455e-12	6.750322057960087e-08	1.635248495466117e-10	1.0154767907718711e-12	1.5196759002881606e-11	0.0	1.3190778613501804e-06	0.0	1.2459935851057429e-08	0.0	9.000000000000001e-08	0.0	4.654100237983164e-10	0.0	1.3203177091085123e-10	4.920908741852681e-10	3.2995764102122603e-12	2.818215230887056e-09	0.0	7.484819235201124e-12	1.5196759002881606e-11	2.3149775783248207e-12	2.4989845232092286e-09	8.233872426958596e-08
0.0	9.376324488986965e-12	1.9675847816903662e-10	3.3852996441814632e-06	9.934974030529844e-09	1.5975106335168038e-07	1.7458370978842436e-08	1.4869495061640093e-09	2.255647386437438e-10	0.0	1.8280082795312286e-10	1.853673341719814e-12	7.436590817968719e-08	1.6502596947012817e-10	1.0356421301978893e-12	1.6521342713659764e-11	0.0	1.3103131731948174e-06	0.0	1.4164233982067924e-08	0.0	9.000000000000001e-08	0.0	4.5248430532203694e-10	0.0	1.4378656153632817e-10	5.259485757268186e-10	3.5759399788392213e-12	2.215041631668136e-09	0.0	7.811908510404237e-12	1.6521342713659764e-11	2.3613522323044437e-12	2.498964357869803e-09	9.072603932178863e-08
0.0	9.928460870234085e-12	1.9599334570171272e-10	3.3833863852072746e-06	9.933367945315841e-09	1.5972009452184543e-07	1.7945038527898612e-08	1.673352663256195e-09	2.3777915646599585e-10	0.0	2.0026565510566002e-10	2.003589598610944e-12	8.179248694883749e-08	1.6663205468413245e-10	1.0569604095243955e-12	1.7916454528907484e-11	0.0	1.3007747149010977e-06	0.0	1.6039223911112433e-08	0.0	9.000000000000001e-08	0.0	4.384353031274898e-10	0.0	1.5637858399638046e-10	5.638429916999245e-10	3.865496278995424e-12	1.6983172329993741e-09	0.0	8.137568420680802e-12	1.7916454528907484e-11	2.4103214939193794e-12	2.498943039590477e-09	9.982433700186118e-08
0.0	1.055757947144979e-11	1.9520765797509028e-10	3.3812838629154e-06	9.931638828846933e-09	1.5968667934819692e-07	1.8343869013353564e-08	1.900450045967887e-09	2.5120621699402236e-10	0.0	2.192285138911863e-10	2.161098587915912e-12	8.981569836744374e-08	1.683611711530386e-10	1.0795978386047118e-12	1.938884918550725e-11	0.0	1.290408815296379e-06	0.0	1.8098546947484652e-08	0.0	9.000000000000001e-08	0.0	4.230743421960687e-10	0.0	1.698232117871155e-10	6.066661309378962e-10	4.169493036485163e-12	1.2670792609681592e-09	0.0	8.461750400508525e-12	1.938884918550725e-11	2.4622557783932157e-12	2.498920402161397e-09	1.0967928808690035e-07
0.0	1.1269638509992957e-11	1.9439924700447934e-10	3.378976671020826e-06	9.929766302981273e-09	1.596506921821592e-07	1.865868320606111e-08	2.175687864476962e-09	2.660259295977607e-10	0.0	2.3979220266794594e-10	2.3269714499388167e-12	9.846730589195732e-08	1.7023369701869888e-10	1.1037336724878994e-12	2.0946367750549188e-11	0.0	1.279160843910287e-06	0.0	2.0356554014518603e-08	0.0	9.000000000000001e-08	0.0	4.062113510355249e-10	0.0	1.8413530915388408e-10	6.554730096071507e-10	4.489380166225793e-12	9.173892821170831e-10	0.0	8.784401379355912e-12	2.0946367750549188e-11	2.517553670444143e-12	2.4988962663275136e-09	1.2033645493482572e-07
0.0	1.2070698227476511e-11	1.935656617469829e-10	3.3764485407935876e-06	9.927727396640517e-09	1.5961199450741365e-07	1.8895947765436178e-08	2.50773484520948e-09	2.824080538768121e-10	0.0	2.620726017831508e-10	2.5020777500651705e-12	1.0777791526768045e-07	1.7227260335945278e-10	1.1295606364764416e-12	2.2597909003271182e-11	0.0	1.2669752435944782e-06	0.0	2.282826895769121e-08	0.0	9.000000000000001e-08	0.0	3.8766516212221625e-10	0.0	1.9932919208292653e-10	7.115081428583103e-10	4.8267972476347696e-12	6.426504406977657e-10	0.0	9.10546325531701e-12	2.2597909003271182e-11	2.5766426088521203e-12	2.4988704393635246e-09	1.3184123316642598e-07
0.0	1.2966771258618998e-11	1.9270421208434602e-10	3.373682353447272e-06	9.925496249734574e-09	1.5957043351670977e-07	1.906421758354254e-08	2.906661962066298e-09	3.004978910265329e-10	0.0	2.8620054500806124e-10	2.6873702342798338e-12	1.1777676524620658e-07	1.7450375026539301e-10	1.157284971948371e-12	2.4353327691020906e-11	0.0	1.2537955727319739e-06	0.0	2.5529345902289102e-08	0.0	9.000000000000001e-08	0.0	3.672778657958902e-10	0.0	2.1541835812690756e-10	7.762357993380857e-10	5.1835452522757166e-12	4.341635133225113e-10	0.0	9.42487242909828e-12	2.4353327691020906e-11	2.6399786725671837e-12	2.4988427150280532e-09	1.4423878025751418e-07
0.0	1.3963731511327938e-11	1.9181204415754135e-10	3.3706601552273802e-06	9.923043790714489e-09	1.5952584102208268e-07	1.9173394658313876e-08	3.3841476274556807e-09	3.203976812112799e-10	0.0	3.123236469544903e-10	2.883858718109188e-12	1.2849146856521875e-07	1.7695620928547756e-10	1.187126206568395e-12	2.6223234424567042e-11	0.0	1.239564574749985e-06	0.0	2.8476019646931173e-08	0.0	9.000000000000001e-08	0.0	3.4493368796668186e-10	0.0	2.3241488986555913e-10	8.513745205446664e-10	5.5615376793614306e-12	2.818668048660981e-10	0.0	9.742559444987889e-12	2.6223234424567042e-11	2.7080457001180985e-12	2.498812873793433e-09	1.5757390990571814e-07
0.0	1.5067302383759523e-11	1.908862543856692e-10	3.36736317619209e-06	9.920337373062305e-09	1.5947803289235678e-07	1.9233894541912762e-08	3.953711334489425e-09	3.421436145567042e-10	0.0	3.406079836964183e-10	3.092570593213178e-12	1.3994767710019134e-07	1.796626269376667e-10	1.219316805676025e-12	2.821867054232914e-11	0.0	1.224224299135859e-06	0.0	3.1685047542692276e-08	0.0	9.000000000000001e-08	0.0	3.205824180840902e-10	0.0	2.5032842444059033e-10	9.389364623279776e-10	5.962726223662772e-12	1.7516904995024964e-10	0.0	1.0058448797454654e-11	2.821867054232914e-11	2.781354093172155e-12	2.4987806831943255e-09	1.7189092385471898e-07
0.0	1.628313067788553e-11	1.8992404825257868e-10	3.363771854301916e-06	9.917340353652959e-09	1.5942680924852316e-07	1.9255832062720215e-08	4.6309783802334555e-09	3.6567924783454387e-10	0.0	3.7123950395084745e-10	3.3144958882390517e-12	1.5216863908682332e-07	1.8265964634701127e-10	1.254101894063254e-12	3.0350633462117006e-11	0.0	1.2077163051552172e-06	0.0	3.517364063564021e-08	0.0	9.000000000000001e-08	0.0	2.9426662592887287e-10	0.0	2.691645783414724e-10	1.0412721637451599e-09	6.388996886226448e-12	1.0376385498748363e-10	0.0	1.037245897295562e-11	3.0350633462117006e-11	2.860439726449722e-12	2.498745898105938e-09	1.8723334528442138e-07
0.0	1.76169295872488e-11	1.8892294675027488e-10	3.3598658671971276e-06	9.914011596199016e-09	1.5937195567159525e-07	1.924833617372587e-08	5.433977482413001e-09	3.908273226852828e-10	0.0	4.044250355947249e-10	3.5505159526572303e-12	1.651746110894974e-07	1.8598840380095427e-10	1.2917392268239466e-12	3.2629436189254716e-11	0.0	1.1899819862652373e-06	0.0	3.895938105908982e-08	0.0	9.000000000000001e-08	0.0	2.661506906793906e-10	0.0	2.889227261425734e-10	1.1611213776204956e-09	6.8420344934139595e-12	5.831606453684804e-11	0.0	1.0684502803653741e-11	3.2629436189254716e-11	2.9458633599945015e-12	2.4987082607731778e-09	2.0364351078980985e-07
0.0	1.9074649773643306e-11	1.8788103754520004e-10	3.3556241749211567e-06	9.910304886710894e-09	1.5931324567635216e-07	1.921907780735571e-08	6.383471701198769e-09	4.1726361220133034e-10	0.0	4.403927493947592e-10	3.801316877689154e-12	1.7898208393290064e-07	1.896951132890784e-10	1.332499522453264e-12	3.506390130812075e-11	0.0	1.1709630589292753e-06	0.0	4.306012178330536e-08	0.0	9.000000000000001e-08	0.0	2.3654801224508466e-10	0.0	3.0959305678956465e-10	1.3016705965305447e-09	7.323157367774365e-12	3.0936386459990505e-11	0.0	1.0994488209336215e-11	3.506390130812075e-11	3.038210799720696e-12	2.4986675004775484e-09	2.211619724206795e-07
0.0	2.0662622474567293e-11	1.8679725897727132e-10	3.3510250777962186e-06	9.906168254756511e-09	1.5925044466172432e-07	1.917405009014691e-08	7.50332094695721e-09	4.444983387150973e-10	0.0	4.793919512757415e-10	4.067291893689921e-12	1.936027812994418e-07	1.9383174524345883e-10	1.3766671593928727e-12	3.7660417238011196e-11	0.0	1.150602263089178e-06	0.0	4.749386393044977e-08	0.0	9.000000000000001e-08	0.0	2.0594082241521027e-10	0.0	3.3115287382956665e-10	1.4666178601436472e-09	7.833129737990495e-12	1.5405084747808142e-11	0.0	1.1302319391048063e-11	3.7660417238011196e-11	3.1380937985115557e-12	2.498623332840608e-09	2.398266585062873e-07
0.0	2.238762255269108e-11	1.856716930336253e-10	3.3460462946001125e-06	9.901543202585857e-09	1.59183315447519e-07	1.9117589044050555e-08	8.820871384747888e-09	4.718725004122224e-10	0.0	5.216921005979243e-10	4.348441131256786e-12	2.0904239337181564e-07	1.9845679741411237e-10	1.4245411114544497e-12	4.04219234125229e-11	0.0	1.1288443217239782e-06	0.0	5.22786060329536e-08	0.0	9.000000000000001e-08	0.0	1.7498516771865688e-10	0.0	3.5356216948601346e-10	1.6602453170181456e-09	8.371967325340191e-12	7.156685865533403e-12	0.0	1.1607898509777518e-11	4.04219234125229e-11	3.24615140764398e-12	2.4985754588885467e-09	2.5967174343092665e-07
0.0	2.4256825414681637e-11	1.845058297200332e-10	3.340665067027563e-06	9.896363851353817e-09	1.591116253347539e-07	1.9052579372697743e-08	1.0367363182240172e-08	4.985773636098743e-10	0.0	5.6758100425194e-10	4.644281844898632e-12	2.252990171138619e-07	2.0363614864615431e-10	1.4764359059614719e-12	4.334693853013301e-11	0.0	1.1056372023227902e-06	0.0	5.743215897714164e-08	0.0	9.000000000000001e-08	0.0	1.4449265541212532e-10	0.0	3.767585877853332e-10	1.8874998161801953e-09	8.9387606029678e-12	3.08103526500737e-12	0.0	1.1911127832100203e-11	4.334693853013301e-11	3.3630512852597504e-12	2.4985235640940406e-09	2.8072618371887445e-07
0.0	2.6277672696817067e-11	1.8330275271917312e-10	3.3348582970136544e-06	9.890556017452996e-09	1.5903515438205296e-07	1.8980765605739063e-08	1.2178343351856204e-08	5.237043201381886e-10	0.0	6.173622158430988e-10	4.953786430749725e-12	2.4236129085639957e-07	2.094439825469795e-10	1.5326823743382422e-12	4.642879374476953e-11	0.0	1.080933712200096e-06	0.0	6.297192008112179e-08	0.0	9.000000000000001e-08	0.0	1.1538155108790428e-10	0.0	4.006520079928375e-10	2.1540815025327982e-09	9.531548598387123e-12	1.220170425025026e-12	0.0	1.2211912251689828e-11	4.642879374476953e-11	3.489490441613523e-12	2.4984673176256637e-09	3.0301189237953566e-07
0.0	2.8457702994453793e-11	1.8206718977633514e-10	3.328602723678304e-06	9.884036231517614e-09	1.5895370429399404e-07	1.890308816111005e-08	1.4294065131118955e-08	5.463280582176823e-10	0.0	6.713517982393726e-10	5.275367608308273e-12	2.602062349014719e-07	2.15963768482358e-10	1.593628046555114e-12	4.965526502344478e-11	0.0	1.0546934409017788e-06	0.0	6.891459999579006e-08	0.0	9.000000000000001e-08	0.0	8.859402854233726e-11	0.0	4.251191010283222e-10	2.4665399688118275e-09	1.0147280608226436e-11	4.4093962228375225e-13	0.0	1.2510162007129955e-11	4.965526502344478e-11	3.626195089094744e-12	2.4984063719534466e-09	3.265415470128852e-07
