pEGF-EGFR2	EPn	SHP	Raf1active	pSTAT3c	cbl	Ras-GTP	Grb2	Takt	pSTAT3n	ppMEK	pEGF-EGFR2-pShc-Grb2-SOS	pEGF-EGFR2-Grb2-SOS	EGF-EGFR	pShc	STAT3c	ppERK	Ras-GDP	PIP3	PP2	Pase2	Pase3	PP1	pPI3K	SOS	Ras-GAP	pEGF-EGFR2-PI3K	pEGF-EGFR2-pShc	Aktm-PDK1	EGF-EGFR2	PI3K	pAktm	pEGF-EGFR2-Ras-GAP	Shc	Grb2-SOS	STAT3n	pMEK	pERK	pSTAT3c-pSTAT3c	pEGF-EGFR2-STAT3c	Aktm	pEGF-EGFR2-Grb2	Pase	pAkt-Takt	pAktm-PDK1-Takt	EGFR	TP4-pPI3K	pEGF-EGFR2-pShc-Grb2	pAktm-Takt	pEGF-EGFR2-cbl	pEGF-EGFR2-Grb2-SOS-cbl-EPn	pSTAT3n-pSTAT3n	Raf1active-MEK	pEGF-EGFR2-pShc-Grb2-SOS-cbl	pEGF-EGFR2-STAT3c-cbl-EPn	ppMEK-ERK	Raf1	pAktm-PDK1	pRaf1active	pEGF-EGFR2-SHP2	ppERK-pEGF-EGFR2-Grb2-SOS	TP4	pEGF-EGFR2-pShc-Grb2-SHP2	ppMEK-Pase2	pERK-Pase3	pEGF-EGFR2-PI3K-cbl	pSTAT3c-PP1	pSTAT3n-pSTAT3n-PP2	PIP2	pEGF-EGFR2-Ras-GAP-Ras-GTP	pEGF-EGFR2-Shc	Aktm-Takt	pEGF-EGFR2-Grb2-SOS-Ras-GDP	Akt	pEGF-EGFR2-pSTAT3c	pEGF-EGFR2-cbl-EPn	STAT3c-pSTAT3c	MEK	ERK	EGF	pEGF-EGFR2-Grb2-SOS-cbl	pEGF-EGFR2-pPI3K	Ras-GTP-Ras-GAP	pEGF-EGFR2-STAT3c-cbl	pEGF-EGFR2-PI3K-cbl-EPn	pSOS	pEGF-EGFR2-pShc-Grb2-SOS-Ras-GDP	Aktm-PDK1-Takt	ppERK-pEGF-EGFR2-pShc-Grb2-SOS	ppMEK-pERK	pEGF-EGFR2-Grb2-SHP2	pAkt	Raf1active-pMEK	pShc-SHP2	STAT3n-pSTAT3n	pPI3K-PIP2	Raf1-Ras-GTP	pEGF-EGFR2-pShc-Grb2-SOS-cbl-EPn	ProEGFR	pEGF-EGFR2-Ras-GAP-SHP2	pSTAT3c-pSTAT3c-PP1	Akt-Takt	pSTAT3n-PP2	TP4-PI3K	PDK1	ppERK-Pase3	Raf1active-Pase	pMEK-Pase2	pAkt_total
1.3180738294581774e-06	0.4999906455777721	0.199861611208541	2.6098373900710825e-06	2.7302782473920394e-06	0.7999894572882246	0.0001087995059442376	0.7510019207758594	0.09956591836531194	1.2062210075544312e-12	8.405101471764879e-10	1.9158965695735064e-06	1.9781627169766105e-07	0.0025230653659056744	0.00010267543114615142	1.999987803039508	1.4204993307326638e-17	0.29944997899460707	5.6334681692535715e-08	0.5999999999936314	0.01999971784578609	0.0019999999583618826	0.49999488196101877	9.095534068061244e-08	0.05101505465299391	0.09999644867334302	2.173606479796334e-07	6.446529654818958e-06	5.288475955423427e-09	0.0022426857695906615	0.3998711046270867	1.633717674174641e-08	2.2448165388227192e-08	0.9993418805500238	0.2486464189263659	6.272929394553283e-14	4.157007350300569e-05	5.026699663342373e-09	3.316612075959214e-10	1.1792588016400097e-06	5.822781445570929e-08	1.4730034017211516e-06	0.4999283554006127	4.693144560486178e-08	1.731545424322086e-07	1.09596925219961	2.766230302145981e-08	7.029861199473996e-06	1.4363865707618169e-08	3.6174959269973945e-07	2.961563098672597e-07	3.0256224418085802e-12	1.9608130205665394e-06	4.0079745764593195e-07	2.839199272257627e-06	1.2329979285913787e-10	0.4998192724605258	1.9484016226953178e-07	7.669147886551622e-14	1.7632030136440338e-06	1.3236090739045693e-23	0.19999575768370564	3.8291031088212215e-06	1.999171668903328e-10	4.1638120532630086e-11	5.9127597148245694e-08	5.117571574316768e-06	4.670295239757958e-12	0.49999937407054906	7.887439027874725e-13	0.00010040426536045436	4.798959855511372e-09	3.2244191873831275e-05	0.19956558756613704	3.2598314054785715e-11	3.208616743937216e-06	4.140679661603655e-09	0.6799561858592917	0.7999999948083621	8.749615292267643e-08	4.3687206791506674e-08	0.0001237220104288601	3.5239923196138967e-06	3.2072203081835605e-07	5.237359802662607e-07	6.514962352191306e-24	0.00030094116102901417	6.271714656446704e-08	1.2735021875150429e-22	1.9643425566777467e-18	8.019094238526635e-07	5.610554552499199e-08	1.3616132769969127e-10	0.00013198969052924736	5.634016531096191e-14	3.9866624847565924e-08	0.00010451215343735022	2.486713921755079e-06	0.895834135296545	4.885383276093081e-09	4.674069654109861e-10	0.00043377966872799173	1.6991104547393667e-12	4.214653990785426e-06	0.0999995639996728	1.1848329034745741e-19	7.164459938768165e-05	2.819542967618276e-07	7.244272226673838e-08
1.3123571251171592e-06	0.499989924531397	0.19985941368940643	2.873327329700715e-06	2.859180561780629e-06	0.7999886848843477	0.00011872882318921717	0.7476766815822159	0.09954646268818894	1.455648527990283e-12	1.1530823988216734e-09	2.0156047388482627e-06	2.0561741250446606e-07	0.0024870859737128764	0.00010361092116308498	1.9999871677232086	3.026987977385483e-17	0.29940873966045567	5.737114580648049e-08	0.5999999999923099	0.019999664320366605	0.0019999999381806904	0.49999455640950163	9.250839988112032e-08	0.0476899143153943	0.09999612448832307	2.164963107124238e-07	6.409353445674897e-06	5.397019991984994e-09	0.002232229153406703	0.3998635957938054	1.7560601987614237e-08	2.2396413159446246e-08	0.9993196581921325	0.2519505066291268	8.117509068074895e-14	4.871341970556386e-05	7.316729283961057e-09	3.750734853741027e-10	1.1742249679257974e-06	5.9397211690552845e-08	1.4861902540456657e-06	0.4999206679967367	5.3736983992492206e-08	1.8517004773563292e-07	1.1004372419904906	2.829667823541692e-08	7.079379209768955e-06	1.5539030693894457e-08	3.71028061585897e-07	3.254874685268324e-07	3.5249729362624443e-12	2.162996184189206e-06	4.301935118170825e-07	3.0161871342475913e-06	1.6935535439097862e-10	0.49980073451294366	2.0720834059365016e-07	9.599487330659994e-14	1.7605098437424338e-06	3.0098246405725665e-23	0.19999555672223165	3.857718769189073e-06	2.79124795042996e-10	6.181931304379878e-11	6.065031635706974e-08	5.443048842205072e-06	5.583833501135722e-12	0.49999933464750296	8.594510585807509e-13	0.00010004626644909022	5.547300731868603e-09	3.381717772467289e-05	0.19954610938876732	3.4260872696729796e-11	3.4079461442050744e-06	4.405486321685219e-09	0.679948786405426	0.7999999924520959	8.589733650767476e-08	4.636487635144735e-08	0.00013099436759897028	3.8482382032173305e-06	3.289345930409969e-07	5.563541089081914e-07	1.5878254096761282e-23	0.00031996911599896545	7.161010518415277e-08	2.9314691760858035e-22	3.94830992647386e-18	8.094449447951732e-07	6.373624738286927e-08	1.7661363452788016e-10	0.00013415376083449878	6.938845210471362e-14	4.055169222546453e-08	0.00011489698356866269	2.7694937472023814e-06	0.891366143906848	4.876201140757576e-09	5.416562498135743e-10	0.00045320570834284893	2.106957967826919e-12	4.414981089563355e-06	0.0999995306144865	2.596993228790515e-19	7.933200326373194e-05	3.354005086231638e-07	8.129684937048351e-08
1.3057103918157086e-06	0.4999891890842806	0.19985762900811022	3.142825137953706e-06	2.9866950408511126e-06	0.7999878978675389	0.00012882851026650588	0.7446105265103433	0.09952703121293541	1.7409911945933913e-12	1.5529442605455709e-09	2.114388491808539e-06	2.1323454781909064e-07	0.0024540921060901043	0.00010431762439461535	1.9999865374198824	6.182337534368232e-17	0.2993672560436849	5.8256519744928624e-08	0.599999999990803	0.01999960478074848	0.001999999910261504	0.49999423264408516	9.381942186553488e-08	0.044623839109873796	0.099995794644877	2.154783295572644e-07	6.368067894315532e-06	5.490468617780383e-09	0.0022205700036311113	0.39985612164519585	1.8754294731077854e-08	2.232087227162875e-08	0.9992982799733622	0.2549956716656805	1.0362236497178492e-13	5.656370315511787e-05	1.0428966742430888e-08	4.214923990447092e-10	1.1683458957149776e-06	6.040123748374107e-08	1.497220486220633e-06	0.4999127770681535	6.097020878288286e-08	1.9681852577538826e-07	1.1048829476987398	2.884357107923327e-08	7.118896339462082e-06	1.669167799225695e-08	3.8008874749537575e-07	3.5600011638535696e-07	4.0756811023310476e-12	2.370024221138388e-06	4.602060271058615e-07	3.192368137610495e-06	2.2833066746048455e-10	0.4997817557256239	2.1914564313565547e-07	1.183509878353774e-13	1.7557130463832181e-06	6.532476669317808e-23	0.19999535550172728	3.880709061604942e-06	3.820336569440536e-10	8.97384989395447e-11	6.213753303906436e-08	5.766733303591617e-06	6.613244783446912e-12	0.4999992958724821	9.300983754898478e-13	9.960378436121991e-05	6.353193352954902e-09	3.535390716062824e-05	0.19952665562405503	3.586048579363999e-11	3.6063976002388985e-06	4.6689745093407034e-09	0.6799406690466948	0.7999999892529638	8.441591185625804e-08	4.907269277310074e-08	0.00013823245805466068	4.178171840834693e-06	3.369497480353187e-07	5.888329248269423e-07	3.682903761990693e-23	0.0003388750984687671	8.108568831025734e-08	6.436804310147987e-22	7.624635594006905e-18	8.157736426861277e-07	7.17972364220197e-08	2.2540320430304636e-10	0.00013591393465910202	8.448002959491368e-14	4.113026832195231e-08	0.0001255082676480662	3.0673169404102963e-06	0.8869204367171739	4.861479817605364e-09	6.226112585307023e-10	0.0004726068677705101	2.584459373788972e-12	4.615654701078156e-06	0.09999949745967417	5.445074630412674e-19	8.722293184691426e-05	3.948372178773578e-07	9.055153115309753e-08
1.2982997482493022e-06	0.49998843973739704	0.19985621178486548	3.4174385690152607e-06	3.1128196620892896e-06	0.7999870967048357	0.00013906963277328076	0.7417815372726784	0.099507623981652	2.0653613763696604e-12	2.0567674996051467e-09	2.2122194654190225e-06	2.2067392229743227e-07	0.0024237190767705218	0.00010482326627693183	1.9999859124015522	1.2149924112139998e-16	0.2993256084915416	5.900352679696647e-08	0.5999999999890963	0.01999953904268547	0.00199999987236552	0.4999939109638705	9.490960859129406e-08	0.04179491268142207	0.09999546009399868	2.1433404134063163e-07	6.323547785422579e-06	5.570062191577335e-09	0.0022078933598020448	0.3998486868817466	1.991294778100729e-08	2.222573860832019e-08	0.9992776730954251	0.25780384665995076	1.3064926002985033e-13	6.513607500600425e-05	1.4584741623325185e-08	4.709359885488892e-10	1.161772400159945e-06	6.125350925963142e-08	1.506284657467914e-06	0.49990471088054905	6.860618803041597e-08	2.080564947560141e-07	1.1093064804534787	2.9309893843333774e-08	7.14945577961968e-06	1.7815875198457224e-08	3.889546459715704e-07	3.8766518722922664e-07	4.679972079900296e-12	2.58119204622966e-06	4.908219653024807e-07	3.3676000375759157e-06	3.027054934723038e-10	0.4997624003594368	2.3061529981763286e-07	1.439278968690232e-13	1.7491808066110658e-06	1.3590946851930441e-22	0.19999515406525376	3.898665506833937e-06	5.135502190529264e-10	1.2763448294666816e-10	6.359301791616995e-08	6.088325724558071e-06	7.765540142271663e-12	0.499999257821484	1.0004143903559242e-12	9.909183768623391e-05	7.215286780830999e-09	3.6854901684608506e-05	0.199507226369625	3.7398452525859666e-11	3.803813595856643e-06	4.930898055495029e-09	0.6799318191326669	0.799999984984918	8.303808841923425e-08	5.1810118659031996e-08	0.00014543158859803247	4.51283706659921e-06	3.447883179590949e-07	6.211465737145061e-07	8.166774470462088e-23	0.00035764252907506526	9.112384446589481e-08	1.3541165976781018e-21	1.4199307814503602e-17	8.210027992883214e-07	8.026020791551034e-08	2.834938833615568e-10	0.00013731452382587076	1.0178607126715886e-13	4.161166841864683e-08	0.00013631160685824707	3.3800372086944032e-06	0.8824969025846118	4.842195725751324e-09	7.104049535558591e-10	0.0004919832006589041	3.139056469281632e-12	4.816624851849001e-06	0.09999946463429879	1.0965877334674432e-18	9.528911945137214e-05	4.6044376432213336e-07	1.0017315569651764e-07
1.2902629608269975e-06	0.499987676937383	0.19985512030796485	3.6963416372058165e-06	3.237553844769642e-06	0.799986281815827	0.0001494256469045672	0.7391698936988149	0.09948824103211767	2.4319693122363606e-12	2.68292034356021e-09	2.3090764915526932e-06	2.2794186596575767e-07	0.002395652367785327	0.00010515263736295058	1.999985292887988	2.305518865514459e-16	0.29928386873039936	5.962426310997478e-08	0.5999999999871747	0.019999466945075994	0.001999999821807605	0.4999935916135708	9.579903066672998e-08	0.03918331655267948	0.09999512170903471	2.1308615008739715e-07	6.276502279195556e-06	5.636988061702571e-09	0.002194357844219683	0.399841295359863	2.103218189567725e-08	2.2114486341540792e-08	0.9992577708094743	0.260394862810561	1.6287630065266347e-13	7.444331956291428e-05	2.0045909078180294e-08	5.234166285103652e-10	1.1546296774843835e-06	6.196705120395487e-08	1.5135533724671737e-06	0.4998964957517984	7.661802324121866e-08	2.1884935676935695e-07	1.1137079508307333	2.9702367849202643e-08	7.171968479743372e-06	1.890662811210664e-08	3.976448536444265e-07	4.2045456085498813e-07	5.340003978369514e-12	2.7958457317148606e-06	5.220294062361495e-07	3.5417661045802527e-06	3.952135897037663e-10	0.49974272800145414	2.415889974068482e-07	1.7286802824437043e-13	1.7412188096395644e-06	2.7208582655192066e-22	0.19999495245199983	3.912103716244687e-06	6.791414189496871e-10	1.7819239661185042e-10	6.501990182355635e-08	6.4075812764335315e-06	9.047619604913704e-12	0.49999922055526413	1.070163507083561e-12	9.852286444412589e-05	8.131959979578575e-09	3.8320871452081814e-05	0.19948782171161475	3.8876298131058194e-11	4.000064815381959e-06	5.191055292193313e-09	0.6799222243497881	0.7999999793806845	8.175130897210229e-08	5.4576693152901905e-08	0.0001525879085149377	4.851356251927864e-06	3.5246759236782287e-07	6.532738264490879e-07	1.7382820471688607e-22	0.00037625818297986436	1.0170259503543819e-07	2.739753447775075e-21	2.5584755324993352e-17	8.252282957144884e-07	8.90952843694196e-08	3.518596860505277e-10	0.00013839632205647043	1.214782409887004e-13	4.200471375411784e-08	0.0001472752109418725	3.7075033098741623e-06	0.8780954309205776	4.819156883905202e-09	8.0515269399737e-10	0.0005113347593193132	3.778527805086293e-12	5.017845631760073e-06	0.09999943222206273	2.1289017786213306e-18	0.0001035042482020153	5.323757826002243e-07	1.1012746626509685e-07
1.2817149099378854e-06	0.4999869010852581	0.19985431660410766	3.978773825783727e-06	3.3608983717535984e-06	0.7999854535800672	0.0001598723092148582	0.7367576391005332	0.09946888239785526	2.8441183822206608e-12	3.4514539763444627e-09	2.404944778940715e-06	2.3504469832123803e-07	0.002369619871221132	0.00010532780267154855	1.9999846790552922	4.2369222519760545e-16	0.2992421006330995	6.01301249684062e-08	0.5999999999850236	0.019999388348526027	0.001999999755408057	0.49999327479287475	9.650652353032387e-08	0.03677109552726411	0.09999478028838751	2.1175353600601998e-07	6.227507202206541e-06	5.692370919600598e-09	0.002180099760112852	0.39983395023438506	2.2108471214141675e-08	2.198999607636557e-08	0.9992385123467299	0.26278668511702913	2.0096597564383662e-13	8.449603298645367e-05	2.7118712022989404e-08	5.789413134127977e-10	1.1470218886586553e-06	6.255419236704413e-08	1.5191801945938202e-06	0.49988815603601855	8.497734852207836e-08	2.2917051289075166e-07	1.1180874688578182	3.0027436042953955e-08	7.187234516164582e-06	1.9959817940858783e-08	4.0617528975124836e-07	4.543410835253091e-07	6.0578644903179385e-12	3.0133821918090335e-06	5.538173720002189e-07	3.714770754723299e-06	5.088408194647358e-10	0.49972279359467514	2.520459612462525e-07	2.0528713939736561e-13	1.732080913124807e-06	5.258893612344531e-22	0.19999475069751094	3.921475725945682e-06	8.848361995866402e-10	2.445919428390817e-10	6.642079427400816e-08	6.724300172213227e-06	1.046625541536701e-11	0.49999918412103755	1.1391426344681129e-12	9.790719021633634e-05	9.101367375008339e-09	3.975266489597167e-05	0.19946844172536637	4.029568177225369e-11	4.195045318809548e-06	5.4492814453397505e-09	0.679911874541576	0.7999999721278545	8.054586714793039e-08	5.7372016941996674e-08	0.00015969826730059488	5.192927444524888e-06	3.6000198255241004e-07	6.851972874557323e-07	3.5638962540445347e-22	0.00039471161056362815	1.1279845802845668e-07	5.349348085125648e-21	4.473092864788648e-17	8.285362938688497e-07	9.827149312915537e-08	4.314774727099477e-10	0.00013919650992642074	1.437280611849681e-13	4.231768496495664e-08	0.00015836985364221995	4.049560297498858e-06	0.8737159116880506	4.793032769402325e-09	9.069529732178293e-10	0.000530661594640116	4.5109780400968595e-12	5.219275052427281e-06	0.09999940029269692	3.9968353998740505e-18	0.00011184396398185436	6.107666377818298e-07	1.2037996434329703e-07
1.272751233067328e-06	0.49998611254356723	0.19985376636723542	4.2640382672579226e-06	3.48285531788499e-06	0.7999846123431583	0.00017038756664492476	0.7345284764667531	0.09944954810825733	3.3052002942766027e-12	4.384075835891817e-09	2.499814260425989e-06	2.4198868522881225e-07	0.002345385495238576	0.00010536832882328734	1.9999840710428995	7.560953136862496e-16	0.29920036093231556	6.053177121529647e-08	0.5999999999826279	0.01999930313385099	0.001999999669444556	0.4999929606641198	9.704963924471598e-08	0.03454195391622864	0.09999443655892346	2.1035197093663238e-07	6.177030866701415e-06	5.7372671963300415e-09	0.002165236477624754	0.3998266540754642	2.3139065479513882e-08	2.1854660562936932e-08	0.9992198426853875	0.2649956166726515	2.4562216789046353e-13	9.530279915850771e-05	3.615758263846218e-08	6.375119420820398e-10	1.139035964438291e-06	6.302650812255626e-08	1.5233040253725647e-06	0.4998797141488583	9.3654781326792e-08	2.39000496877092e-07	1.1224451440132712	3.029120599366289e-08	7.195960676841381e-06	2.097213153678087e-08	4.1455928223371086e-07	4.892985741514668e-07	6.835567937231071e-12	3.2332479910508346e-06	5.861756854618837e-07	3.8865359716824275e-06	6.468212711616412e-10	0.49970264754765953	2.6197207674968993e-07	2.4127392932144707e-13	1.7219781117312714e-06	9.842196275163512e-22	0.19999454883393047	3.927180157502822e-06	1.1372220738876987e-09	3.305554402681088e-10	6.779787948899016e-08	7.0383199919367306e-06	1.202807667103687e-11	0.49999914855407346	1.207177970623017e-12	9.725340899149651e-05	1.0121481031177616e-08	4.1151228524313445e-05	0.1994490864761476	4.1658335222617926e-11	4.388668590475689e-06	5.705442383280493e-09	0.6799007615324844	0.7999999628650395	7.94120913712786e-08	6.019573999557439e-08	0.00016676009793085012	5.536820829822874e-06	3.674035520219076e-07	7.169027464312314e-07	7.060116867149882e-22	0.00041299465910017615	1.2438682755146222e-07	1.0109171844332898e-20	7.607589110491827e-17	8.310046152906614e-07	1.0775719214960861e-07	5.233203493954758e-10	0.00013974870550085994	1.6870632291291708e-13	4.255830023078765e-08	0.00016956879137784253	4.406050550220006e-06	0.8693582353988218	4.7643789915978324e-09	1.0158881495461815e-09	0.0005499637560244686	5.3448266780582455e-12	5.420874862967997e-06	0.09999936890333162	7.276773769312455e-18	0.00012028585114218427	6.95728926954543e-07	1.308962576291225e-07
1.2634521253356717e-06	0.4999853116422442	0.19985343879506967	4.55149920057659e-06	3.6034279755666884e-06	0.7999837584217616	0.0001809514340910691	0.7324675907925638	0.0994302381887532	3.818690207122594e-12	5.504111384071218e-09	2.593679181227241e-06	2.4877997231711647e-07	0.0023227438540970964	0.000105291515117376	1.9999834689594709	1.313326264955628e-15	0.2991586998828279	6.083911155597992e-08	0.5999999999799724	0.01999921120056093	0.001999999559604749	0.4999926493585899	9.744463909180077e-08	0.03248107789294026	0.09999409117983675	2.088946364799012e-07	6.125454725517871e-06	5.77266246450291e-09	0.0021498692484746723	0.3998194089647575	2.4121911936167353e-08	2.1710471349195876e-08	0.9992017122178654	0.2670364767384045	2.9758944488402633e-13	0.00010687036012736718	4.756885378563776e-08	6.991255984276322e-10	1.1307445993377499e-06	6.33947938226885e-08	1.526051089045651e-06	0.49987119062270585	1.026203244033481e-07	2.48326145046483e-07	1.126781085231566	3.0499415975072926e-08	7.198774861678544e-06	2.1940988375666326e-08	4.2280804075637003e-07	5.253018193576347e-07	7.67505271841649e-12	3.454937529870225e-06	6.190948504719266e-07	4.0569983705867246e-06	8.126316362632787e-10	0.4996823359009521	2.713590622817453e-07	2.808902007996218e-13	1.711085994668247e-06	1.788261308785763e-21	0.19999434689024434	3.929570545196006e-06	1.4434372326940185e-09	4.403952419353689e-10	6.915299419979778e-08	7.3495093848294145e-06	1.37395553187102e-11	0.4999991138791728	1.274121989716173e-12	9.656869161626789e-05	1.1190129199428871e-08	4.251757489548395e-05	0.19942975601987756	4.296601820859953e-11	4.580864296190533e-06	5.959429473935666e-09	0.6798888789578091	0.7999999511781175	7.834232161427563e-08	6.304755147729294e-08	0.0001737713208602132	5.8823747602087866e-06	3.746824459309316e-07	7.483786463387816e-07	1.3551138057841348e-21	0.0004311010757613815	1.364423104552107e-07	1.8539604873615643e-20	1.2614576393767843e-16	8.327038801580093e-07	1.1752044511045176e-07	6.283518156045829e-10	0.00014008311085253038	1.9658253644028907e-13	4.273371146789745e-08	0.00018084765638966166	4.776814623578487e-06	0.8650222931107573	4.733657565573448e-09	1.132025170707765e-09	0.0005692412913494515	6.288796262154737e-12	5.62261033911282e-06	0.09999933809981974	1.2879505068594564e-17	0.00012880937729462766	7.873560018546464e-07	1.416423570466191e-07
1.2538847284451978e-06	0.4999844986834406	0.19985330636912538	4.840578941417498e-06	3.7226207738177176e-06	0.7999828921077384	0.00019154586502055746	0.7305614936936865	0.09941095266100172	4.388141806499884e-12	6.8364559892831544e-09	2.6865371974445464e-06	2.5542455584190136e-07	0.0023015158416387856	0.00010511261943120059	1.999982872887714	2.2251122887911748e-15	0.29911716187267723	6.106131363101749e-08	0.599999999977042	0.019999112465362373	0.00199999942093983	0.4999923409816896	9.770651539444234e-08	0.030574980128704382	0.09999374474677883	2.0739259505863186e-07	6.073089893818783e-06	5.7994710469909774e-09	0.0021340855577036467	0.3998122165747365	2.5055578973084546e-08	2.155908970260062e-08	0.9991840763614881	0.26892275646149705	3.5765222171713115e-13	0.00011920377934360468	6.181435506576511e-08	7.63774826148436e-10	1.1222087611224826e-06	6.366906206388357e-08	1.5275365582336638e-06	0.4998626041829803	1.1184371992404083e-07	2.5713981373699373e-07	1.1310954009045344	3.06574183829499e-08	7.1962378585261215e-06	2.2864467031435453e-08	4.309310400424545e-07	5.623265597867363e-07	8.578179134361377e-12	3.6779908037641406e-06	6.525659537921139e-07	4.226106783617044e-06	1.0099840918741639e-09	0.49966190053237136	2.802037002759962e-07	3.2417148921524217e-13	1.6995509185419904e-06	3.161683222897719e-21	0.19999414489252348	3.9289621466820755e-06	1.8111587264084288e-09	5.790601519636094e-10	7.048769045910765e-08	7.657762893945382e-06	1.5606993469104414e-11	0.49999908011202565	1.3398506376315756e-12	9.585903672950573e-05	1.2305031154602457e-08	4.385275716034698e-05	0.1994104504038413	4.4220487767535327e-11	4.771575616113889e-06	6.211155348456573e-09	0.6798762221012545	0.7999999365965978	7.732960634427958e-08	6.592717139716561e-08	0.0001807302648276113	6.228991538113396e-06	3.818472380700845e-07	7.796156458962032e-07	2.526274513289988e-21	0.0004490261792457132	1.4893902229420782e-07	3.3073019920379596e-20	2.04339068212728e-16	8.336984540604582e-07	1.275293480379585e-07	7.475206660957722e-10	0.0001402267181016177	2.2752442107572967e-13	4.285051353120371e-08	0.00019218433301804205	5.161691954246938e-06	0.8607079764250737	4.701253503955959e-09	1.2554162908624944e-09	0.0005884942469442623	7.351900097892375e-12	5.824450057570041e-06	0.09999930791799262	2.2210311922928576e-17	0.0001373958170201428	8.857234789160459e-07	1.5258492701104307e-07
1.2441056327567149e-06	0.49998367394551857	0.19985334460436807	5.130754550565424e-06	3.840439191922394e-06	0.7999820136715909	0.00020215461935139454	0.7287978870148669	0.09939169154309925	5.017182350396286e-12	8.40751854235982e-09	2.778388974557413e-06	2.6192824332147955e-07	0.0022815449157530215	0.00010484507317646711	1.9999822828884688	3.6840686949690366e-15	0.299075785986474	6.120682331448832e-08	0.599999999973821	0.019999006860700764	0.0019999992478194496	0.49999203561720934	9.78490337459693e-08	0.028811363418447516	0.09999339779610728	2.0585513375975218e-07	6.02019039727052e-06	5.81853720498258e-09	0.0021179610992584754	0.39980507823438216	2.5939182959446683e-08	2.1401904509280774e-08	0.9991668951453586	0.2706667555426881	4.266338086099736e-13	0.00013230659652769934	7.94148727081325e-08	8.31447895794828e-10	1.113479672977501e-06	6.385855682216321e-08	1.5278658868110634e-06	0.49985397183850655	1.212947579667911e-07	2.654386510133498e-07	1.1353881988850312	3.07701758931581e-08	7.188852973029178e-06	2.3741233154411422e-08	4.3893632926536585e-07	6.003494697655089e-07	9.546727555382298e-12	3.901990890444844e-06	6.865805819673475e-07	4.3938202677528904e-06	1.2428179313306384e-09	0.4996413793870712	2.885071297565051e-07	3.7112807082945285e-13	1.6874950930716364e-06	5.450674502411296e-21	0.19999394286415897	3.9256375087468665e-06	2.248587270520993e-09	7.521805173583307e-10	7.180328652194783e-08	7.96299669076625e-06	1.7636511976100228e-11	0.499999047260449	1.4042607580992194e-12	9.512947439682033e-05	1.3463828365414524e-08	4.51578489479107e-05	0.199391169667382	4.5423478444247766e-11	4.960757043531448e-06	6.460550401970465e-09	0.6798627877411896	0.7999999185901244	7.636865909703019e-08	6.883434380135449e-08	0.0001876356013027877	6.576133095567402e-06	3.889052117289111e-07	8.106062585205899e-07	4.584262438561035e-21	0.00046676658686108227	1.6185084534610328e-07	5.750973529464119e-20	3.239333643362012e-16	8.340472116380739e-07	1.3775231046706772e-07	8.817566204736008e-10	0.00014020354832991876	2.616974328548599e-13	4.2914762460287796e-08	0.00020355882386567672	5.56052144209251e-06	0.8564151774836293	4.667488378287422e-09	1.3860997785117793e-09	0.0006077226675850312	8.543429572370309e-12	6.026365664574571e-06	0.09999927838483663	3.739020674854638e-17	0.00014602816149384928	9.908907119878763e-07	1.636914934265144e-07
