V_membrane	h	d	n	Ca_i_cytosolic_calcium	Ca_lum	Values[i_fast]	Values[m_infinity]	Values[tau_h]	Values[h_infinity]	Values[i_Ca]	Values[tau_d]	Values[d_infinity]	Values[f_infinity]	Values[i_NS]	Values[i_K_dr]	Values[n_infinity]	Values[tau_n]	Values[i_K_Ca]	Values[i_K_ATP]	Values[i_NaL]
-40.79655458134048	0.2540670616492495	0.0021471202918252564	0.16757129368961773	0.5699799565152495	81.75796114331064	-58.96724486311837	0.14739595252761326	0.035232426998704686	0.26326567904975706	-17.20706656251164	0.018351248501626262	0.0021092509493701693	0.5	-9.56760546086284	16.18153051582466	0.1640599037742148	0.02962639382688999	26.720014706786937	68.40689083731904	-36.23896637440214
-33.90982643525797	0.15667635960092563	0.005493790042806111	0.21321499166367658	0.6323526641347352	87.1284258144522	-212.92140951237604	0.2709158868104498	0.025795099608962885	0.11785702197923952	-37.858706256478364	0.03631160191503353	0.008309881846527412	0.5	-6.679303633002563	50.95187577329645	0.24297896327373492	0.03431059886905208	41.465214187284765	82.18034712948408	-34.172947930577386
-32.7452342897648	0.1386170568033026	0.0064930832271406416	0.22420113612611445	0.6818277526880396	92.11589570922911	-246.2015486785833	0.29721784962966985	0.024172803007172904	0.10162917817212759	-43.54826801782601	0.04070778635087387	0.010466573342460556	0.5	-5.751107327655991	64.05870938292517	0.2586051389969413	0.035029452392528346	50.85017273623103	84.50953142047041	-33.82357028692944
-40.51322274256195	0.2637193959122804	0.00215410855593673	0.16425580592724934	0.608850297902864	96.66228356095175	-66.17192667337089	0.15139629677650593	0.03489093192878652	0.25549064782048164	-17.161367190604683	0.018876312457757467	0.0022319514322138223	0.5	-7.360135333543007	15.06214347653397	0.1668543308006203	0.02982766105144122	31.751920397710503	68.9735545148761	-36.15396682276858
-29.424155285846577	0.09732278787979856	0.00998260228357655	0.25529535799191333	0.786075179891018	98.77611929137346	-349.2960872196936	0.3795231239777854	0.019829222400909903	0.06576181309690961	-61.80572595392531	0.056188159328093394	0.020137449684021553	0.5	-4.06173464388697	116.1602798622069	0.3066110498040284	0.03688691596256646	74.50029021200757	91.15168942830685	-32.827246585753976
-35.66015417736748	0.1702666189131467	0.004731724608110776	0.20547040131924052	0.6982489568454192	100.24299383060698	-151.88278961730066	0.23425094161028612	0.028283391812664004	0.1464356168135421	-33.93300648257601	0.030556026588867954	0.005869897957655827	0.5	-5.842599693105365	42.07082036249802	0.2207261753806257	0.0331788974748678	49.95611167095471	78.67969164526505	-34.698046253210244
-44.787822779487605	0.37467271981184624	0.000975247315759084	0.13076679307394812	0.5931268839416577	101.36739120263789	-27.945218851842338	0.09987205698132093	0.0389697446520272	0.38725096885408083	-8.472023470183112	0.012326252168632052	0.0009505065409638298	0.5	-7.564814876902787	5.300577232705639	0.12859757825333432	0.026780320072257467	26.078948709557963	60.42435444102479	-37.43634683384628
-53.55923485224874	0.6844849714818115	0.00016517302007645654	0.073463956652891	0.5379790308517819	98.25532437423875	-3.5594186230802576	0.04018494017681699	0.037041120956803245	0.6887273820320396	-1.686462868624883	0.0051313893527649476	0.0001645968214240571	0.5	-9.037327042497644	0.3747043978644473	0.07310487668135249	0.020824685918285617	14.443093217119682	42.881530295502515	-40.067770455674626
-54.464277461978945	0.7160339473897458	0.00013730843710164418	0.06881657031548803	0.5182143395866867	94.8763986379732	-2.804671334976304	0.03648071962365124	0.03608458442777196	0.715748249802793	-1.4239256531418778	0.004687500244687948	0.00013734798036739584	0.5	-9.635523100726543	0.2763333715977933	0.06884351936584265	0.020255028287461656	12.543590023120357	41.071445076042124	-40.33928323859369
-53.87389192515866	0.699088778536926	0.0001544460670024786	0.07152459658151165	0.5015535145805573	91.62358428527246	-3.2947180998522736	0.0388579242236351	0.036720303538733165	0.6982814083030499	-1.5855208949680266	0.0049724903117777395	0.00015455926294528398	0.5	-10.113838992377405	0.33173585609879824	0.07159646027944454	0.02062548437713282	11.834171530393066	42.252216149682695	-40.1621675775476
-53.078710318543976	0.6748093369662737	0.00018103344129980034	0.07537661661937638	0.4861838841139612	88.52331193836648	-4.076859526837748	0.04229557598229137	0.03750501652626814	0.6738236064252503	-1.8330591644978589	0.005383896138528154	0.00018119744270360708	0.5	-10.573747208640848	0.4245842795601927	0.07546498396619768	0.021131212199766176	11.297788789656563	43.84257936291206	-39.92361309556319
-52.18883340548741	0.6464635239581997	0.0002162465802552274	0.07991398071320852	0.47206779800620363	85.58173939936891	-5.150900933892813	0.04648694972619334	0.0382739974564107	0.6452912585048282	-2.155746311836313	0.0058847525767825645	0.00021648632188974687	0.5	-11.01715538783374	0.558199964588205	0.08002116302681489	0.021706076788903267	10.856504116144153	45.6223331890252	-39.65665002164622
-51.170309339122824	0.61278460664694	0.0002650027793108386	0.08540533648500731	0.45946420861525133	82.80748599498334	-6.69109427215394	0.05176872903670925	0.038995867805280346	0.611328830296432	-2.594450437272923	0.006515397309553513	0.00026538544256648333	0.5	-11.429236110816644	0.7606934686895577	0.0855432708998613	0.02237507466139792	10.535091572224662	47.65938132175435	-39.35109280173684
-49.90788608998553	0.5697250787259989	0.0003408474979039346	0.09266326747646839	0.4490623300828204	80.21975293604302	-9.16836355926562	0.059103505614363165	0.039631421086486054	0.5677200841073341	-3.261829950327873	0.007391526646810562	0.00034158334274573263	0.5	-11.776007625245605	1.109989681095592	0.09286582009230346	0.023219544808752803	10.41787015063483	50.18422782002894	-38.97236582699566
-47.99255822750413	0.5034008198129202	0.0004985979222255335	0.10462430501738502	0.44344139927428966	77.87233335222423	-14.495273817195967	0.07210944922464109	0.039999994348982514	0.49973422243589355	-4.60568452202806	0.008950484394185719	0.0005009457647252092	0.5	-11.948305926692317	1.9416236057598775	0.10505054865319693	0.024529483436010212	10.830620554138033	54.01488354499175	-38.39776746825124
-39.09538294424935	0.2515326691373978	0.002542168244507105	0.17006357524113733	0.501582228041551	76.1627686938947	-92.68532038007486	0.1727654093497753	0.033080052490500306	0.21890000466200193	-19.655563009477905	0.021735792130767307	0.002961549900009785	0.5	-10.057876506552478	18.019667348733293	0.18141157672413458	0.03082870522661351	20.1156880296391	71.8092341115013	-35.7286148832748
-40.22666562082669	0.19566865702728453	0.004445641000023211	0.20112064006859784	0.8619155637319762	84.21898159764051	-53.1051400309025	0.1555324740668991	0.034537967817023583	0.24778209474796306	-35.20549283083102	0.019422494309417067	0.002363293187184458	0.5	-9.011853991903536	34.13690606404064	0.16971915451776678	0.030030870847983473	67.87081448258968	69.54666875834664	-36.067999686248
-40.49193241960871	0.26342971027604006	0.0021364702486371683	0.1641328886203116	0.5726322723718449	89.64753567007803	-66.48669349323409	0.1517004679144186	0.03486496361070678	0.25491254353544657	-17.013286225246627	0.01891636338754125	0.00224145414047329	0.5	-8.26800096271764	15.026379105610038	0.16706584164335178	0.029842771581671864	27.276306059846966	69.01613516078258	-36.14757972588261
-41.081640210403116	0.2735900208493303	0.0019524814842655572	0.16034090751952695	0.5940069801881451	94.49266913843454	-58.68372220238697	0.1434594907156648	0.03556800014977857	0.2712406541030264	-15.740119089413122	0.01783755298955807	0.0019925847480738315	0.5	-7.749455514942844	13.451274717013929	0.16128626964248471	0.029423583343139853	29.386008251986258	67.83671957919378	-36.32449206312093
-33.22742004815037	0.06992165117788063	0.022672356522980858	0.3149510128372546	1.3118862486846208	97.7237342788479	-111.29990351708268	0.2861497802590283	0.024839839512316917	0.10809312868792986	-153.78257091738203	0.03882884880369079	0.00951350362255053	0.5	-5.390583838110149	246.61221650727106	0.2520567471644817	0.03473549362812324	144.7515742271679	83.54515990369927	-33.96822601444511
-41.524854086880715	0.2801725929516572	0.0018338825270091913	0.15788705300688982	0.6254573878090349	100.89467007930011	-53.12278431790133	0.13751379697896254	0.03607249004902516	0.283935968090844	-14.919956435562417	0.01706711659857793	0.001823866921732279	0.5	-7.068463373389802	12.481299470550729	0.15704956283586927	0.029107799383552898	32.90250715356883	66.95029182623857	-36.45745622606421
-41.309491141685086	0.2632741034210049	0.001982059163683734	0.16343510738737255	0.6543940436069697	102.53347978703616	-53.00760861890431	0.14037658707824496	0.03583006244648475	0.2777225041329942	-16.05403109596539	0.01743726580373754	0.001903989166685572	0.5	-6.848097753276727	14.422489513935645	0.15909681034098921	0.029261307178490854	36.87286189528565	67.38101771662983	-36.392847342505526
-48.57714221169193	0.5036733856126351	0.0004547797963056954	0.1030869086745677	0.5649298031578451	100.48511518974858	-12.154448313063961	0.06788238245811572	0.03996603495611038	0.5206005532653382	-4.246945849888707	0.008442719994653103	0.00044569565028840664	0.5	-8.196019088813154	1.7903795278561478	0.10118910340392805	0.02412631675245764	20.181001682702444	52.84571557661614	-38.573142663507575
-54.26971826501039	0.7085067312678273	0.0001429735471340542	0.06986901580151003	0.5308226049435545	97.15339210755117	-2.949786360989938	0.03724823953625789	0.03629875326897504	0.710059705470133	-1.4777514591448528	0.004779566793409189	0.00014279700806463594	0.5	-9.265355050571594	0.29641143746658727	0.06973973491145327	0.020376630423845216	13.486135787797359	41.460563469979235	-40.280915479503115
-54.32107714350608	0.7121263694967345	0.0001412649181338526	0.06945183689768902	0.5126534067135354	93.80768759166838	-2.917500632991418	0.03704413785391964	0.036242651934620944	0.7115678750225313	-1.4613752103594073	0.00475508934171602	0.0001413379429622539	0.5	-9.794062221039155	0.28867828072858853	0.06950211281657366	0.02034448432464873	12.276542306933393	41.35784571298784	-40.29632314305182
-53.62795003101729	0.6917005801963783	0.00016222187710208567	0.07269525821274248	0.4964489494724931	90.6033025815397	-3.5205248471493924	0.03989148826136174	0.036972179433156095	0.6908279444136578	-1.6582992842615045	0.00509626123762923	0.00016235059898050313	0.5	-10.264058095351078	0.35811438406666857	0.07277298856933832	0.020781080734787634	11.649559459955459	42.744099937965416	-40.088385009305185
-52.801471560542815	0.6661001571806011	0.0001913418588392188	0.07676455140860025	0.4814711220376442	87.55374797689079	-4.387227353120511	0.04356109842630257	0.03775756730294705	0.6650597010191616	-1.9280923942845103	0.005535189744894683	0.0001915262167416197	0.5	-10.719515386496742	0.4625069907748721	0.07685829147945462	0.02130931732519858	11.144272197081106	44.397056878914384	-39.840441468162844
