Values[V]	Values[N]	Values[Minf]	Values[Ninf]	Values[lambdaN]
13.502566096863946	0.6174427235898936	0.6146755386214637	0.8808342348605205	0.075178138621152
11.782835679057944	0.6354116675078872	0.55914958881937	0.8536037052807814	0.07324866139765011
9.299198159081724	0.6490523744269231	0.4766569203553552	0.8054291781375391	0.07091530249377026
6.046905305432423	0.6570898933764187	0.3711983538954477	0.7255153596164985	0.0686446178432268
2.1453261437367392	0.6578553692352758	0.25974586398389354	0.6067897952004269	0.06705916680287674
-1.9932795906604333	0.6499772986258288	0.168106888112996	0.4658024539049281	0.06670577490324492
-5.760662392707363	0.6337629665839567	0.10895872088358688	0.34149409777590567	0.06756697777174549
-8.704287300538143	0.6114099899696827	0.07628657016700335	0.2568013929234884	0.06903313386413787
-10.682208137209178	0.5856866323476895	0.0596573061738353	0.20825485085655548	0.07041693224134879
-11.763030210286612	0.558918045529249	0.05206774589874291	0.1847402648546035	0.07131108450937351
-12.095371867791192	0.5327785544278212	0.049923551771746844	0.17793573614009361	0.07160587982131314
-11.835223696121115	0.5084074954076683	0.05159469163340663	0.18324522506281848	0.07137432434991006
-11.118195879280806	0.4865685307065326	0.056478482239574135	0.19851314931025404	0.07076578199298579
-10.053217825301779	0.46778261220384176	0.06453944597998329	0.2229218435577719	0.06994167862812224
-8.724372562021205	0.45242413999332826	0.07609807127932855	0.2562730097737763	0.06904556178141556
-7.195012006936847	0.44078158525657585	0.09173199493794315	0.2984929961028767	0.06819359261514082
-5.511929420665858	0.43308660352344264	0.11222054576984203	0.34925055755712175	0.0674751726225025
-3.708959858838605	0.42951714060174007	0.13849324864210616	0.40765943615743977	0.06695774083587493
-1.8101536271574634	0.43018164301553413	0.17154922763607466	0.4720927018990006	0.06669268298041184
0.16674820053428074	0.43509288514877215	0.21230279241033873	0.5401460895923899	0.06672062960787026
2.205121475273709	0.44413973206554735	0.26128177435213595	0.6087559038713086	0.06707424751426334
4.28045420497151	0.4570624111285124	0.31808072000356424	0.6744405644236772	0.06777488388112207
6.345836209176658	0.4734331332755695	0.3805482494749166	0.7336495984726282	0.06881690270558866
8.314396711156853	0.49264363263582966	0.4440485405730054	0.7832562915521333	0.07013501342314346
10.050481977973392	0.5139073360305123	0.5016827262460657	0.8211567672845088	0.0715655129018312
11.386645169784789	0.5362901376990982	0.5460902889775083	0.8466419873302268	0.07284089556812377
12.166630089131402	0.5587757532008739	0.5717228986383766	0.8600959243160924	0.07365670481001153
12.284907880316405	0.580346055394053	0.5755799235299419	0.862047516220143	0.07378505280877574
11.692920743486818	0.6000336511256732	0.556192307045116	0.8520470825574489	0.07315492293751763
10.374679628375224	0.6169051227554918	0.5124867240959843	0.8276297806776991	0.07186090411000533
8.321315026208357	0.6299591702461176	0.44427627504699	0.7834182469080682	0.07014021189953484
5.5450212306831315	0.6379789290858151	0.3557182445608581	0.7115166710425916	0.06837175753211167
2.167420098473637	0.6395250238584722	0.2603126887907871	0.6075166653836691	0.06706470580680805
-1.470550998576806	0.6334538897022954	0.17808049463220316	0.48377979703156876	0.06667544285012392
-4.869622635758298	0.6198988043388339	0.1210402095315875	0.36964477023965714	0.06726104677549578
-7.619289762609222	0.6005344805939818	0.08712630881192718	0.2863852160816997	0.06841084236821598
-9.545241694374146	0.5776974066982824	0.06875120411331481	0.23529429209566338	0.06958188804069393
-10.663990591695253	0.5535116852492771	0.05979371514940246	0.20866947124840407	0.07040270267041
-11.082804643728897	0.5295957452085077	0.05673046937461668	0.19929097479324231	0.07073686875577073
-10.931526963323556	0.5070983638173568	0.057819528273721665	0.20264153125709233	0.07061446794844399
-10.331031594544024	0.4868168821623137	0.062338826435136996	0.21635443947448552	0.07014751974575452
-9.382727768313476	0.4693097034428941	0.07015155075819374	0.23935147510239113	0.0694712951737957
-8.167468733586634	0.4549819261532641	0.08148575719632972	0.2711854557001338	0.06871322432500158
-6.747905924712736	0.44414116898554556	0.09682123835398398	0.3115646377392134	0.06798044878860163
-5.171700528310412	0.43702577419190813	0.11682013804071067	0.35999013329007956	0.06735763442943393
-3.4746780436468114	0.43380988969960216	0.1422625520872038	0.41548524975677237	0.0669095421528914
-1.6838714163226136	0.43459172701885124	0.1739554431839107	0.4764356965789394	0.06668520419326016
0.17901797935704364	0.43937255027620054	0.21257650504253744	0.5405664291260459	0.0667217707049647
2.092668217054871	0.44803372513402545	0.25839814847119	0.6050554966138444	0.06704612227116956
4.028240200765326	0.4603169004098131	0.31083154152279563	0.66675625885818	0.06767128831993963
5.937682717493888	0.47580944065447095	0.36780562318999893	0.7225050659146649	0.06858348916182447
7.740608340391059	0.493936765503533	0.42525139586107713	0.7695196980161851	0.06971773034113733
9.318311088760328	0.5139671176499144	0.477292666869644	0.805841982735575	0.07093125226224041
10.52636879515976	0.5350380238949554	0.5175384281792471	0.8305941498516305	0.0720021968177281
11.226010556424901	0.5562076838712194	0.5407762576728486	0.843743056085285	0.07267944556964058
11.314724010444614	0.5765161248523606	0.5437122552645638	0.8453495265456568	0.07276833332242327
10.734390535972734	0.5950232475248598	0.5244601438383188	0.8345932137138934	0.07219916516241794
9.456839792538384	0.6107903745417583	0.48190256892453365	0.8088140818065095	0.07104777602735993
7.4699607465323385	0.6227944513459891	0.4164561154375447	0.7628322487666784	0.0695303869093253
